instance_id,user_query,model,examples_used,predicted_tables_and_columns,raw_output,predicted_tables_fq,predicted_columns_fq,example_selection,timestamp,flags,eval_tables_precision,eval_tables_recall,eval_tables_f1,eval_columns_precision,eval_columns_recall,eval_columns_f1
sf_bq348,"Within the rectangular area defined by the geogpoints (31.1798246, 18.4519921), (54.3798246, 18.4519921), (54.3798246, 33.6519921), and (31.1798246, 33.6519921), which are the top three usernames responsible for the highest number of historical nodes, originally tagged with the amenities ‘hospital’, ‘clinic’, or ‘doctors’, that do not appear anymore in the current planet_nodes dataset?",azure/o3,,,,GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.HISTORY_NODES,GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.HISTORY_NODES.username;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.HISTORY_NODES.latitude;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.HISTORY_NODES.longitude;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.HISTORY_NODES.visible;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.HISTORY_NODES.all_tags;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.HISTORY_NODES.id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:37:42,used_precomputed:GEO_OPENSTREETMAP,,,,,,
sf_bq253,"Find the name of the OpenStreetMap relation that encompasses the most features within the same geographic area as the multipolygon tagged with the Wikidata item 'Q1095'. The relation should have a specified name and no 'wikidata' tag, and at least one of its included features must have a 'wikidata' tag. The analysis should be conducted using the planet_features table. Return the name of this relation.",azure/o3,,,,GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES,GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.all_tags;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.feature_type;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.geometry;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.osm_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:37:52,used_precomputed:GEO_OPENSTREETMAP,,,,,,
sf_bq254,"Among all multipolygons located within the same geographic area as the multipolygon associated with Wikidata item Q191, but lacking a 'wikidata' tag themselves, which two rank highest by the number of points that lie within their boundaries, and what are their names?",azure/o3,,,,GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS,GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.all_tags;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.feature_type;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.geometry;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES.osm_id;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS.all_tags;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS.geometry;GEO_OPENSTREETMAP.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS.osm_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:38:00,used_precomputed:GEO_OPENSTREETMAP,,,,,,
sf_bq056,"How many different pairs of roads classified as motorway, trunk, primary, secondary, or residential in California overlap each other without sharing nodes and do not have a bridge tag, where these roads are tagged with 'highway', analyzed through planet ways",azure/o3,,,,GEO_OPENSTREETMAP_BOUNDARIES.GEO_OPENSTREETMAP.PLANET_WAYS;GEO_OPENSTREETMAP_BOUNDARIES.GEO_US_BOUNDARIES.STATES,GEO_OPENSTREETMAP_BOUNDARIES.GEO_OPENSTREETMAP.PLANET_WAYS.all_tags;GEO_OPENSTREETMAP_BOUNDARIES.GEO_OPENSTREETMAP.PLANET_WAYS.changeset;GEO_OPENSTREETMAP_BOUNDARIES.GEO_OPENSTREETMAP.PLANET_WAYS.geometry;GEO_OPENSTREETMAP_BOUNDARIES.GEO_OPENSTREETMAP.PLANET_WAYS.id;GEO_OPENSTREETMAP_BOUNDARIES.GEO_OPENSTREETMAP.PLANET_WAYS.nodes;GEO_OPENSTREETMAP_BOUNDARIES.GEO_US_BOUNDARIES.STATES.state;GEO_OPENSTREETMAP_BOUNDARIES.GEO_US_BOUNDARIES.STATES.state_fips_code;GEO_OPENSTREETMAP_BOUNDARIES.GEO_US_BOUNDARIES.STATES.state_geom;GEO_OPENSTREETMAP_BOUNDARIES.GEO_US_BOUNDARIES.STATES.state_name,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:38:08,used_precomputed:GEO_OPENSTREETMAP_BOUNDARIES,,,,,,
sf_bq289,"Can you find the shortest distance between any two amenities (either a library, place of worship, or community center) located within Philadelphia, analyzed through pennsylvania table and planet features points?",azure/o3,,,,GEO_OPENSTREETMAP_CENSUS_PLACES.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS,GEO_OPENSTREETMAP_CENSUS_PLACES.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS.all_tags;GEO_OPENSTREETMAP_CENSUS_PLACES.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS.osm_id;GEO_OPENSTREETMAP_CENSUS_PLACES.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS.geometry;GEO_OPENSTREETMAP_CENSUS_PLACES.GEO_OPENSTREETMAP.PLANET_FEATURES_POINTS.osm_way_id,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:38:19,used_precomputed:GEO_OPENSTREETMAP_CENSUS_PLACES,,,,,,
sf_bq250,"Based on the most recent 1km population grid data in Singapore before January 2023, using ST_CONVEXHULL to aggregate all population grid centroids into a bounding region and ST_INTERSECTS to identify hospitals from OpenStreetMap’s planet layer (layer_code in (2110, 2120)) that fall within this region, then calculating the distance from each grid cell to its nearest hospital, what is the total population of the grid cell that is farthest from any hospital?",azure/o3,,,,GEO_OPENSTREETMAP_WORLDPOP.WORLDPOP.POPULATION_GRID_1KM,GEO_OPENSTREETMAP_WORLDPOP.WORLDPOP.POPULATION_GRID_1KM.longitude_centroid;GEO_OPENSTREETMAP_WORLDPOP.WORLDPOP.POPULATION_GRID_1KM.last_updated;GEO_OPENSTREETMAP_WORLDPOP.WORLDPOP.POPULATION_GRID_1KM.alpha_3_code;GEO_OPENSTREETMAP_WORLDPOP.WORLDPOP.POPULATION_GRID_1KM.geog;GEO_OPENSTREETMAP_WORLDPOP.WORLDPOP.POPULATION_GRID_1KM.population;GEO_OPENSTREETMAP_WORLDPOP.WORLDPOP.POPULATION_GRID_1KM.latitude_centroid,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:38:29,used_precomputed:GEO_OPENSTREETMAP_WORLDPOP,,,,,,
sf_bq083,"Can you calculate the daily change in the market value of USDC tokens (address `0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48`) for 2023, based on Ethereum transactions? The change should be computed from minting (input pattern `0x40c10f19%`) and burning (input pattern `0x42966c68%`) operations. For each transaction, minting should be positive and burning negative. Extract the relevant amount from the 'input' field as a hexadecimal, convert it to millions, express it in USD format. Group the results by date and order them in descending order.",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS,CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.block_number;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.hash;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.input;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.to_address,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:38:35,used_precomputed:CRYPTO,,,,,,
sf_bq184,"Using only the traces, can you calculate daily cumulative counts of smart contracts created by external addresses (where the trace_address is NULL) versus those created by other contracts (where the trace_address is NOT NULL) for each date from 2017-01-01 through 2021-12-31, ensuring that all dates in this range are included even if no new contracts were created on some days, and showing monotonically increasing cumulative totals for both categories?",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TRACES,CRYPTO.CRYPTO_ETHEREUM.TRACES.block_number;CRYPTO.CRYPTO_ETHEREUM.TRACES.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TRACES.from_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.to_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.trace_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.trace_type;CRYPTO.CRYPTO_ETHEREUM.TRACES.transaction_hash;CRYPTO.CRYPTO_ETHEREUM.TRACES.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:38:44,used_precomputed:CRYPTO,,,,,,
sf_bq195,"What are the top 10 Ethereum addresses by balance, considering both value transactions and gas fees, before September 1, 2021? Only keep successful transactions with no call type or where the call type is 'call'.",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TRACES;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS,CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.from_address;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.gas_price;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.hash;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.receipt_gas_used;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.to_address;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.transaction_index;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.value;CRYPTO.CRYPTO_ETHEREUM.TRACES.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TRACES.call_type;CRYPTO.CRYPTO_ETHEREUM.TRACES.from_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.gas_used;CRYPTO.CRYPTO_ETHEREUM.TRACES.status;CRYPTO.CRYPTO_ETHEREUM.TRACES.to_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.transaction_hash;CRYPTO.CRYPTO_ETHEREUM.TRACES.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:38:56,used_precomputed:CRYPTO,,,,,,
sf_bq256,"Determine the final Ether balance of the Ethereum address that initiated the highest number of successful transactions prior to September 1, 2021 (UTC), excluding calls of type delegatecall, callcode, or staticcall and including all relevant incoming and outgoing transfers, miner rewards, and gas fee deductions, with the final balance presented in Ether after converting from the native unit.",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TRACES;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS,CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.from_address;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.gas_price;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.receipt_effective_gas_price;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.receipt_gas_used;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.receipt_status;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.to_address;CRYPTO.CRYPTO_ETHEREUM.TRANSACTIONS.value;CRYPTO.CRYPTO_ETHEREUM.TRACES.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TRACES.call_type;CRYPTO.CRYPTO_ETHEREUM.TRACES.from_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.reward_type;CRYPTO.CRYPTO_ETHEREUM.TRACES.status;CRYPTO.CRYPTO_ETHEREUM.TRACES.to_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.trace_type;CRYPTO.CRYPTO_ETHEREUM.TRACES.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:09,used_precomputed:CRYPTO,,,,,,
sf_bq080,"Using only the Ethereum traces table, can you provide a daily cumulative count of smart contracts created by external users (where trace_address is null) versus contracts created by other contracts (where trace_address is not null) between August 30, 2018, and September 30, 2018? Ensure results include every date in this range, even if no new contracts were created, and show strictly increasing cumulative totals.",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TRACES,CRYPTO.CRYPTO_ETHEREUM.TRACES.block_number;CRYPTO.CRYPTO_ETHEREUM.TRACES.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TRACES.trace_address;CRYPTO.CRYPTO_ETHEREUM.TRACES.trace_type,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:17,used_precomputed:CRYPTO,,,,,,
sf_bq342,"What is the difference between the average hourly changes in transaction values for the Ethereum token 0x68e54af74b22acaccffa04ccaad13be16ed14eac, specifically considering only transactions where the address 0x8babf0ba311aab914c00e8fda7e8558a8b66de5d was the sender or the address 0xfbd6c6b112214d949dcdfb1217153bc0a742862f was the receiver, between January 1, 2019, and December 31, 2020, when comparing 2019 to 2020?",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS,CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.from_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.to_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.token_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.transaction_hash;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:25,used_precomputed:CRYPTO,,,,,,
sf_bq341,"Which Ethereum address has the top 3 smallest positive balance from transactions involving the token at address ""0xa92a861fc11b99b24296af880011b47f9cafb5ab""?",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS,CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.from_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.to_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.token_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:31,used_precomputed:CRYPTO,,,,,,
sf_bq444,"Can you pull the blockchain timestamp, block number, and transaction hash for the first five mint and burn events from Ethereum logs for the address '0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8'? Please include mint events identified by the topic '0x7a53080ba414158be7ec69b987b5fb7d07dee101fe85488f0853ae16239d0bde' and burn events by '0x0c396cd989a39f4459b5fa1aed6a9a8dcdbc45908acfd67e028cd568da98982c', and order them by block timestamp from the oldest to the newest.",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.LOGS,CRYPTO.CRYPTO_ETHEREUM.LOGS.address;CRYPTO.CRYPTO_ETHEREUM.LOGS.block_number;CRYPTO.CRYPTO_ETHEREUM.LOGS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.LOGS.log_index;CRYPTO.CRYPTO_ETHEREUM.LOGS.topics;CRYPTO.CRYPTO_ETHEREUM.LOGS.transaction_hash,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:35,used_precomputed:CRYPTO,,,,,,
sf_bq340,"Which six Ethereum addresses, excluding '0x0000000000000000000000000000000000000000', have the largest absolute differences between their previous and current balances from the tokens at addresses '0x0d8775f648430679a709e98d2b0cb6250d2887ef0' and '0x1e15c05cbad367f044cbfbafda3d9a1510db5513'?",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS,CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.block_number;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.from_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.to_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.token_address;CRYPTO.CRYPTO_ETHEREUM.TOKEN_TRANSFERS.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:42,used_precomputed:CRYPTO,,,,,,
sf_bq005,"Calculate the daily average Bitcoin block interval (in seconds) for 2023 by joining consecutive blocks via row-numbered self-joins (including cross-day intervals), excluding the genesis block, and list the first 10 dates with their unadjusted averages.",azure/o3,,,,CRYPTO.CRYPTO_BITCOIN.BLOCKS,CRYPTO.CRYPTO_BITCOIN.BLOCKS.hash;CRYPTO.CRYPTO_BITCOIN.BLOCKS.number;CRYPTO.CRYPTO_BITCOIN.BLOCKS.size;CRYPTO.CRYPTO_BITCOIN.BLOCKS.stripped_size;CRYPTO.CRYPTO_BITCOIN.BLOCKS.timestamp;CRYPTO.CRYPTO_BITCOIN.BLOCKS.transaction_count;CRYPTO.CRYPTO_BITCOIN.BLOCKS.version;CRYPTO.CRYPTO_BITCOIN.BLOCKS.weight,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:48,used_precomputed:CRYPTO,,,,,,
sf_bq334,"Calculate the annual differences in Bitcoin output value averages between two methods: Merged input/output records: Combine the inputs and outputs tables, filter to only output records, and calculate yearly averages. Transactions table: Directly use the output_value field from the transactions table for yearly averages. Show the difference (merged outputs average minus transactions average) only for years with data in both methods.",azure/o3,,,,CRYPTO.CRYPTO_BITCOIN.INPUTS;CRYPTO.CRYPTO_BITCOIN.OUTPUTS;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS,CRYPTO.CRYPTO_BITCOIN.INPUTS.block_number;CRYPTO.CRYPTO_BITCOIN.INPUTS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.INPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.INPUTS.value;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.block_number;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.value;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.block_number;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.hash;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.output_value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:39:58,used_precomputed:CRYPTO,,,,,,
sf_bq335,"Among all Bitcoin addresses that have at least one transaction in October 2017 (combining both inputs and outputs), which address conducted its final transaction on the latest date in that month, and, among any addresses sharing that same latest date, which one has the highest sum of transaction values?",azure/o3,,,,CRYPTO.CRYPTO_BITCOIN.INPUTS;CRYPTO.CRYPTO_BITCOIN.OUTPUTS,CRYPTO.CRYPTO_BITCOIN.INPUTS.addresses;CRYPTO.CRYPTO_BITCOIN.INPUTS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.INPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.INPUTS.value;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.addresses;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:40:08,used_precomputed:CRYPTO,,,,,,
sf_bq057,"Which month (e.g., 3 for March) in 2021 witnessed the highest percentage of Bitcoin transaction volume occurring in CoinJoin transactions (defined as transactions with >2 outputs, output value ≤ input value, and having multiple equal-value outputs)? Also provide the percentage of all Bitcoin transactions that were CoinJoins, the percentage of UTXOs involved in CoinJoin transactions (average of input and output percentages), and the percentage of total Bitcoin volume that occurred in CoinJoin transactions for that month. Round all percentages to 1 decimal place.",azure/o3,,,,CRYPTO.CRYPTO_BITCOIN.INPUTS;CRYPTO.CRYPTO_BITCOIN.OUTPUTS;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS,CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.block_timestamp_month;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.hash;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.input_count;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.input_value;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.output_count;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.output_value;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.value;CRYPTO.CRYPTO_BITCOIN.INPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.INPUTS.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:40:21,used_precomputed:CRYPTO,,,,,,
sf_bq092,"In April 2023, what are the highest and lowest balances across all Dash addresses when calculating the net balance for each address using double-entry bookkeeping (where inputs are treated as debits/negative values and outputs as credits/positive values)? Consider all transactions filtered by block_timestamp_month='2023-04-01', and when an address appears as an array in the data, concatenate the array elements into a comma-separated string. For each address and type combination, sum all the values to determine the balance.",azure/o3,,,,CRYPTO.CRYPTO_DASH.INPUTS;CRYPTO.CRYPTO_DASH.OUTPUTS;CRYPTO.CRYPTO_DASH.TRANSACTIONS,CRYPTO.CRYPTO_DASH.TRANSACTIONS.block_timestamp_month;CRYPTO.CRYPTO_DASH.TRANSACTIONS.hash;CRYPTO.CRYPTO_DASH.INPUTS.addresses;CRYPTO.CRYPTO_DASH.INPUTS.transaction_hash;CRYPTO.CRYPTO_DASH.INPUTS.value;CRYPTO.CRYPTO_DASH.OUTPUTS.addresses;CRYPTO.CRYPTO_DASH.OUTPUTS.transaction_hash;CRYPTO.CRYPTO_DASH.OUTPUTS.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:40:38,used_precomputed:CRYPTO,,,,,,
sf_bq093,"What were the maximum and minimum net balance changes for Ethereum Classic addresses on October 14, 2016? Calculate these by summing all transactions where addresses received funds (debits), sent funds (credits), and paid or received gas fees. Only include successful status transactions and exclude internal calls of types. For gas fees, consider both the fees paid by transaction senders and received by miners, calculated as multiplied by the gas price for both miners and senders",azure/o3,,,,CRYPTO.CRYPTO_ETHEREUM_CLASSIC.BLOCKS;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS,CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.block_number;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.block_timestamp;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.from_address;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.gas_price;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.receipt_gas_used;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.receipt_status;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.to_address;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRANSACTIONS.value;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.BLOCKS.gas_used;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.BLOCKS.miner;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.BLOCKS.number;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.BLOCKS.timestamp;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.block_number;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.block_timestamp;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.call_type;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.from_address;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.status;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.to_address;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.trace_type;CRYPTO.CRYPTO_ETHEREUM_CLASSIC.TRACES.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:40:58,used_precomputed:CRYPTO,,,,,,
sf_bq292,"Analyze Bitcoin transactions since July 2023 to determine monthly percentages of: (1)Transactions classified as CoinJoins (defined by >2 outputs, output value ≤ input value, and multiple identical-value outputs), (2) UTXOs involved in CoinJoins (calculated as the average of CoinJoin input/output ratios against total network UTXOs), (3) Transaction volume (based on input value) attributed to CoinJoins. Provide results in a table with monthly metrics for transactions, UTXOs, and volume.",azure/o3,,,,CRYPTO.CRYPTO_BITCOIN.INPUTS;CRYPTO.CRYPTO_BITCOIN.OUTPUTS;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS,CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.block_timestamp_month;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.hash;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.input_count;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.input_value;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.output_count;CRYPTO.CRYPTO_BITCOIN.TRANSACTIONS.output_value;CRYPTO.CRYPTO_BITCOIN.INPUTS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.INPUTS.index;CRYPTO.CRYPTO_BITCOIN.INPUTS.spent_output_index;CRYPTO.CRYPTO_BITCOIN.INPUTS.spent_transaction_hash;CRYPTO.CRYPTO_BITCOIN.INPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.INPUTS.value;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.block_timestamp;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.index;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.transaction_hash;CRYPTO.CRYPTO_BITCOIN.OUTPUTS.value,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:41:09,used_precomputed:CRYPTO,,,,,,
sf_bq135,Which date before 2022 had the highest total transaction amount in the Zilliqa blockchain data?,azure/o3,,,,CRYPTO.CRYPTO_ZILLIQA.TRANSACTIONS,CRYPTO.CRYPTO_ZILLIQA.TRANSACTIONS.amount;CRYPTO.CRYPTO_ZILLIQA.TRANSACTIONS.block_number;CRYPTO.CRYPTO_ZILLIQA.TRANSACTIONS.block_timestamp;CRYPTO.CRYPTO_ZILLIQA.TRANSACTIONS.id;CRYPTO.CRYPTO_ZILLIQA.TRANSACTIONS.sender;CRYPTO.CRYPTO_ZILLIQA.TRANSACTIONS.to_addr,"{""candidates_total"": 0, ""chosen_ids"": """"}",2025-10-28T21:41:15,used_precomputed:CRYPTO,,,,,,
