instance_id,user_query,used_gold_tables,used_gold_joins,used_predicted_tables_cols,used_predicted_tables_cols_raw,model,examples_used,predicted_cte_briefs,raw_output,example_selection,timestamp
local059,"For the calendar year 2021, what is the overall average quantity sold of the top three best-selling hardware products (by total quantity sold) in each division?",false,false,false,true,azure/o3,"local066,local310,local130,local097","filtered_sales_2021: 2021 calendar year sales with product_code and sold_quantity; product_totals: joins sales to product dimension and sums quantity per division, product; ranked_products: assigns rank by total_sold within division, retaining top three; division_top3_avg: computes average total_sold across top three products for each division","filtered_sales_2021: 2021 calendar year sales with product_code and sold_quantity; product_totals: joins sales to product dimension and sums quantity per division, product; ranked_products: assigns rank by total_sold within division, retaining top three; division_top3_avg: computes average total_sold across top three products for each division","{""target_db"": ""education_business"", ""candidates_total"": 41, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local066,local310,local130,local097""}",2025-10-17T16:24:27
local060,"In the United States, for Q4 2019 and Q4 2020, first select only those cities where total sales (with no promotions) rose by at least 20% from Q4 2019 to Q4 2020. Among these cities, rank products by their overall sales (still excluding promotions) in those quarters and take the top 20%. Then compute each top product’s share of total sales in Q4 2019 and Q4 2020 and calculate the difference in share from Q4 2019 to Q4 2020, returning the results in descending order of that share change.",false,false,false,true,azure/o3,"local253,local056,local141,local229",q4_us_sales: US sales in Q4 2019 and Q4 2020 excluding promotions; city_year_totals: sums q4_us_sales by city and year; growth_cities: retains cities with 2020 sales at least 120% of 2019; eligible_sales: q4_us_sales filtered to growth_cities; top_products: aggregates eligible_sales by product across both years and selects top 20 percent; product_year_sales: totals eligible_sales for each top product and year; share_deltas: calculates 2019 and 2020 sales shares for each top product and their difference,q4_us_sales: US sales in Q4 2019 and Q4 2020 excluding promotions; city_year_totals: sums q4_us_sales by city and year; growth_cities: retains cities with 2020 sales at least 120% of 2019; eligible_sales: q4_us_sales filtered to growth_cities; top_products: aggregates eligible_sales by product across both years and selects top 20 percent; product_year_sales: totals eligible_sales for each top product and year; share_deltas: calculates 2019 and 2020 sales shares for each top product and their difference,"{""target_db"": ""complex_oracle"", ""candidates_total"": 41, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local253,local056,local141,local229""}",2025-10-17T16:24:47
local063,"Among all products sold in the United States with promo_id=999, considering only those cities whose sales increased by at least 20% from Q4 2019 (calendar_quarter_id=1772) to Q4 2020 (calendar_quarter_id=1776), which product that ranks in the top 20% of total sales has the smallest percentage-point change in its share of total sales between these two quarters?",false,false,false,true,azure/o3,"local244,local229,local310,local097","us_promo_sales: USA sales for promo 999 in quarters 1772 and 1776 with city info; city_growth: total sales per city and quarter, flag cities with ≥20% increase 1772→1776; eligible_sales: keeps us_promo_sales rows from growth-qualified cities; quarter_totals: sums eligible_sales amount_sold per quarter; product_quarter_sales: aggregates eligible_sales by product and quarter; top_products: totals product sales across both quarters and selects top 20 percent; product_share_delta: combines product_quarter_sales, quarter_totals, top_products to compute sales share per quarter and change","us_promo_sales: USA sales for promo 999 in quarters 1772 and 1776 with city info; city_growth: total sales per city and quarter, flag cities with ≥20% increase 1772→1776; eligible_sales: keeps us_promo_sales rows from growth-qualified cities; quarter_totals: sums eligible_sales amount_sold per quarter; product_quarter_sales: aggregates eligible_sales by product and quarter; top_products: totals product sales across both quarters and selects top 20 percent; product_share_delta: combines product_quarter_sales, quarter_totals, top_products to compute sales share per quarter and change","{""target_db"": ""complex_oracle"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local244,local229,local310,local097""}",2025-10-17T16:25:09
local061,"What is the average projected monthly sales in USD for France in 2021, considering only product sales with promotions where promo_total_id = 1 and channels where channel_total_id = 1, by taking each product’s monthly sales from 2019 and 2020, calculating the growth rate from 2019 to 2020 for that same product and month, applying this growth rate to project 2021 monthly sales, converting all projected 2021 amounts to USD with the 2021 exchange rates, and finally averaging and listing them by month?",false,false,false,true,azure/o3,"local201,local074,local244,local021","base_sales: filters 2019-2020 France sales with promo_total_id 1 and channel_total_id 1, adds calendar_year and month; monthly_sales: sums amount_sold per prod_id, calendar_year, calendar_month; growth_rates: joins 2019 and 2020 monthly_sales, computing percentage growth per prod_id and month; projections_2021: applies growth to 2020 amounts to estimate 2021 monthly sales per prod_id; usd_rates_2021: selects 2021 monthly exchange rates to USD from currency table; projected_usd: joins projections with usd_rates_2021, converts projected sales to USD; monthly_average: averages projected USD sales across products, outputting calendar_month and avg_projected_sales_usd","base_sales: filters 2019-2020 France sales with promo_total_id 1 and channel_total_id 1, adds calendar_year and month; monthly_sales: sums amount_sold per prod_id, calendar_year, calendar_month; growth_rates: joins 2019 and 2020 monthly_sales, computing percentage growth per prod_id and month; projections_2021: applies growth to 2020 amounts to estimate 2021 monthly sales per prod_id; usd_rates_2021: selects 2021 monthly exchange rates to USD from currency table; projected_usd: joins projections with usd_rates_2021, converts projected sales to USD; monthly_average: averages projected USD sales across products, outputting calendar_month and avg_projected_sales_usd","{""target_db"": ""complex_oracle"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local201,local074,local244,local021""}",2025-10-17T16:25:29
local050,"What is the median of the average monthly projected sales in USD for France in 2021, calculated by using the monthly sales data from 2019 and 2020 (filtered by promo_total_id=1 and channel_total_id=1), applying the growth rate from 2019 to 2020 to project 2021, converting to USD based on the currency table, and then determining the monthly averages before finding their median?",false,false,false,true,azure/o3,"local130,local015,local311,local003","france_sales_19_20: selects sales 2019-2020 for France, promo_total_id=1 and channel_total_id=1 with amount and calendar month/year; monthly_totals: aggregates selected sales to total amount per year and month; monthly_growth: derives per-month growth factor as 2020_total / 2019_total; projected_2021_local: multiplies 2020 monthly totals by growth factor to estimate 2021 sales in local currency; projected_2021_usd: converts projected 2021 figures to USD using currency table exchange rates; monthly_avg_usd: averages projected USD sales per month (handles multiple rows if any duplicates); median_of_avgs: orders monthly averages and selects the median value","france_sales_19_20: selects sales 2019-2020 for France, promo_total_id=1 and channel_total_id=1 with amount and calendar month/year; monthly_totals: aggregates selected sales to total amount per year and month; monthly_growth: derives per-month growth factor as 2020_total / 2019_total; projected_2021_local: multiplies 2020 monthly totals by growth factor to estimate 2021 sales in local currency; projected_2021_usd: converts projected 2021 figures to USD using currency table exchange rates; monthly_avg_usd: averages projected USD sales per month (handles multiple rows if any duplicates); median_of_avgs: orders monthly averages and selects the median value","{""target_db"": ""complex_oracle"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local130,local015,local311,local003""}",2025-10-17T16:25:55
local062,"Please group all Italian customers into ten buckets for December 2021 by summing their profits from all products purchased (where profit is calculated as quantity_sold multiplied by the difference between unit_price and unit_cost), then divide the overall range of total monthly profits into ten equal intervals. For each bucket, provide the number of customers, and identify the minimum and maximum total profits within that bucket.",false,false,false,true,azure/o3,"local074,local228,local015,local003","italian_customers: selects IDs of customers linked to country 'Italy'; dec_2021_sales: filters sales rows to December 2021 using time dimension; sales_profit: joins dec_2021_sales to costs, computes row-level profit; customer_month_profit: aggregates total profit per Italian customer for December; profit_range: calculates minimum, maximum profit and interval_width for deciles; bucketed_customers: assigns each customer to 1–10 bucket using profit_range; bucket_summary: counts customers and finds min/max profit per bucket","italian_customers: selects IDs of customers linked to country 'Italy'; dec_2021_sales: filters sales rows to December 2021 using time dimension; sales_profit: joins dec_2021_sales to costs, computes row-level profit; customer_month_profit: aggregates total profit per Italian customer for December; profit_range: calculates minimum, maximum profit and interval_width for deciles; bucketed_customers: assigns each customer to 1–10 bucket using profit_range; bucket_summary: counts customers and finds min/max profit per bucket","{""target_db"": ""complex_oracle"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local074,local228,local015,local003""}",2025-10-17T16:26:07
local067,Can you provide the highest and lowest profits for Italian customers segmented into ten evenly divided tiers based on their December 2021 sales profits?,false,false,false,true,azure/o3,"local017,local026,local283,local199",dec_sales: selects Italy customer sales for December 2021; profit_rows: joins costs to compute profit per sale row; customer_profit: aggregates total December profit per Italian customer; tier_assign: applies NTILE(10) over profits to label tiers; tier_bounds: calculates min and max profit within each tier,dec_sales: selects Italy customer sales for December 2021; profit_rows: joins costs to compute profit per sale row; customer_profit: aggregates total December profit per Italian customer; tier_assign: applies NTILE(10) over profits to label tiers; tier_bounds: calculates min and max profit within each tier,"{""target_db"": ""complex_oracle"", ""candidates_total"": 41, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local017,local026,local283,local199""}",2025-10-17T16:26:25
local070,"Please examine our database records for Chinese cities (country_code_2 = 'cn') during July 2021 and identify both the shortest and longest streaks of consecutive date entries. For each date in these streaks, return exactly one record per date along with the corresponding city name. In your output, please ensure the first letter of each city name is capitalized and the rest are lowercase. Display the dates and city names for both the shortest and longest consecutive date streaks, ordered by date.",false,false,false,true,azure/o3,"local059,local311,local157,local078",july_cn: filters Chinese records for July 2021 and title-cases city names; dated_seq: assigns row_number per city and computes streak_key for consecutive dates; streaks: groups by city and streak_key to derive streak length and boundaries; extremal_streaks: picks streaks with global shortest and longest length; streak_dates: selects one record per date from july_cn belonging to extremal streaks,july_cn: filters Chinese records for July 2021 and title-cases city names; dated_seq: assigns row_number per city and computes streak_key for consecutive dates; streaks: groups by city and streak_key to derive streak length and boundaries; extremal_streaks: picks streaks with global shortest and longest length; streak_dates: selects one record per date from july_cn belonging to extremal streaks,"{""target_db"": ""city_legislation"", ""candidates_total"": 41, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local059,local311,local157,local078""}",2025-10-17T16:26:43
local071,Could you review our records in June 2022 and identify which countries have the longest streak of consecutive inserted city dates? Please list the 2-letter length country codes of these countries.,false,false,false,true,azure/o3,"local032,local070,local311,local067",june_dates: distinct June-2022 insert_date per country; dated_rows: adds row_number and day_offset to detect consecutive sequences per country; streak_lengths: groups dated_rows into streaks and counts length per country; max_streak_per_country: selects longest streak length for each country; top_countries: filters countries whose longest streak equals overall maximum,june_dates: distinct June-2022 insert_date per country; dated_rows: adds row_number and day_offset to detect consecutive sequences per country; streak_lengths: groups dated_rows into streaks and counts length per country; max_streak_per_country: selects longest streak length for each country; top_countries: filters countries whose longest streak equals overall maximum,"{""target_db"": ""city_legislation"", ""candidates_total"": 42, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local032,local070,local311,local067""}",2025-10-17T16:26:50
local072,"Identify the country with data inserted on nine different days in January 2022. Then, find the longest consecutive period with data insertions for this country during January 2022, and calculate the proportion of entries that are from its capital city within this longest consecutive insertion period.",false,false,false,true,azure/o3,"local074,local003,local099,local010","jan_inserts: filters cities to January 2022 rows and attaches country name; daily_counts: counts distinct insert dates per country within January dataset; target_country: selects country having exactly nine distinct insert days; country_daily_dates: lists target country's distinct January dates and assigns row_number for each; longest_streak: groups dates by date-row_number gap to find longest consecutive run, returns start and end dates; streak_entries: fetches all jan_inserts rows for target country between longest streak start and end; capital_ratio: aggregates streak_entries to compute capital row count, total rows, and capital proportion","jan_inserts: filters cities to January 2022 rows and attaches country name; daily_counts: counts distinct insert dates per country within January dataset; target_country: selects country having exactly nine distinct insert days; country_daily_dates: lists target country's distinct January dates and assigns row_number for each; longest_streak: groups dates by date-row_number gap to find longest consecutive run, returns start and end dates; streak_entries: fetches all jan_inserts rows for target country between longest streak start and end; capital_ratio: aggregates streak_entries to compute capital row count, total rows, and capital proportion","{""target_db"": ""city_legislation"", ""candidates_total"": 42, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local074,local003,local099,local010""}",2025-10-17T16:27:20
local068,"Calculate the number of new cities inserted in April, May, and June for each year from 2021 to 2023. For each month, compute the cumulative running total of cities added for that specific month across the years up to and including the given year (i.e., sum the counts of that month over the years). Additionally, calculate the year-over-year growth percentages for both the monthly total and the running total for each month, comparing each year to the previous year. Present the results only for 2022 and 2023, listing the year, the month, the total number of cities added in that month, the cumulative running total for that month, and the year-over-year growth percentages for both the monthly total and the running total. Use the data from 2021 solely as a baseline for calculating growth rates, and exclude it from the final output.",false,false,false,true,azure/o3,"local130,local244,local064,local032","april_may_june_inserts: selects insert_date, derives year and month for city adds in Apr-Jun 2021-2023; monthly_counts: counts cities per year and month from filtered inserts; running_totals: computes cumulative sum of monthly counts across years per month; growth_metrics: calculates YoY percentage change for monthly count and cumulative total versus prior year; final_output: filters to 2022-2023 and selects year, month, counts, running totals, growth metrics","april_may_june_inserts: selects insert_date, derives year and month for city adds in Apr-Jun 2021-2023; monthly_counts: counts cities per year and month from filtered inserts; running_totals: computes cumulative sum of monthly counts across years per month; growth_metrics: calculates YoY percentage change for monthly count and cumulative total versus prior year; final_output: filters to 2022-2023 and selects year, month, counts, running totals, growth metrics","{""target_db"": ""city_legislation"", ""candidates_total"": 42, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local130,local244,local064,local032""}",2025-10-17T16:27:31
local073,"For each pizza order, please list a single result row containing the row ID, order ID, customer ID, pizza name, and the final set of ingredients. The final set of ingredients should be determined by taking the standard toppings from the pizza’s recipe, removing any toppings specified as exclusions, then adding any toppings specified as extras. The resulting ingredients must be presented in alphabetical order, prefixed by ‘2x’ if the same ingredient appears multiple times (for example, if both standard and extra or added multiple times), and concatenated into a string that begins with the pizza name followed by ‘: ’. Group by row ID, order ID, pizza name, and order time so that each order appears once, and return the listing of toppings in ascending order by row ID, ensuring that ‘Meatlovers’ pizzas receive a pizza_id of 1 while all others receive a pizza_id of 2.",false,false,false,true,azure/o3,"local003,local070,local024,local301","orders_with_names: select orders joined to pizza_names, set pizza_id=1 for Meatlovers else 2; standard_toppings: expand each order's recipe toppings into one row per topping; customer_exclusions: expand order exclusions into one row per topping; customer_extras: expand order extras into one row per topping; resolved_toppings: apply exclusions, add extras, count occurrences, sort alphabetically per order; ingredients_string: concatenate resolved_toppings with 2x prefixes into 'pizza_name: ingredients' string per order","orders_with_names: select orders joined to pizza_names, set pizza_id=1 for Meatlovers else 2; standard_toppings: expand each order's recipe toppings into one row per topping; customer_exclusions: expand order exclusions into one row per topping; customer_extras: expand order extras into one row per topping; resolved_toppings: apply exclusions, add extras, count occurrences, sort alphabetically per order; ingredients_string: concatenate resolved_toppings with 2x prefixes into 'pizza_name: ingredients' string per order","{""target_db"": ""modern_data"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local003,local070,local024,local301""}",2025-10-17T16:27:42
local066,"Based on our customer pizza order information, summarize the total quantity of each ingredient used in the pizzas we delivered. Output the name and quantity for each ingredient.",false,false,false,true,azure/o3,"local141,local097,local228,local264","delivered_orders: filters customer and runner orders to delivered rows, retaining order_id, pizza_id, exclusions, extras; recipe_toppings: splits pizza_recipes.toppings string into pizza_id and topping_id rows; base_toppings: joins delivered_orders to recipe_toppings listing default toppings per delivered order; excluded_toppings: parses exclusions into order-topping rows to remove; extra_toppings: parses extras into order-topping rows to add; final_usage: combines base_toppings and extra_toppings minus excluded, counts topping_id, joins topping_name for output","delivered_orders: filters customer and runner orders to delivered rows, retaining order_id, pizza_id, exclusions, extras; recipe_toppings: splits pizza_recipes.toppings string into pizza_id and topping_id rows; base_toppings: joins delivered_orders to recipe_toppings listing default toppings per delivered order; excluded_toppings: parses exclusions into order-topping rows to remove; extra_toppings: parses extras into order-topping rows to add; final_usage: combines base_toppings and extra_toppings minus excluded, counts topping_id, joins topping_name for output","{""target_db"": ""modern_data"", ""candidates_total"": 41, ""same_db_total"": 1, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local141,local097,local228,local264""}",2025-10-17T16:27:56
local065,Calculate the total income from Meat Lovers pizzas priced at $12 and Vegetarian pizzas at $10. Include any extra toppings charged at $1 each. Ensure that canceled orders are filtered out. How much money has Pizza Runner earned in total?,false,false,false,true,azure/o3,"local010,local099,local023,local032","valid_orders: filters pizza_runner_orders to delivered order_ids; priced_pizzas: joins valid_orders with customer_orders and names, keeps Meat Lovers and Vegetarian, assigns $12/$10 base_price; extras_fee: aggregates pizza_get_extras per order, charges $1 per extra; total_income: sums base_price plus extras_fee across all qualified orders","valid_orders: filters pizza_runner_orders to delivered order_ids; priced_pizzas: joins valid_orders with customer_orders and names, keeps Meat Lovers and Vegetarian, assigns $12/$10 base_price; extras_fee: aggregates pizza_get_extras per order, charges $1 per extra; total_income: sums base_price plus extras_fee across all qualified orders","{""target_db"": ""modern_data"", ""candidates_total"": 42, ""same_db_total"": 2, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local010,local099,local023,local032""}",2025-10-17T16:28:03
local074,"Please generate a summary of the closing balances at the end of each month for each customer transactions, show the monthly changes and monthly cumulative bank account balances. Ensure that even if a customer has no account activity in a given month, the balance for that month is still included in the output.",false,false,false,true,azure/o3,"local078,local300,local157,local301","signed_txns: converts txn_type to signed amounts and extracts year_month; monthly_net: aggregates signed_txns into monthly_change per customer-year_month; customer_months: constructs complete month sequence for each customer span; monthly_balances: joins sequence with monthly_net, fills nulls, computes cumulative closing_balance","signed_txns: converts txn_type to signed amounts and extracts year_month; monthly_net: aggregates signed_txns into monthly_change per customer-year_month; customer_months: constructs complete month sequence for each customer span; monthly_balances: joins sequence with monthly_net, fills nulls, computes cumulative closing_balance","{""target_db"": ""bank_sales_trading"", ""candidates_total"": 41, ""same_db_total"": 7, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local078,local300,local157,local301""}",2025-10-17T16:28:11
local064,"For each customer and each month of 2020, first calculate the month-end balance by adding all deposit amounts and subtracting all withdrawal amounts that occurred during that specific month. Then determine which month in 2020 has the highest count of customers with a positive month-end balance and which month has the lowest count. For each of these two months, compute the average month-end balance across all customers and provide the difference between these two averages",false,false,false,true,azure/o3,"local157,local077,local300,local075","filtered_txns: filters 2020 transactions, assigns year_month and signed amount; monthly_balances: aggregates signed amounts per customer per month as month_end_balance; positive_counts: counts customers with positive month_end_balance per month; extreme_months: finds months with max and min positive customer counts; extreme_avgs: averages month_end_balance across all customers for those months; avg_diff: computes difference between highest and lowest average balances","filtered_txns: filters 2020 transactions, assigns year_month and signed amount; monthly_balances: aggregates signed amounts per customer per month as month_end_balance; positive_counts: counts customers with positive month_end_balance per month; extreme_months: finds months with max and min positive customer counts; extreme_avgs: averages month_end_balance across all customers for those months; avg_diff: computes difference between highest and lowest average balances","{""target_db"": ""bank_sales_trading"", ""candidates_total"": 41, ""same_db_total"": 7, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local157,local077,local300,local075""}",2025-10-17T16:28:19
local297,"For each customer, group all deposits and withdrawals by the first day of each month to obtain a monthly net amount, then calculate each month’s closing balance by cumulatively summing these monthly nets. Next, determine the most recent month’s growth rate by comparing its closing balance to the prior month’s balance, treating deposits as positive and withdrawals as negative, and if the previous month’s balance is zero, the growth rate should be the current month’s balance multiplied by 100. Finally, compute the percentage of customers whose most recent month shows a growth rate of more than 5%.",false,false,false,true,azure/o3,"local078,local074,local157,local075",txn_signed: converts withdrawals to negative and floors txn_date to first-of-month; monthly_net: sums signed amounts per customer and month to net; monthly_balance: computes cumulative net per customer to derive closing balance; latest_two_months: selects each customer's latest and prior closing balances; growth_rate: calculates latest month growth with zero-previous adjustment; high_growth_pct: returns percentage of customers with growth_rate above 5,txn_signed: converts withdrawals to negative and floors txn_date to first-of-month; monthly_net: sums signed amounts per customer and month to net; monthly_balance: computes cumulative net per customer to derive closing balance; latest_two_months: selects each customer's latest and prior closing balances; growth_rate: calculates latest month growth with zero-previous adjustment; high_growth_pct: returns percentage of customers with growth_rate above 5,"{""target_db"": ""bank_sales_trading"", ""candidates_total"": 42, ""same_db_total"": 8, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local078,local074,local157,local075""}",2025-10-17T16:28:33
local298,"For each month, calculate the total balance from all users for the previous month (measured as of the 1st of each month), replacing any negative balances with zero. Ensure that data from the first month is used only as a baseline for calculating previous total balance, and exclude it from the final output. Sort the results in ascending order by month. ",false,false,false,true,azure/o3,"local077,local157,local078,local300","txn_monthly: sums signed transaction amounts per customer per month, adding first_of_month stamp; cust_prev_bal: computes cumulative balance before each month per customer and caps negatives at zero; month_totals: aggregates capped balances across customers for each month; ordered_output: discards earliest month and sorts results ascending","txn_monthly: sums signed transaction amounts per customer per month, adding first_of_month stamp; cust_prev_bal: computes cumulative balance before each month per customer and caps negatives at zero; month_totals: aggregates capped balances across customers for each month; ordered_output: discards earliest month and sorts results ascending","{""target_db"": ""bank_sales_trading"", ""candidates_total"": 42, ""same_db_total"": 8, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local077,local157,local078,local300""}",2025-10-17T16:29:02
local299,"For a bank database with customer transactions, calculate each customer's daily running balance (where deposits add to the balance and other transaction types subtract). For each customer and each day, compute the 30-day rolling average balance (only after having 30 days of data, and treating negative averages as zero). Then group these daily averages by month and find each customer's maximum 30-day average balance within each month. Sum these maximum values across all customers for each month. Consider the first month of each customer's transaction history as the baseline period and exclude it from the final results, presenting monthly totals of these summed maximum 30-day average balances.",false,false,false,true,azure/o3,"local300,local157,local078,local077","signed_txns: converts txn_type into signed_amount (+ deposits, − others), retains customer_id and txn_date for aggregation; daily_net: aggregates signed_amount to net daily total per customer, one row per date; date_span: builds complete daily date series between each customer's first and last txn_date; daily_balances: joins date_span with daily_net, substitutes zero when null, computes cumulative balance per customer by date; rolling_30avg: derives 30-day rolling average balance per customer, outputs zero when average is negative; monthly_max: finds maximum 30-day average per customer within each year-month; baseline_excluded: filters out rows where year-month equals customer's first transaction month; monthly_totals: sums customer monthly maxima across all customers per month, ordered chronologically","signed_txns: converts txn_type into signed_amount (+ deposits, − others), retains customer_id and txn_date for aggregation; daily_net: aggregates signed_amount to net daily total per customer, one row per date; date_span: builds complete daily date series between each customer's first and last txn_date; daily_balances: joins date_span with daily_net, substitutes zero when null, computes cumulative balance per customer by date; rolling_30avg: derives 30-day rolling average balance per customer, outputs zero when average is negative; monthly_max: finds maximum 30-day average per customer within each year-month; baseline_excluded: filters out rows where year-month equals customer's first transaction month; monthly_totals: sums customer monthly maxima across all customers per month, ordered chronologically","{""target_db"": ""bank_sales_trading"", ""candidates_total"": 42, ""same_db_total"": 8, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local300,local157,local078,local077""}",2025-10-17T16:29:29
local300,"For each customer, calculate their daily balances for every day between their earliest and latest transaction dates, including days without transactions by carrying forward the previous day's balance. Treat any negative daily balances as zero. Then, for each month, determine the highest daily balance each customer had during that month. Finally, for each month, sum these maximum daily balances across all customers to obtain a monthly total.",false,false,false,true,azure/o3,"local074,local064,local075,local078","transactions_daily: aggregates net amount per customer and date; date_bounds: earliest and latest txn_date per customer; customer_dates: builds continuous daily calendar per customer using date_bounds; daily_balances: cumulative sum of transactions across customer_dates, negative values set to zero; monthly_customer_peaks: computes max daily balance per customer per month; monthly_total: sums monthly peak balances across all customers per month","transactions_daily: aggregates net amount per customer and date; date_bounds: earliest and latest txn_date per customer; customer_dates: builds continuous daily calendar per customer using date_bounds; daily_balances: cumulative sum of transactions across customer_dates, negative values set to zero; monthly_customer_peaks: computes max daily balance per customer per month; monthly_total: sums monthly peak balances across all customers per month","{""target_db"": ""bank_sales_trading"", ""candidates_total"": 41, ""same_db_total"": 7, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local074,local064,local075,local078""}",2025-10-17T16:29:40
local075,"Can you provide a breakdown of how many times each product was viewed, how many times they were added to the shopping cart, and how many times they were left in the cart without being purchased? Also, give me the count of actual purchases for each product. Ensure that products with a page id in (1, 2, 12, 13) are filtered out.",false,false,false,true,azure/o3,"local157,local078,local300,local074","event_lookup: maps raw event names to standardized view, add_to_cart, purchase labels; filtered_events: joins events to page hierarchy, applies lookup, excludes page_ids 1 2 12 13; product_event_counts: tallies views, adds, purchases per product; session_flags: derives add and purchase flags per product visit; left_in_cart_counts: counts visits where added but not purchased for each product; combined_counts: merges event counts with abandoned cart counts per product","event_lookup: maps raw event names to standardized view, add_to_cart, purchase labels; filtered_events: joins events to page hierarchy, applies lookup, excludes page_ids 1 2 12 13; product_event_counts: tallies views, adds, purchases per product; session_flags: derives add and purchase flags per product visit; left_in_cart_counts: counts visits where added but not purchased for each product; combined_counts: merges event counts with abandoned cart counts per product","{""target_db"": ""bank_sales_trading"", ""candidates_total"": 41, ""same_db_total"": 7, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local157,local078,local300,local074""}",2025-10-17T16:29:57
local077,"Please analyze our interest data from September 2018 to August 2019. For each month, calculate the average composition for each interest by dividing the composition by the index value. Identify the interest with the highest average composition value each month and report its average composition as the max index composition for that month. Compute the three-month rolling average of these monthly max index compositions. Ensure the output includes the date, the interest name, the max index composition for that month, the rolling average, and the names and max index compositions of the top interests from one month ago and two months ago.",false,false,false,true,azure/o3,"local157,local078,local301,local300",period_metrics: filters interest_metrics to 2018-09–2019-08 and derives month_date; interest_month_avg: computes avg(composition/index_value) per interest and month; monthly_top_interest: retains month’s highest avg value with interest name as max_comp; rolling_enriched: adds 3-month rolling average of max_comp and lag-1 and lag-2 top interest names and values,period_metrics: filters interest_metrics to 2018-09–2019-08 and derives month_date; interest_month_avg: computes avg(composition/index_value) per interest and month; monthly_top_interest: retains month’s highest avg value with interest name as max_comp; rolling_enriched: adds 3-month rolling average of max_comp and lag-1 and lag-2 top interest names and values,"{""target_db"": ""bank_sales_trading"", ""candidates_total"": 41, ""same_db_total"": 7, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local157,local078,local301,local300""}",2025-10-17T16:30:11
local078,"Identify the top 10 and bottom 10 interest categories based on their highest composition values across all months. For each category, display the time(MM-YYYY), interest name, and the composition value",false,false,false,true,azure/o3,"local301,local075,local064,local300","max_comp_per_category: calculates maximum composition for each interest_id from interest_metrics; peak_event: joins metrics to maxima, keeps earliest month_year observing peak; labeled_peaks: adds interest_name from interest_map to peak_event; extremes: selects top 10 and bottom 10 categories by peak composition","max_comp_per_category: calculates maximum composition for each interest_id from interest_metrics; peak_event: joins metrics to maxima, keeps earliest month_year observing peak; labeled_peaks: adds interest_name from interest_map to peak_event; extremes: selects top 10 and bottom 10 categories by peak composition","{""target_db"": ""bank_sales_trading"", ""candidates_total"": 41, ""same_db_total"": 7, ""used_same_db_pool"": ""true"", ""chosen_ids"": ""local301,local075,local064,local300""}",2025-10-17T16:30:25
local081,"Considering only the customers who placed orders in 1998, calculate the total amount each customer spent by summing the unit price multiplied by the quantity of all products in their orders, excluding any discounts. Assign each customer to a spending group based on the customer group thresholds, and determine how many customers are in each spending group and what percentage of the total number of customers who placed orders in 1998 each group represents.",false,false,false,true,azure/o3,"local060,local017,local311,local310","orders_1998: selects orderid and customerid for orders dated in 1998; order_detail_values: computes line totals (unitprice*quantity) for 1998 orders; customer_totals: sums line totals per customer to get 1998 spending; customer_grouping: joins customer_totals to threshold table to assign spending group; group_overview: counts customers per group, calculates percent of total 1998 customers","orders_1998: selects orderid and customerid for orders dated in 1998; order_detail_values: computes line totals (unitprice*quantity) for 1998 orders; customer_totals: sums line totals per customer to get 1998 spending; customer_grouping: joins customer_totals to threshold table to assign spending group; group_overview: counts customers per group, calculates percent of total 1998 customers","{""target_db"": ""northwind"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local060,local017,local311,local310""}",2025-10-17T16:30:38
