instance_id,user_query,used_gold_tables,used_gold_joins,used_predicted_tables_cols,used_predicted_tables_cols_raw,used_external_knowledge,model,examples_used,predicted_cte_briefs,raw_output,example_selection,timestamp
sf_bq358,"Can you tell me which bike trip in New York City on July 15, 2015, started and ended in ZIP Code areas with the highest average temperature for that day, as recorded by the Central Park weather station (WBAN '94728')? If there's more than one trip that meets these criteria, I'd like to know about the one that starts in the smallest ZIP Code and ends in the largest ZIP Code. Please return the starting and ending ZIP Codes of this trip.",false,false,true,true,true,azure/o3,,"daily_weather: Obtain average temperature for 2015-07-15 from GSOD where wban = 94728; station_zip: Map each Citibike station to its containing zip_code via geospatial join; day_trips: Filter CITIBIKE_TRIPS to records on 2015-07-15; trips_with_zips: Attach start and end zip_codes to day_trips using station_zip mappings; hottest_zips: Select zip_codes associated with daily_weather temperature (ties allowed); qualifying_trips: Keep trips_with_zips whose start_zip and end_zip are in hottest_zips; ranked_trip: Rank qualifying_trips by start_zip asc, end_zip desc and pick top","daily_weather: Obtain average temperature for 2015-07-15 from GSOD where wban = 94728; station_zip: Map each Citibike station to its containing zip_code via geospatial join; day_trips: Filter CITIBIKE_TRIPS to records on 2015-07-15; trips_with_zips: Attach start and end zip_codes to day_trips using station_zip mappings; hottest_zips: Select zip_codes associated with daily_weather temperature (ties allowed); qualifying_trips: Keep trips_with_zips whose start_zip and end_zip are in hottest_zips; ranked_trip: Rank qualifying_trips by start_zip asc, end_zip desc and pick top","{""target_db"": ""NEW_YORK_CITIBIKE_1"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:58:26
sf_bq050,"I want to analyze bike trips in New York City for 2014 by linking trip data with weather information to understand how weather conditions (temperature, wind speed, and precipitation) affect bike trips between neighborhoods. For each combination of starting and ending neighborhoods, I need the following: 1. Total number of bike trips between the neighborhoods. 2. Average trip duration in minutes (rounded to 1 decimal). 3. Average temperature at the start of the trip (rounded to 1 decimal). 4. Average wind speed at the start (in meters per second, rounded to 1 decimal). 5. Average precipitation at the start (in centimeters, rounded to 1 decimal). 6. The month with the most trips (e.g., `4` for April). The data should be grouped by the starting and ending neighborhoods, with:`zip_codes` in `geo_us_boundaries` used to map the bike trip locations based on latitude and longitude. `zip_codes` in `cyclistic` used to obtain the borough and neighborhood names. Using weather data from the Central Park station for the trip date, covering all trips in 2014.",false,false,true,true,true,azure/o3,,"trips_2014: Filter bike trips to 2014, compute start_date, start_month, trip_minutes; start_zip: Spatial join start coords to GEO zip polygons, return start_zip; end_zip: Spatial join end coords to GEO zip polygons, return end_zip; mapped_trips: Join trips_2014 with start_zip, end_zip and CYCLISTIC zip table to add neighborhoods; weather_daily: Select Central Park GSOD 2014, derive avg_temp_c, wind_mps, prcp_cm per date; trips_weather: Join mapped_trips with weather_daily on start_date, attaching weather metrics; monthly_pair_stats: Count trips per start_neighborhood, end_neighborhood, month; final_metrics: Aggregate totals, average duration, weather, and identify peak trip month per neighborhood pair","trips_2014: Filter bike trips to 2014, compute start_date, start_month, trip_minutes; start_zip: Spatial join start coords to GEO zip polygons, return start_zip; end_zip: Spatial join end coords to GEO zip polygons, return end_zip; mapped_trips: Join trips_2014 with start_zip, end_zip and CYCLISTIC zip table to add neighborhoods; weather_daily: Select Central Park GSOD 2014, derive avg_temp_c, wind_mps, prcp_cm per date; trips_weather: Join mapped_trips with weather_daily on start_date, attaching weather metrics; monthly_pair_stats: Count trips per start_neighborhood, end_neighborhood, month; final_metrics: Aggregate totals, average duration, weather, and identify peak trip month per neighborhood pair","{""target_db"": ""NEW_YORK_CITIBIKE_1"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:58:47
sf_bq426,"What user type recorded the highest average temperature for trips starting and ending in New York City's zip code 10019 during 2018? Include average precipitation, wind speed, and temperature for that user type based on weather data from the New York Central Park station.",false,false,true,true,true,azure/o3,,"zip_10019: Retrieve geometry row for ZIP 10019; in_zip_stations: Select station_ids within zip_10019 geometry; trips_2018: Filter 2018 trips with both stations in_zip_stations, keep usertype and trip_date; weather_cp_2018: Get Central Park daily temp, prcp, wdsp for 2018; trips_weather: Join trips_2018 with weather_cp_2018 on trip_date; usertype_avgs: Compute average temp, prcp, wdsp per usertype; top_usertype_weather: Select usertype with highest avg temp and its metrics","zip_10019: Retrieve geometry row for ZIP 10019; in_zip_stations: Select station_ids within zip_10019 geometry; trips_2018: Filter 2018 trips with both stations in_zip_stations, keep usertype and trip_date; weather_cp_2018: Get Central Park daily temp, prcp, wdsp for 2018; trips_weather: Join trips_2018 with weather_cp_2018 on trip_date; usertype_avgs: Compute average temp, prcp, wdsp per usertype; top_usertype_weather: Select usertype with highest avg temp and its metrics","{""target_db"": ""NEW_YORK_CITIBIKE_1"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:59:08
sf_bq291,"Can you provide a daily weather summary for July 2019 within a 5 km radius of latitude 26.75 and longitude 51.5? I need the maximum, minimum, and average temperatures; total precipitation; average cloud cover between 10 AM and 5 PM; total snowfall (when average temperature is below 32°F); and total rainfall (when average temperature is 32°F or above) for each forecast date. The data should correspond to forecasts created in July 2019 for the following day.",false,false,true,true,true,azure/o3,,"creation_filtered: Forecasts created in July 2019 selecting forecast_time on following day; spatial_filtered: Limit to records within 5 km of point 26.75 51.5; weather_parsed: Extract hourly temperature, precipitation, snowfall, rainfall, cloud_cover from forecast; cloud_window: Subset weather_parsed to hours 10–17 for cloud metrics; daily_aggregates: Compute daily max/min/avg temp, total precip, snow, rain, avg daytime cloud; apply_precip_logic: Choose snowfall when avg_temp<32°F else rainfall, output final summary","creation_filtered: Forecasts created in July 2019 selecting forecast_time on following day; spatial_filtered: Limit to records within 5 km of point 26.75 51.5; weather_parsed: Extract hourly temperature, precipitation, snowfall, rainfall, cloud_cover from forecast; cloud_window: Subset weather_parsed to hours 10–17 for cloud metrics; daily_aggregates: Compute daily max/min/avg temp, total precip, snow, rain, avg daytime cloud; apply_precip_logic: Choose snowfall when avg_temp<32°F else rainfall, output final summary","{""target_db"": ""NOAA_GLOBAL_FORECAST_SYSTEM"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:59:28
sf_bq017,"What are the five longest types of highways within the multipolygon boundary of Denmark (as defined by Wikidata ID 'Q35') by total length, analyzed through planet features?",false,false,true,true,true,azure/o3,,denmark_polygon: Denmark multipolygon geometry from relations with wikidata 'Q35'; highway_features: extract way geometries tagged highway with highway type value; highways_in_denmark: highway_features whose geometry intersects denmark_polygon; length_by_type: geodesic length summed per highway type; top_types: five highway types with greatest total length,denmark_polygon: Denmark multipolygon geometry from relations with wikidata 'Q35'; highway_features: extract way geometries tagged highway with highway type value; highways_in_denmark: highway_features whose geometry intersects denmark_polygon; length_by_type: geodesic length summed per highway type; top_types: five highway types with greatest total length,"{""target_db"": ""GEO_OPENSTREETMAP"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T18:59:41
sf_bq131,"What is the number of bus stops for the bus network with the most stops within the multipolygon boundary of Denmark (as defined by Wikidata ID 'Q35'), analyzed through planet features?",false,false,true,true,true,azure/o3,,denmark_boundary: Fetch Denmark multipolygon geometry using tag wikidata='Q35'; bus_stops: Select point features where all_tags indicate highway='bus_stop'; bus_stops_in_dk: Filter bus_stops whose geometry lies within denmark_boundary; network_counts: Group bus_stops_in_dk by network tag and count stops; top_network: Select network with maximum stop count and its total,denmark_boundary: Fetch Denmark multipolygon geometry using tag wikidata='Q35'; bus_stops: Select point features where all_tags indicate highway='bus_stop'; bus_stops_in_dk: Filter bus_stops whose geometry lies within denmark_boundary; network_counts: Group bus_stops_in_dk by network tag and count stops; top_network: Select network with maximum stop count and its total,"{""target_db"": ""GEO_OPENSTREETMAP"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:00:03
sf_bq349,"Which OpenStreetMap ID from the planet features table corresponds to an administrative boundary, represented as multipolygons, whose total number of 'amenity'-tagged Points of Interest (POIs), as derived from the planet nodes table, is closest to the median count among all such boundaries?",false,false,true,true,true,azure/o3,,"admin_boundaries: Administrative multipolygon features with osm_id and geometry; amenity_nodes: Nodes tagged with 'amenity' and their geometry; boundary_poi_counts: Count amenity_nodes within each admin_boundaries geometry; median_count: Single-row CTE holding median of boundary_poi_counts.count; ranked_boundaries: Attach absolute difference to median, order to find closest boundary","admin_boundaries: Administrative multipolygon features with osm_id and geometry; amenity_nodes: Nodes tagged with 'amenity' and their geometry; boundary_poi_counts: Count amenity_nodes within each admin_boundaries geometry; median_count: Single-row CTE holding median of boundary_poi_counts.count; ranked_boundaries: Attach absolute difference to median, order to find closest boundary","{""target_db"": ""GEO_OPENSTREETMAP"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:00:12
sf_bq007,"Identify the top 10 U.S. states with the highest vulnerable population, calculated based on a weighted sum of employment sectors using 2017 ACS 5-Year data, and determine their average median income change from 2015 to 2018 using zip code data. ",false,false,true,true,true,azure/o3,,state_employment_2017: pull 2017 ACS employment counts by sector per state; vulnerable_score: apply provided weights to compute vulnerable population per state; zip_income_history: gather median household income per zip for 2015 and 2018; income_change_state: average zip income change over 2015-2018 for each state; combined_state_metrics: join vulnerable scores with income change to build state metrics; ranked_states: rank states by vulnerable population and return top 10,state_employment_2017: pull 2017 ACS employment counts by sector per state; vulnerable_score: apply provided weights to compute vulnerable population per state; zip_income_history: gather median household income per zip for 2015 and 2018; income_change_state: average zip income change over 2015-2018 for each state; combined_state_metrics: join vulnerable scores with income change to build state metrics; ranked_states: rank states by vulnerable population and return top 10,"{""target_db"": ""CENSUS_BUREAU_ACS_2"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:00:29
sf_bq429,"Which are the top five states with the greatest average difference in median income between 2015 and 2018 at the ZIP code level, and what is the corresponding average number of vulnerable employees across wholesale trade, natural resources and construction, arts and entertainment, information, and retail trade industries in 2017 according to the ACS Five-Year Estimates and ZIP code boundaries data?",false,false,true,true,true,azure/o3,,"zcta_2015_income: 2015 median household income per ZCTA; zcta_2018_income: 2018 median household income per ZCTA; income_diff: join 2015 and 2018 incomes, compute income change per ZCTA; zip_state_map: add state_code and state_name to each ZCTA via ZIP boundaries; state_avg_diff: calculate average income change by state; top_income_gap_states: keep five states with highest average change; state_vulnerable_avg: compute weighted 2017 vulnerable employment per top state","zcta_2015_income: 2015 median household income per ZCTA; zcta_2018_income: 2018 median household income per ZCTA; income_diff: join 2015 and 2018 incomes, compute income change per ZCTA; zip_state_map: add state_code and state_name to each ZCTA via ZIP boundaries; state_avg_diff: calculate average income change by state; top_income_gap_states: keep five states with highest average change; state_vulnerable_avg: compute weighted 2017 vulnerable employment per top state","{""target_db"": ""CENSUS_BUREAU_ACS_2"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:00:51
sf_bq073,"Using data on ZIP-level median income differences between 2015 and 2018, along with the 2017 ACS employment figures, list each state in descending order of total vulnerable workers, where “vulnerable” is defined as 38% of wholesale trade employees and 41% of manufacturing employees in 2017. Your results should include the state name, the number of vulnerable wholesale trade workers, the number of vulnerable manufacturing workers, and the combined total of these vulnerable workers.",false,false,true,true,false,azure/o3,,"income_change: Compute 2018-2015 median income difference per ZIP; acs_2017_jobs: Select 2017 manufacturing and wholesale employment counts per ZIP; vulnerable_workers_zip: Apply 41% manufacturing and 38% wholesale rates to derive vulnerable counts per ZIP; zip_to_state: Map ZIP codes to state names using boundaries table; vulnerable_workers_state: Aggregate vulnerable wholesale, manufacturing, and total counts by state and sort descending","income_change: Compute 2018-2015 median income difference per ZIP; acs_2017_jobs: Select 2017 manufacturing and wholesale employment counts per ZIP; vulnerable_workers_zip: Apply 41% manufacturing and 38% wholesale rates to derive vulnerable counts per ZIP; zip_to_state: Map ZIP codes to state names using boundaries table; vulnerable_workers_state: Aggregate vulnerable wholesale, manufacturing, and total counts by state and sort descending","{""target_db"": ""CENSUS_BUREAU_ACS_2"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:01:07
sf_bq410,"Find the top 3 states with the smallest adjusted non-labor force population using 2017 ACS tract-level data. Calculate the adjusted non-labor force population as (unemployed_pop + not_in_labor_force - group_quarters), clamping any negative values to zero. For each of these states, display the state abbreviation, the total median income change between 2015 and 2018 across all tracts, the total adjusted non-labor force population, and the average population-adjusted proportion (calculated as the ratio of adjusted non-labor force to total population at the tract level). Join tract data to states using FIPS code prefixes, exclude any tracts with null income differences, and sort results by the adjusted non-labor force population in ascending order.",false,false,true,true,false,azure/o3,,"tract_data_2017: Retrieve 2017 tract GEOID, labor, population, group quarters, 2015 and 2018 incomes; tract_metrics: Compute clamped adjusted_non_labor_force, income_change, and proportion; filter null income_change; tract_with_state: Attach state postal_code via GEOID prefix join to state_fips; state_summary: Aggregate per state summing adjusted_non_labor_force and income_change, averaging proportion; top_states: Select three states with smallest adjusted_non_labor_force for final output","tract_data_2017: Retrieve 2017 tract GEOID, labor, population, group quarters, 2015 and 2018 incomes; tract_metrics: Compute clamped adjusted_non_labor_force, income_change, and proportion; filter null income_change; tract_with_state: Attach state postal_code via GEOID prefix join to state_fips; state_summary: Aggregate per state summing adjusted_non_labor_force and income_change, averaging proportion; top_states: Select three states with smallest adjusted_non_labor_force for final output","{""target_db"": ""CENSUS_BUREAU_ACS_2"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:01:26
sf_bq348,"Within the rectangular area defined by the geogpoints (31.1798246, 18.4519921), (54.3798246, 18.4519921), (54.3798246, 33.6519921), and (31.1798246, 33.6519921), which are the top three usernames responsible for the highest number of historical nodes, originally tagged with the amenities ‘hospital’, ‘clinic’, or ‘doctors’, that do not appear anymore in the current planet_nodes dataset?",false,false,true,true,true,azure/o3,,"boundary_poly: construct geography polygon for specified rectangular coordinates; hist_amenity_nodes: history_nodes inside polygon with amenity in ('hospital','clinic','doctors'); current_node_ids: gather all ids from planet_nodes; vanished_hist_nodes: filter hist_amenity_nodes whose ids not in current_node_ids; user_node_counts: count vanished_hist_nodes per username and rank to top three","boundary_poly: construct geography polygon for specified rectangular coordinates; hist_amenity_nodes: history_nodes inside polygon with amenity in ('hospital','clinic','doctors'); current_node_ids: gather all ids from planet_nodes; vanished_hist_nodes: filter hist_amenity_nodes whose ids not in current_node_ids; user_node_counts: count vanished_hist_nodes per username and rank to top three","{""target_db"": ""GEO_OPENSTREETMAP"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:01:36
sf_bq253,"Find the name of the OpenStreetMap relation that encompasses the most features within the same geographic area as the multipolygon tagged with the Wikidata item 'Q1095'. The relation should have a specified name and no 'wikidata' tag, and at least one of its included features must have a 'wikidata' tag. The analysis should be conducted using the planet_features table. Return the name of this relation.",false,false,true,true,true,azure/o3,,"q1095_area: geometry of multipolygon tagged wikidata 'Q1095'; area_features: features located within q1095_area, flagging those with wikidata tag; candidate_relations: relations within q1095_area having name tag and no wikidata tag; rel_feature_stats: count area_features per candidate relation, retaining ones with at least one wikidata-feature; top_relation: choose relation with highest feature count for result","q1095_area: geometry of multipolygon tagged wikidata 'Q1095'; area_features: features located within q1095_area, flagging those with wikidata tag; candidate_relations: relations within q1095_area having name tag and no wikidata tag; rel_feature_stats: count area_features per candidate relation, retaining ones with at least one wikidata-feature; top_relation: choose relation with highest feature count for result","{""target_db"": ""GEO_OPENSTREETMAP"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:01:53
sf_bq254,"Among all multipolygons located within the same geographic area as the multipolygon associated with Wikidata item Q191, but lacking a 'wikidata' tag themselves, which two rank highest by the number of points that lie within their boundaries, and what are their names?",false,false,true,true,true,azure/o3,,q191_poly: geometry of reference multipolygon tagged wikidata=Q191; candidate_polys: multipolygons intersecting q191_poly and missing wikidata tag; points_in_polys: points contained within candidate_polys geometries; poly_counts: aggregate point counts and extract name for each candidate; top_polys: pick two polygons with highest point counts,q191_poly: geometry of reference multipolygon tagged wikidata=Q191; candidate_polys: multipolygons intersecting q191_poly and missing wikidata tag; points_in_polys: points contained within candidate_polys geometries; poly_counts: aggregate point counts and extract name for each candidate; top_polys: pick two polygons with highest point counts,"{""target_db"": ""GEO_OPENSTREETMAP"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:02:19
sf_bq056,"How many different pairs of roads classified as motorway, trunk, primary, secondary, or residential in California overlap each other without sharing nodes and do not have a bridge tag, where these roads are tagged with 'highway', analyzed through planet ways",false,false,true,true,true,azure/o3,,"ca_boundary: Select California state geometry; filtered_ways: Highway ways in California, classes motorway/trunk/primary/secondary/residential, excluding bridge tag; overlapping_pairs: Unique way id pairs with intersecting geometries; node_disjoint_pairs: Filter overlapping_pairs to pairs with no shared nodes; pair_count: Total count of unique node_disjoint_pairs","ca_boundary: Select California state geometry; filtered_ways: Highway ways in California, classes motorway/trunk/primary/secondary/residential, excluding bridge tag; overlapping_pairs: Unique way id pairs with intersecting geometries; node_disjoint_pairs: Filter overlapping_pairs to pairs with no shared nodes; pair_count: Total count of unique node_disjoint_pairs","{""target_db"": ""GEO_OPENSTREETMAP_BOUNDARIES"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:02:36
sf_bq289,"Can you find the shortest distance between any two amenities (either a library, place of worship, or community center) located within Philadelphia, analyzed through pennsylvania table and planet features points?",false,false,true,true,true,azure/o3,,"philly_boundary: Retrieve Philadelphia place_geom from Pennsylvania places table; amenity_points: Filter planet feature points for amenities library, place_of_worship, community_centre; philly_amenities: Select amenity_points contained within philly_boundary via ST_CONTAINS; pairwise_distances: Compute ST_DISTANCE between each distinct philly_amenities pair; min_distance_pair: Retrieve pair with smallest distance","philly_boundary: Retrieve Philadelphia place_geom from Pennsylvania places table; amenity_points: Filter planet feature points for amenities library, place_of_worship, community_centre; philly_amenities: Select amenity_points contained within philly_boundary via ST_CONTAINS; pairwise_distances: Compute ST_DISTANCE between each distinct philly_amenities pair; min_distance_pair: Retrieve pair with smallest distance","{""target_db"": ""GEO_OPENSTREETMAP_CENSUS_PLACES"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:02:50
sf_bq250,"Based on the most recent 1km population grid data in Singapore before January 2023, using ST_CONVEXHULL to aggregate all population grid centroids into a bounding region and ST_INTERSECTS to identify hospitals from OpenStreetMap’s planet layer (layer_code in (2110, 2120)) that fall within this region, then calculating the distance from each grid cell to its nearest hospital, what is the total population of the grid cell that is farthest from any hospital?",false,false,true,true,true,azure/o3,,"sg_grid_history: Singapore 1 km population grids updated before 2023-01-01; latest_grids: most recent record per grid cell from sg_grid_history; grid_hull: convex hull of latest_grids centroids forming study region; region_hospitals: planet_layers hospitals (layer_code 2110,2120) intersecting grid_hull; grid_distances: each latest_grid with distance to nearest region_hospitals; farthest_cell: select grid with max distance and its population","sg_grid_history: Singapore 1 km population grids updated before 2023-01-01; latest_grids: most recent record per grid cell from sg_grid_history; grid_hull: convex hull of latest_grids centroids forming study region; region_hospitals: planet_layers hospitals (layer_code 2110,2120) intersecting grid_hull; grid_distances: each latest_grid with distance to nearest region_hospitals; farthest_cell: select grid with max distance and its population","{""target_db"": ""GEO_OPENSTREETMAP_WORLDPOP"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:03:03
sf_bq083,"Can you calculate the daily change in the market value of USDC tokens (address `0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48`) for 2023, based on Ethereum transactions? The change should be computed from minting (input pattern `0x40c10f19%`) and burning (input pattern `0x42966c68%`) operations. For each transaction, minting should be positive and burning negative. Extract the relevant amount from the 'input' field as a hexadecimal, convert it to millions, express it in USD format. Group the results by date and order them in descending order.",false,false,true,true,true,azure/o3,,"usdc_txns_2023: select 2023 transactions to USDC contract with mint/burn method signatures; classified_ops: add operation_type and sign based on input prefix 0x40c10f19/0x42966c68; parsed_values: extract 32-byte amount from input, hex-to-decimal, apply sign, convert to millions; daily_changes: sum signed millions per transaction_date for net daily change ordered descending","usdc_txns_2023: select 2023 transactions to USDC contract with mint/burn method signatures; classified_ops: add operation_type and sign based on input prefix 0x40c10f19/0x42966c68; parsed_values: extract 32-byte amount from input, hex-to-decimal, apply sign, convert to millions; daily_changes: sum signed millions per transaction_date for net daily change ordered descending","{""target_db"": ""CRYPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:03:09
sf_bq184,"Using only the traces, can you calculate daily cumulative counts of smart contracts created by external addresses (where the trace_address is NULL) versus those created by other contracts (where the trace_address is NOT NULL) for each date from 2017-01-01 through 2021-12-31, ensuring that all dates in this range are included even if no new contracts were created on some days, and showing monotonically increasing cumulative totals for both categories?",false,false,true,true,false,azure/o3,,"creations_raw: Filter TRACES for contract creation traces in date range with creation_date and creator_type flag; daily_counts: Aggregate creations_raw to count contracts per date and creator_type; calendar_days: Generate continuous date series 2017-01-01 to 2021-12-31; daily_counts_complete: Ensure every calendar date has counts, defaulting missing creator_type totals to zero; cumulative_totals: Compute running cumulative counts by creator_type over ascending dates","creations_raw: Filter TRACES for contract creation traces in date range with creation_date and creator_type flag; daily_counts: Aggregate creations_raw to count contracts per date and creator_type; calendar_days: Generate continuous date series 2017-01-01 to 2021-12-31; daily_counts_complete: Ensure every calendar date has counts, defaulting missing creator_type totals to zero; cumulative_totals: Compute running cumulative counts by creator_type over ascending dates","{""target_db"": ""CRYPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:03:25
sf_bq195,"What are the top 10 Ethereum addresses by balance, considering both value transactions and gas fees, before September 1, 2021? Only keep successful transactions with no call type or where the call type is 'call'.",false,false,true,true,false,azure/o3,,"tx_value_changes: Positive to to_address, negative from_address for each pre-2021-09-01 transaction; tx_gas_costs: Negative gas_fee (gas_price*receipt_gas_used) for each sender in filtered transactions; trace_value_changes: Positive to_address, negative from_address for successful pre-2021-09-01 call/empty traces; combined_changes: Union all transaction value, gas, and trace changes into single address, amount list; address_balances: Aggregate combined_changes sums per address to derive net balance; top_10_addresses: Select top 10 addresses by highest balance","tx_value_changes: Positive to to_address, negative from_address for each pre-2021-09-01 transaction; tx_gas_costs: Negative gas_fee (gas_price*receipt_gas_used) for each sender in filtered transactions; trace_value_changes: Positive to_address, negative from_address for successful pre-2021-09-01 call/empty traces; combined_changes: Union all transaction value, gas, and trace changes into single address, amount list; address_balances: Aggregate combined_changes sums per address to derive net balance; top_10_addresses: Select top 10 addresses by highest balance","{""target_db"": ""CRYPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:03:54
sf_bq256,"Determine the final Ether balance of the Ethereum address that initiated the highest number of successful transactions prior to September 1, 2021 (UTC), excluding calls of type delegatecall, callcode, or staticcall and including all relevant incoming and outgoing transfers, miner rewards, and gas fee deductions, with the final balance presented in Ether after converting from the native unit.",false,false,true,true,false,azure/o3,,filtered_txs: successful transactions before 2021-09-01 with gas fields retained; top_initiator: address with highest count in filtered_txs; filtered_traces: pre-cutoff traces for that address excluding delegatecall/callcode/staticcall; value_flows: aggregate incoming minus outgoing wei from filtered_traces; miner_rewards: total reward wei to address from reward traces; gas_fees: sum effective_gas_price * gas_used for address in filtered_txs; final_balance_eth: compute (net transfers + rewards − gas fees) and convert wei to Ether,filtered_txs: successful transactions before 2021-09-01 with gas fields retained; top_initiator: address with highest count in filtered_txs; filtered_traces: pre-cutoff traces for that address excluding delegatecall/callcode/staticcall; value_flows: aggregate incoming minus outgoing wei from filtered_traces; miner_rewards: total reward wei to address from reward traces; gas_fees: sum effective_gas_price * gas_used for address in filtered_txs; final_balance_eth: compute (net transfers + rewards − gas fees) and convert wei to Ether,"{""target_db"": ""CRYPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:04:10
sf_bq080,"Using only the Ethereum traces table, can you provide a daily cumulative count of smart contracts created by external users (where trace_address is null) versus contracts created by other contracts (where trace_address is not null) between August 30, 2018, and September 30, 2018? Ensure results include every date in this range, even if no new contracts were created, and show strictly increasing cumulative totals.",false,false,true,true,false,azure/o3,,"filtered_creates: Select contract-creation traces within date range, flagging external (trace_address null) vs internal (not null); daily_new_contracts: Sum new contracts per date and creator_type; calendar_dates: Build continuous date series from 2018-08-30 to 2018-09-30; complete_daily: Left join counts to calendar, defaulting missing values to zero; cumulative_totals: Compute running totals per creator_type ordered by date","filtered_creates: Select contract-creation traces within date range, flagging external (trace_address null) vs internal (not null); daily_new_contracts: Sum new contracts per date and creator_type; calendar_dates: Build continuous date series from 2018-08-30 to 2018-09-30; complete_daily: Left join counts to calendar, defaulting missing values to zero; cumulative_totals: Compute running totals per creator_type ordered by date","{""target_db"": ""CRYPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:04:21
sf_bq342,"What is the difference between the average hourly changes in transaction values for the Ethereum token 0x68e54af74b22acaccffa04ccaad13be16ed14eac, specifically considering only transactions where the address 0x8babf0ba311aab914c00e8fda7e8558a8b66de5d was the sender or the address 0xfbd6c6b112214d949dcdfb1217153bc0a742862f was the receiver, between January 1, 2019, and December 31, 2020, when comparing 2019 to 2020?",false,false,true,true,false,azure/o3,,"transfers_filt: Filter TOKEN_TRANSFERS by target token, 2019-01-01–2020-12-31, and specified sender or receiver; hourly_sums: Sum filtered transfer values per DATE_TRUNC hour; hourly_deltas: Compute hour-over-hour value change with LAG on hourly totals; yearly_avg: Derive average hourly change for each calendar year; diff_calc: Produce difference between 2020 and 2019 average hourly changes","transfers_filt: Filter TOKEN_TRANSFERS by target token, 2019-01-01–2020-12-31, and specified sender or receiver; hourly_sums: Sum filtered transfer values per DATE_TRUNC hour; hourly_deltas: Compute hour-over-hour value change with LAG on hourly totals; yearly_avg: Derive average hourly change for each calendar year; diff_calc: Produce difference between 2020 and 2019 average hourly changes","{""target_db"": ""CRYPTO"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""true"", ""chosen_ids"": """"}",2025-10-29T19:04:31
