instance_id,user_query,model,examples_used,predicted_tables_and_columns,raw_output,predicted_tables_fq,predicted_columns_fq,example_selection,timestamp,flags,eval_tables_precision,eval_tables_recall,eval_tables_f1,eval_columns_precision,eval_columns_recall,eval_columns_f1
bq053,"Calculate the change in the number of living trees of each fall color in New York City from 1995 to 2015 by computing, for each tree species, the difference between the number of trees not marked as dead in 1995 and the number of trees alive in 2015, matching species by the uppercase form of their scientific names from the tree_species table. Then, group the species by their fall color and sum these differences to determine the total change in the number of trees for each fall color.",azure/o3,"local038,local274,local064,local300",,,new_york.tree_census_1995;new_york.tree_census_2015;new_york.tree_species,new_york.tree_census_1995.recordid;new_york.tree_census_1995.spc_latin;new_york.tree_census_1995.species;new_york.tree_census_1995.status;new_york.tree_census_2015.boroname;new_york.tree_census_2015.spc_latin;new_york.tree_census_2015.status;new_york.tree_census_2015.tree_id;new_york.tree_species.fall_color;new_york.tree_species.species_scientific_name,"{""candidates_total"": 90, ""chosen_ids"": ""local038,local274,local064,local300""}",2025-10-30T21:58:10,used_precomputed:new_york,,,,,,
bq054,"Please provide the top 10 tree species in New York, using their uppercase Latin names where the Latin name is not empty and including their common names, showing the total number of trees, the counts of alive and dead trees for each year, and the corresponding growth in these counts from 1995 to 2015, then order by the difference in total tree counts between these years.",azure/o3,"local038,local055,local028,local081",,,new_york.tree_census_1995;new_york.tree_census_2005;new_york.tree_census_2015;new_york.tree_species,new_york.tree_census_1995.borough;new_york.tree_census_1995.recordid;new_york.tree_census_1995.spc_common;new_york.tree_census_1995.spc_latin;new_york.tree_census_1995.status;new_york.tree_census_2005.boroname;new_york.tree_census_2005.cen_year;new_york.tree_census_2005.objectid;new_york.tree_census_2005.spc_common;new_york.tree_census_2005.spc_latin;new_york.tree_census_2005.status;new_york.tree_census_2015.boroname;new_york.tree_census_2015.created_at;new_york.tree_census_2015.spc_common;new_york.tree_census_2015.spc_latin;new_york.tree_census_2015.status;new_york.tree_census_2015.tree_id;new_york.tree_species.species_common_name;new_york.tree_species.species_scientific_name,"{""candidates_total"": 90, ""chosen_ids"": ""local038,local055,local028,local081""}",2025-10-30T21:58:30,used_precomputed:new_york,,,,,,
bq021,"For the top 20 Citi Bike routes in 2016, which route is faster than yellow taxis and among those, which one has the longest average bike duration? Please provide the start station name of this route. The coordinates are rounded to three decimals.",azure/o3,"local028,local041,local039,local128",,,new_york.citibike_stations;new_york.citibike_trips;new_york.tlc_yellow_trips_2016,new_york.citibike_trips.end_station_latitude;new_york.citibike_trips.end_station_longitude;new_york.citibike_trips.end_station_name;new_york.citibike_trips.start_station_latitude;new_york.citibike_trips.start_station_longitude;new_york.citibike_trips.start_station_name;new_york.citibike_trips.starttime;new_york.citibike_trips.tripduration;new_york.tlc_yellow_trips_2016.dropoff_datetime;new_york.tlc_yellow_trips_2016.dropoff_latitude;new_york.tlc_yellow_trips_2016.dropoff_longitude;new_york.tlc_yellow_trips_2016.pickup_datetime;new_york.tlc_yellow_trips_2016.pickup_latitude;new_york.tlc_yellow_trips_2016.pickup_longitude;new_york.tlc_yellow_trips_2016.trip_distance;new_york.citibike_stations.latitude;new_york.citibike_stations.longitude;new_york.citibike_stations.name;new_york.citibike_stations.station_id,"{""candidates_total"": 90, ""chosen_ids"": ""local028,local041,local039,local128""}",2025-10-30T21:58:42,used_precomputed:new_york,,,,,,
bq202,"For the station that had the highest number of Citibike trips starting there in 2018, which numeric day of the week and which hour of the day had the greatest number of trips based on the start time of those trips?",azure/o3,"local229,local009,local062,local218",,,new_york_plus.citibike_stations;new_york_plus.citibike_trips,new_york_plus.citibike_trips.start_station_id;new_york_plus.citibike_trips.start_station_name;new_york_plus.citibike_trips.starttime;new_york_plus.citibike_stations.name;new_york_plus.citibike_stations.station_id,"{""candidates_total"": 90, ""chosen_ids"": ""local229,local009,local062,local218""}",2025-10-30T21:58:56,used_precomputed:new_york_plus,,,,,,
bq185,"What is the average trip duration in minutes for all valid Yellow taxi trips that took place between February 1, 2016, and February 7, 2016 (inclusive), with a positive trip duration, more than three passengers, and a trip distance of at least ten miles, where both the pickup and dropoff locations are in Brooklyn?",azure/o3,"local029,local284,local195,local010",,,new_york_plus.taxi_zone_geom;new_york_plus.tlc_yellow_trips_2016,new_york_plus.tlc_yellow_trips_2016.dropoff_datetime;new_york_plus.tlc_yellow_trips_2016.dropoff_location_id;new_york_plus.tlc_yellow_trips_2016.passenger_count;new_york_plus.tlc_yellow_trips_2016.pickup_datetime;new_york_plus.tlc_yellow_trips_2016.pickup_location_id;new_york_plus.tlc_yellow_trips_2016.trip_distance;new_york_plus.taxi_zone_geom.borough;new_york_plus.taxi_zone_geom.zone_id,"{""candidates_total"": 90, ""chosen_ids"": ""local029,local284,local195,local010""}",2025-10-30T21:59:09,used_precomputed:new_york_plus,,,,,,
bq040,"For NYC yellow taxi trips between January 1 and January 7, 2016, excluding any trips picked up in ‘EWR’ or ‘Staten Island,’ determine the proportion of rides that fall into each tip category in each pickup borough. Only include trips where the dropoff time is after the pickup time, the passenger count is greater than zero, and trip_distance, tip_amount, tolls_amount, mta_tax, fare_amount, and total_amount are all non-negative. Classify the tip percentage as follows: 0% (no tip), up to 5%, 5% to 10%, 10% to 15%, 15% to 20%, 20% to 25%, and more than 25%.",azure/o3,"local274,local228,local311,local077",,,new_york_plus.taxi_zone_geom;new_york_plus.tlc_yellow_trips_2016,new_york_plus.tlc_yellow_trips_2016.dropoff_datetime;new_york_plus.tlc_yellow_trips_2016.fare_amount;new_york_plus.tlc_yellow_trips_2016.passenger_count;new_york_plus.tlc_yellow_trips_2016.pickup_datetime;new_york_plus.tlc_yellow_trips_2016.pickup_location_id;new_york_plus.tlc_yellow_trips_2016.tip_amount;new_york_plus.tlc_yellow_trips_2016.tolls_amount;new_york_plus.tlc_yellow_trips_2016.trip_distance;new_york_plus.taxi_zone_geom.borough;new_york_plus.taxi_zone_geom.zone_id;new_york_plus.taxi_zone_geom.zone_name,"{""candidates_total"": 90, ""chosen_ids"": ""local274,local228,local311,local077""}",2025-10-30T21:59:35,used_precomputed:new_york_plus,,,,,,
bq098,"For NYC yellow taxi trips where both the pickup and dropoff occurred between January 1 and 7, 2016, inclusive, calculate the percentage of trips with no tip in each pickup borough, ensuring that only trips where the dropoff occurs after the pickup are included, the passenger count is greater than zero, and the trip distance, tip amount, tolls amount, MTA tax, fare amount, and total amount are non-negative; define ""no tip"" trips as those where the tip rate is zero, with the tip rate calculated as (tip_amount × 100) divided by total_amount (and considered zero when total_amount is zero).",azure/o3,"local228,local037,local060,local099",,,new_york_plus.taxi_zone_geom;new_york_plus.tlc_yellow_trips_2016,new_york_plus.tlc_yellow_trips_2016.dropoff_datetime;new_york_plus.tlc_yellow_trips_2016.passenger_count;new_york_plus.tlc_yellow_trips_2016.pickup_datetime;new_york_plus.tlc_yellow_trips_2016.pickup_location_id;new_york_plus.tlc_yellow_trips_2016.tip_amount;new_york_plus.tlc_yellow_trips_2016.tolls_amount;new_york_plus.tlc_yellow_trips_2016.total_amount;new_york_plus.tlc_yellow_trips_2016.trip_distance;new_york_plus.taxi_zone_geom.borough;new_york_plus.taxi_zone_geom.zone_id,"{""candidates_total"": 90, ""chosen_ids"": ""local228,local037,local060,local099""}",2025-10-30T21:59:59,used_precomputed:new_york_plus,,,,,,
bq039,"Find the top 10 taxi trips in New York City between July 1 and July 7, 2016 (ensuring both pickup and dropoff times fall within these dates) where the passenger count is greater than five, the trip distance is at least ten miles, and there are no negative fare-related amounts (including tip, tolls, mta tax, fare, and total costs). Exclude any trips where the dropoff time is not strictly after the pickup time, then sort the results by total fare amount in descending order. Finally, display each trip’s pickup zone, dropoff zone, trip duration in seconds, driving speed in miles per hour, and tip rate as a percentage of the total fare amount.",azure/o3,"local199,local228,local054,local004",,,new_york_plus.taxi_zone_geom;new_york_plus.tlc_green_trips_2016;new_york_plus.tlc_yellow_trips_2016,new_york_plus.tlc_yellow_trips_2016.dropoff_datetime;new_york_plus.tlc_yellow_trips_2016.dropoff_location_id;new_york_plus.tlc_yellow_trips_2016.passenger_count;new_york_plus.tlc_yellow_trips_2016.pickup_datetime;new_york_plus.tlc_yellow_trips_2016.pickup_location_id;new_york_plus.tlc_yellow_trips_2016.tip_amount;new_york_plus.tlc_yellow_trips_2016.total_amount;new_york_plus.tlc_yellow_trips_2016.trip_distance;new_york_plus.tlc_green_trips_2016.dropoff_datetime;new_york_plus.tlc_green_trips_2016.dropoff_location_id;new_york_plus.tlc_green_trips_2016.passenger_count;new_york_plus.tlc_green_trips_2016.pickup_datetime;new_york_plus.tlc_green_trips_2016.pickup_location_id;new_york_plus.tlc_green_trips_2016.tip_amount;new_york_plus.tlc_green_trips_2016.total_amount;new_york_plus.tlc_green_trips_2016.trip_distance;new_york_plus.taxi_zone_geom.borough;new_york_plus.taxi_zone_geom.zone_id;new_york_plus.taxi_zone_geom.zone_name,"{""candidates_total"": 90, ""chosen_ids"": ""local199,local228,local054,local004""}",2025-10-30T22:00:48,used_precomputed:new_york_plus,,,,,,
bq203,"For each New York City borough, how many subway stations are there in total, how many have at least one entrance that is marked both as an actual entry and as ADA-compliant, and what percentage of the total stations in each borough does this represent, listing boroughs from the highest to the lowest percentage?",azure/o3,"local004,local010,local018,local244",,,new_york_plus.station_entrances;new_york_plus.stations,new_york_plus.stations.borough_name;new_york_plus.stations.station_name;new_york_plus.station_entrances.ada_compliant;new_york_plus.station_entrances.entry;new_york_plus.station_entrances.station_name,"{""candidates_total"": 90, ""chosen_ids"": ""local004,local010,local018,local244""}",2025-10-30T22:00:56,used_precomputed:new_york_plus,,,,,,
bq035,What is the total distance traveled by each bike in the San Francisco Bikeshare program? Use data from bikeshare trips and stations to calculate this.,azure/o3,"local071,local004,local163,local010",,,san_francisco.bikeshare_stations;san_francisco.bikeshare_trips,san_francisco.bikeshare_trips.bike_number;san_francisco.bikeshare_trips.duration_sec;san_francisco.bikeshare_trips.end_date;san_francisco.bikeshare_trips.end_station_id;san_francisco.bikeshare_trips.start_date;san_francisco.bikeshare_trips.start_station_id;san_francisco.bikeshare_trips.trip_id;san_francisco.bikeshare_stations.latitude;san_francisco.bikeshare_stations.longitude;san_francisco.bikeshare_stations.name;san_francisco.bikeshare_stations.station_id,"{""candidates_total"": 90, ""chosen_ids"": ""local071,local004,local163,local010""}",2025-10-30T22:01:03,used_precomputed:san_francisco,,,,,,
bq186,"Please find, for each year-month combination (in the format YYYYMM) derived from the start date of bike share trips in San Francisco, the first trip duration in minutes, the last trip duration in minutes, the highest trip duration in minutes, and the lowest trip duration in minutes, where ‘first’ and ‘last’ are determined by the chronological order of the trip start date, then group your results by this year-month and sort them by the same year-month key.",azure/o3,"local017,local309,local209,local054",,,san_francisco.bikeshare_trips,san_francisco.bikeshare_trips.duration_sec;san_francisco.bikeshare_trips.end_date;san_francisco.bikeshare_trips.end_station_id;san_francisco.bikeshare_trips.start_date;san_francisco.bikeshare_trips.start_station_id;san_francisco.bikeshare_trips.trip_id,"{""candidates_total"": 90, ""chosen_ids"": ""local017,local309,local209,local054""}",2025-10-30T22:01:09,used_precomputed:san_francisco,,,,,,
bq081,"Find the latest ride data for each region between 2014 and 2017. I want to know the name of each region, the trip ID of this ride, the ride duration, the start time, the starting station, and the gender of the rider.",azure/o3,"local221,local244,local193,local283",,,san_francisco_plus.bikeshare_regions;san_francisco_plus.bikeshare_station_info;san_francisco_plus.bikeshare_trips,san_francisco_plus.bikeshare_trips.duration_sec;san_francisco_plus.bikeshare_trips.member_gender;san_francisco_plus.bikeshare_trips.start_date;san_francisco_plus.bikeshare_trips.start_station_id;san_francisco_plus.bikeshare_trips.start_station_name;san_francisco_plus.bikeshare_trips.trip_id;san_francisco_plus.bikeshare_station_info.name;san_francisco_plus.bikeshare_station_info.region_id;san_francisco_plus.bikeshare_station_info.station_id;san_francisco_plus.bikeshare_regions.name;san_francisco_plus.bikeshare_regions.region_id,"{""candidates_total"": 90, ""chosen_ids"": ""local221,local244,local193,local283""}",2025-10-30T22:01:21,used_precomputed:san_francisco_plus,,,,,,
bq339,"Which month in 2017 had the largest absolute difference between cumulative bike usage minutes for customers and subscribers?	Which month (in number) in 2017 had the largest absolute difference between cumulative bike usage minutes (in thousands) for customers and subscribers, based on the trip end dates in the San Francisco bikeshare data?",azure/o3,"local221,local015,local302,local085",,,san_francisco_plus.bikeshare_trips,san_francisco_plus.bikeshare_trips.duration_sec;san_francisco_plus.bikeshare_trips.end_date;san_francisco_plus.bikeshare_trips.start_date;san_francisco_plus.bikeshare_trips.subscriber_type;san_francisco_plus.bikeshare_trips.trip_id,"{""candidates_total"": 90, ""chosen_ids"": ""local221,local015,local302,local085""}",2025-10-30T22:01:27,used_precomputed:san_francisco_plus,,,,,,
bq400,"For trips where 'Clay St & Drumm St' occurs before 'Sacramento St & Davis St' in the stop sequence (one direction only), what are the earliest departure times from 'Clay St & Drumm St' and the latest arrival times at 'Sacramento St & Davis St' in the format HH:MM:SS? Please provide the trip headsign for each route.",azure/o3,"local274,local300,local038,local065",,,san_francisco_plus.routes;san_francisco_plus.stop_times;san_francisco_plus.stops;san_francisco_plus.trips,san_francisco_plus.stops.stop_id;san_francisco_plus.stops.stop_name;san_francisco_plus.stop_times.arrival_time;san_francisco_plus.stop_times.departure_time;san_francisco_plus.stop_times.stop_id;san_francisco_plus.stop_times.stop_sequence;san_francisco_plus.stop_times.trip_id;san_francisco_plus.trips.direction;san_francisco_plus.trips.route_id;san_francisco_plus.trips.trip_headsign;san_francisco_plus.trips.trip_id;san_francisco_plus.routes.route_id;san_francisco_plus.routes.route_long_name;san_francisco_plus.routes.route_short_name,"{""candidates_total"": 90, ""chosen_ids"": ""local274,local300,local038,local065""}",2025-10-30T22:01:35,used_precomputed:san_francisco_plus,,,,,,
bq059,"What is the highest average speed (rounded to 1 decimal, in metric m/s) for bike trips in Berkeley with trip distance greater than 1000 meters?",azure/o3,"local157,local054,local284,local066",,,san_francisco_plus.bikeshare_trips,san_francisco_plus.bikeshare_trips.duration_sec;san_francisco_plus.bikeshare_trips.end_station_latitude;san_francisco_plus.bikeshare_trips.end_station_longitude;san_francisco_plus.bikeshare_trips.end_station_name;san_francisco_plus.bikeshare_trips.start_station_latitude;san_francisco_plus.bikeshare_trips.start_station_longitude;san_francisco_plus.bikeshare_trips.start_station_name,"{""candidates_total"": 90, ""chosen_ids"": ""local157,local054,local284,local066""}",2025-10-30T22:01:46,used_precomputed:san_francisco_plus,,,,,,
bq376,"For each neighborhood in San Francisco where at least one bike share station and at least one crime incident are located, provide the neighborhood name along with the total count of bike share stations and the total number of crime incidents in that neighborhood.",azure/o3,"local062,local284,local244,local009",,,san_francisco_plus.bikeshare_station_info;san_francisco_plus.boundaries;san_francisco_plus.sfpd_incidents,san_francisco_plus.bikeshare_station_info.lat;san_francisco_plus.bikeshare_station_info.lon;san_francisco_plus.bikeshare_station_info.station_geom;san_francisco_plus.bikeshare_station_info.station_id;san_francisco_plus.sfpd_incidents.latitude;san_francisco_plus.sfpd_incidents.location;san_francisco_plus.sfpd_incidents.longitude;san_francisco_plus.sfpd_incidents.unique_key;san_francisco_plus.boundaries.internal_point_geom;san_francisco_plus.boundaries.neighborhood;san_francisco_plus.boundaries.neighborhood_geom,"{""candidates_total"": 90, ""chosen_ids"": ""local062,local284,local244,local009""}",2025-10-30T22:02:14,used_precomputed:san_francisco_plus,,,,,,
bq025,"Provide a list of the top 10 countries for the year 2020, ordered by the highest percentage of their population under 20 years old. For each country, include the total population under 20 years old, the total midyear population, and the percentage of the population that is under 20 years old.",azure/o3,"local030,local071,local009,local218",,,census_bureau_international.midyear_population;census_bureau_international.midyear_population_5yr_age_sex,census_bureau_international.midyear_population_5yr_age_sex.country_code;census_bureau_international.midyear_population_5yr_age_sex.country_name;census_bureau_international.midyear_population_5yr_age_sex.ending_age;census_bureau_international.midyear_population_5yr_age_sex.midyear_population;census_bureau_international.midyear_population_5yr_age_sex.sex;census_bureau_international.midyear_population_5yr_age_sex.starting_age;census_bureau_international.midyear_population_5yr_age_sex.total_flag;census_bureau_international.midyear_population_5yr_age_sex.year;census_bureau_international.midyear_population.country_code;census_bureau_international.midyear_population.country_name;census_bureau_international.midyear_population.midyear_population;census_bureau_international.midyear_population.year,"{""candidates_total"": 90, ""chosen_ids"": ""local030,local071,local009,local218""}",2025-10-30T22:02:30,used_precomputed:census_bureau_international,,,,,,
bq115,Which country has the highest percentage of population under the age of 25 in 2017?,azure/o3,"local003,local007,local229,local037",,,census_bureau_international.midyear_population;census_bureau_international.midyear_population_agespecific,census_bureau_international.midyear_population_agespecific.age;census_bureau_international.midyear_population_agespecific.country_code;census_bureau_international.midyear_population_agespecific.country_name;census_bureau_international.midyear_population_agespecific.population;census_bureau_international.midyear_population_agespecific.sex;census_bureau_international.midyear_population_agespecific.year;census_bureau_international.midyear_population.country_code;census_bureau_international.midyear_population.country_name;census_bureau_international.midyear_population.midyear_population;census_bureau_international.midyear_population.year,"{""candidates_total"": 90, ""chosen_ids"": ""local003,local007,local229,local037""}",2025-10-30T22:02:39,used_precomputed:census_bureau_international,,,,,,
bq030,"As of May 10, 2020, among all countries that had more than 50,000 confirmed COVID-19 cases, which three countries had the highest recovery rates based on the total number of recovered cases relative to their total confirmed cases, and what were their respective recovery rates expressed as percentages?",azure/o3,"local029,local157,local128,local329",,,covid19_open_data.covid19_open_data,covid19_open_data.covid19_open_data.country_name;covid19_open_data.covid19_open_data.cumulative_confirmed;covid19_open_data.covid19_open_data.cumulative_recovered;covid19_open_data.covid19_open_data.date,"{""candidates_total"": 90, ""chosen_ids"": ""local029,local157,local128,local329""}",2025-10-30T22:02:43,used_precomputed:covid19_open_data,,,,,,
bq018,Which day in March and April had the highest COVID-19 confirmed case growth rate in the United States? The format is MM-DD.,azure/o3,"local163,local310,local054,local253",,,COVID19_OPEN_DATA.PUBLIC.COVID19_OPEN_DATA,COVID19_OPEN_DATA.PUBLIC.COVID19_OPEN_DATA.aggregation_level;COVID19_OPEN_DATA.PUBLIC.COVID19_OPEN_DATA.country_code;COVID19_OPEN_DATA.PUBLIC.COVID19_OPEN_DATA.cumulative_confirmed;COVID19_OPEN_DATA.PUBLIC.COVID19_OPEN_DATA.date;COVID19_OPEN_DATA.PUBLIC.COVID19_OPEN_DATA.location_key;COVID19_OPEN_DATA.PUBLIC.COVID19_OPEN_DATA.new_confirmed,"{""candidates_total"": 90, ""chosen_ids"": ""local163,local310,local054,local253""}",2025-10-30T22:03:10,used_precomputed:covid19_open_data,,,,,,
bq086,"You need to calculate the percentage of each country's population that had been confirmed with COVID-19 by June 30, 2020. The population data for 2018 can be found in the World Bank dataset, and the cumulative COVID-19 confirmed cases data is available in the COVID-19 Open Data dataset. Calculate the percentage of each country's population, that was cumulatively confirmed to have COVID-19",azure/o3,"local196,local152,local020,local030",,,covid19_open_world_bank.country_summary;covid19_open_world_bank.covid19_open_data;covid19_open_world_bank.population_by_country,covid19_open_world_bank.covid19_open_data.country_code;covid19_open_world_bank.covid19_open_data.country_name;covid19_open_world_bank.covid19_open_data.cumulative_confirmed;covid19_open_world_bank.covid19_open_data.date;covid19_open_world_bank.population_by_country.country;covid19_open_world_bank.population_by_country.country_code;covid19_open_world_bank.population_by_country.year_2018;covid19_open_world_bank.country_summary.country_code;covid19_open_world_bank.country_summary.long_name;covid19_open_world_bank.country_summary.region;covid19_open_world_bank.country_summary.short_name,"{""candidates_total"": 90, ""chosen_ids"": ""local196,local152,local020,local030""}",2025-10-30T22:03:22,used_precomputed:covid19_open_world_bank,,,,,,
bq085,"Could you provide, for the United States, France, China, Italy, Spain, Germany, and Iran, the total number of confirmed COVID-19 cases as of April 20, 2020, along with the number of cases per 100,000 people based on their total 2020 populations calculated by summing all relevant population entries from the World Bank data",azure/o3,"local040,local072,local197,local335",,,COVID19_JHU_WORLD_BANK.CONFIRMED_CASES;COVID19_JHU_WORLD_BANK.HEALTH_NUTRITION_POPULATION,COVID19_JHU_WORLD_BANK.CONFIRMED_CASES._4_20_20;COVID19_JHU_WORLD_BANK.CONFIRMED_CASES.country_or_region;COVID19_JHU_WORLD_BANK.HEALTH_NUTRITION_POPULATION.country_code;COVID19_JHU_WORLD_BANK.HEALTH_NUTRITION_POPULATION.country_name;COVID19_JHU_WORLD_BANK.HEALTH_NUTRITION_POPULATION.indicator_code;COVID19_JHU_WORLD_BANK.HEALTH_NUTRITION_POPULATION.indicator_name;COVID19_JHU_WORLD_BANK.HEALTH_NUTRITION_POPULATION.value;COVID19_JHU_WORLD_BANK.HEALTH_NUTRITION_POPULATION.year,"{""candidates_total"": 90, ""chosen_ids"": ""local040,local072,local197,local335""}",2025-10-30T22:03:27,used_precomputed:covid19_jhu_world_bank,,,,,,
bq130,"Analyze daily new COVID-19 case counts from March to May 2020, identifying the top five states by daily increases. Please compile a ranking based on how often each state appears in these daily top fives. Then, examine the state that ranks fourth overall and identify its top five counties based on their frequency of appearing in the daily top five new case counts.",azure/o3,"local309,local074,local055,local067",,,covid19_nyt.covid19_nyt.us_counties;covid19_nyt.covid19_nyt.us_states,covid19_nyt.covid19_nyt.us_states.confirmed_cases;covid19_nyt.covid19_nyt.us_states.date;covid19_nyt.covid19_nyt.us_states.state_name;covid19_nyt.covid19_nyt.us_counties.confirmed_cases;covid19_nyt.covid19_nyt.us_counties.county;covid19_nyt.covid19_nyt.us_counties.date;covid19_nyt.covid19_nyt.us_counties.state_name,"{""candidates_total"": 90, ""chosen_ids"": ""local309,local074,local055,local067""}",2025-10-30T22:03:44,used_precomputed:covid19_nyt,,,,,,
bq087,"Please calculate the overall percentage change in the average weekly search frequency for the symptom 'Anosmia' across the five New York City counties—Bronx County, Queens County, Kings County, New York County, and Richmond County—by comparing the combined data from January 1, 2019, through December 31, 2019, with the combined data from January 1, 2020, through December 31, 2020.",azure/o3,"local229,local262,local021,local010",,,covid19_symptom_search.symptom_search_sub_region_2_weekly,covid19_symptom_search.symptom_search_sub_region_2_weekly.country_region;covid19_symptom_search.symptom_search_sub_region_2_weekly.date;covid19_symptom_search.symptom_search_sub_region_2_weekly.sub_region_1;covid19_symptom_search.symptom_search_sub_region_2_weekly.sub_region_2;covid19_symptom_search.symptom_search_sub_region_2_weekly.sub_region_2_code;covid19_symptom_search.symptom_search_sub_region_2_weekly.symptom_anosmia,"{""candidates_total"": 90, ""chosen_ids"": ""local229,local262,local021,local010""}",2025-10-30T22:03:49,used_precomputed:covid19_symptom_search,,,,,,
bq088,"Please calculate the average levels of anxiety and depression symptoms from the weekly country data for the United States during the periods from January 1, 2019, to January 1, 2020, and from January 1, 2020, to January 1, 2021. Then, compute the percentage increase in these average symptom levels from the 2019 period to the 2020 period.",azure/o3,"local019,local067,local074,local157",,,covid19_symptom_search.symptom_search_country_weekly,covid19_symptom_search.symptom_search_country_weekly.country_region;covid19_symptom_search.symptom_search_country_weekly.country_region_code;covid19_symptom_search.symptom_search_country_weekly.date;covid19_symptom_search.symptom_search_country_weekly.symptom_anxiety;covid19_symptom_search.symptom_search_country_weekly.symptom_depression;covid19_symptom_search.symptom_search_country_weekly.symptom_generalized_anxiety_disorder;covid19_symptom_search.symptom_search_country_weekly.symptom_major_depressive_disorder,"{""candidates_total"": 90, ""chosen_ids"": ""local019,local067,local074,local157""}",2025-10-30T22:03:57,used_precomputed:covid19_symptom_search,,,,,,
bq089,"Given the latest population estimates from the 2018 five-year American Community Survey, what is the number of vaccine sites per 1000 people for counties in California?",azure/o3,"local039,local197,local131,local311",,,COVID19_USA.PUBLIC.BLOCKGROUP_2018_5YR;COVID19_USA.PUBLIC.COUNTY_2018_5YR;COVID19_USA.PUBLIC.FACILITY_BOUNDARY_US_ALL,COVID19_USA.PUBLIC.COUNTY_2018_5YR.do_date;COVID19_USA.PUBLIC.COUNTY_2018_5YR.geo_id;COVID19_USA.PUBLIC.COUNTY_2018_5YR.total_pop;COVID19_USA.PUBLIC.BLOCKGROUP_2018_5YR.do_date;COVID19_USA.PUBLIC.BLOCKGROUP_2018_5YR.geo_id;COVID19_USA.PUBLIC.BLOCKGROUP_2018_5YR.total_pop;COVID19_USA.PUBLIC.FACILITY_BOUNDARY_US_ALL.facility_country_region_code;COVID19_USA.PUBLIC.FACILITY_BOUNDARY_US_ALL.facility_provider_id;COVID19_USA.PUBLIC.FACILITY_BOUNDARY_US_ALL.facility_sub_region_1_code;COVID19_USA.PUBLIC.FACILITY_BOUNDARY_US_ALL.facility_sub_region_2_code,"{""candidates_total"": 90, ""chosen_ids"": ""local039,local197,local131,local311""}",2025-10-30T22:04:59,used_precomputed:covid19_usa,,,,,,
bq407,"Find the top three counties with populations over 50,000, using the 2020 5-year census data, that had the highest COVID-19 case fatality rates on August 27, 2020. For these counties, provide the name, state, median age, total population, number of confirmed COVID-19 cases per 100,000 people, number of deaths per 100,000 people, and the case fatality rate as a percentage",azure/o3,"local041,local081,local085,local020",,,COVID19_USA.PUBLIC.COUNTY_2020_5YR;COVID19_USA.PUBLIC.SUMMARY,COVID19_USA.PUBLIC.SUMMARY.confirmed_cases;COVID19_USA.PUBLIC.SUMMARY.county_fips_code;COVID19_USA.PUBLIC.SUMMARY.county_name;COVID19_USA.PUBLIC.SUMMARY.date;COVID19_USA.PUBLIC.SUMMARY.deaths;COVID19_USA.PUBLIC.SUMMARY.state;COVID19_USA.PUBLIC.COUNTY_2020_5YR.geo_id;COVID19_USA.PUBLIC.COUNTY_2020_5YR.median_age;COVID19_USA.PUBLIC.COUNTY_2020_5YR.total_pop,"{""candidates_total"": 90, ""chosen_ids"": ""local041,local081,local085,local020""}",2025-10-30T22:05:24,used_precomputed:covid19_usa,,,,,,
bq137,"Please find all zip code areas located within 10 kilometers of the coordinates (-122.3321, 47.6062) by joining the 2010 census population data (summing only male and female populations with no age constraints) and the zip code area information, and return each area’s polygon, land and water area in meters, latitude and longitude, state code, state name, city, county, and total population.",azure/o3,"local017,local081,local068,local201",,,census_bureau_usa.population_by_zip_2010;census_bureau_usa.us_states_area;census_bureau_usa.zipcode_area,census_bureau_usa.zipcode_area.area_land_meters;census_bureau_usa.zipcode_area.area_water_meters;census_bureau_usa.zipcode_area.city;census_bureau_usa.zipcode_area.county;census_bureau_usa.zipcode_area.latitude;census_bureau_usa.zipcode_area.longitude;census_bureau_usa.zipcode_area.state_code;census_bureau_usa.zipcode_area.zipcode_geom;census_bureau_usa.population_by_zip_2010.gender;census_bureau_usa.population_by_zip_2010.population;census_bureau_usa.population_by_zip_2010.zipcode;census_bureau_usa.us_states_area.state_abbreviation;census_bureau_usa.us_states_area.state_name,"{""candidates_total"": 90, ""chosen_ids"": ""local017,local081,local068,local201""}",2025-10-30T22:05:43,used_precomputed:census_bureau_usa,,,,,,
bq060,Which top 3 countries had the highest net migration in 2017 among those with an area greater than 500 square kilometers? And what are their migration rates?,azure/o3,"local064,local128,local070,local071",,,census_bureau_international.birth_death_growth_rates;census_bureau_international.country_names_area,census_bureau_international.birth_death_growth_rates.country_code;census_bureau_international.birth_death_growth_rates.country_name;census_bureau_international.birth_death_growth_rates.net_migration;census_bureau_international.birth_death_growth_rates.year;census_bureau_international.country_names_area.country_area;census_bureau_international.country_names_area.country_code;census_bureau_international.country_names_area.country_name,"{""candidates_total"": 90, ""chosen_ids"": ""local064,local128,local070,local071""}",2025-10-30T22:05:50,used_precomputed:census_bureau_international,,,,,,
