instance_id,user_query,used_gold_tables,used_gold_joins,used_predicted_tables_cols,used_predicted_tables_cols_raw,used_external_knowledge,model,examples_used,predicted_cte_briefs,raw_output,example_selection,timestamp
bq081,"Find the latest ride data for each region between 2014 and 2017. I want to know the name of each region, the trip ID of this ride, the ride duration, the start time, the starting station, and the gender of the rider.",false,false,false,false,false,azure/o3,"local032,local075,local329,local199","rides_2014_17: filter rides to 2014-01-01 through 2017-12-31 with essential columns; latest_region_ride: pick most recent ride per region via row_number over start_time desc; ride_with_details: join latest_region_ride to regions, stations, and riders to add region name, station name, rider gender","rides_2014_17: filter rides to 2014-01-01 through 2017-12-31 with essential columns; latest_region_ride: pick most recent ride per region via row_number over start_time desc; ride_with_details: join latest_region_ride to regions, stations, and riders to add region name, station name, rider gender","{""target_db"": ""san_francisco_plus"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local032,local075,local329,local199""}",2025-10-31T09:49:29
bq339,"Which month in 2017 had the largest absolute difference between cumulative bike usage minutes for customers and subscribers?	Which month (in number) in 2017 had the largest absolute difference between cumulative bike usage minutes (in thousands) for customers and subscribers, based on the trip end dates in the San Francisco bikeshare data?",false,false,false,false,false,azure/o3,"local077,local157,local067,local023","filtered_trips: filters 2017 trips, computes duration_minutes and end_month; monthly_totals: sums duration_minutes per month and user_type, converting to thousands; month_diff: pairs customer and subscriber totals per month and calculates absolute difference; max_diff: picks month with maximum absolute difference","filtered_trips: filters 2017 trips, computes duration_minutes and end_month; monthly_totals: sums duration_minutes per month and user_type, converting to thousands; month_diff: pairs customer and subscriber totals per month and calculates absolute difference; max_diff: picks month with maximum absolute difference","{""target_db"": ""san_francisco_plus"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local077,local157,local067,local023""}",2025-10-31T09:49:38
bq400,"For trips where 'Clay St & Drumm St' occurs before 'Sacramento St & Davis St' in the stop sequence (one direction only), what are the earliest departure times from 'Clay St & Drumm St' and the latest arrival times at 'Sacramento St & Davis St' in the format HH:MM:SS? Please provide the trip headsign for each route.",false,false,false,false,false,azure/o3,"local244,local283,local196,local199","target_stops: maps stop names to stop_ids for Clay and Sacramento stops; clay_sac_sequences: collects each trip's stop_sequence, departure and arrival times at the two target stops; valid_trip_segments: pairs Clay and Sacramento records by trip, keeping only rows where Clay sequence precedes Sacramento; trip_route_times: aggregates earliest Clay departure and latest Sacramento arrival per trip, joins trips and routes for headsign","target_stops: maps stop names to stop_ids for Clay and Sacramento stops; clay_sac_sequences: collects each trip's stop_sequence, departure and arrival times at the two target stops; valid_trip_segments: pairs Clay and Sacramento records by trip, keeping only rows where Clay sequence precedes Sacramento; trip_route_times: aggregates earliest Clay departure and latest Sacramento arrival per trip, joins trips and routes for headsign","{""target_db"": ""san_francisco_plus"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local244,local283,local196,local199""}",2025-10-31T09:49:47
bq059,"What is the highest average speed (rounded to 1 decimal, in metric m/s) for bike trips in Berkeley with trip distance greater than 1000 meters?",false,false,false,false,false,azure/o3,"local130,local032,local059,local037",berkeley_long_trips: selects Berkeley trips where distance_meters > 1000 keeping distance and duration; trip_speeds: computes average_speed_mps per trip using distance/duration; top_speed: extracts and rounds highest average_speed_mps to 1 decimal,berkeley_long_trips: selects Berkeley trips where distance_meters > 1000 keeping distance and duration; trip_speeds: computes average_speed_mps per trip using distance/duration; top_speed: extracts and rounds highest average_speed_mps to 1 decimal,"{""target_db"": ""san_francisco_plus"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local130,local032,local059,local037""}",2025-10-31T09:49:54
bq376,"For each neighborhood in San Francisco where at least one bike share station and at least one crime incident are located, provide the neighborhood name along with the total count of bike share stations and the total number of crime incidents in that neighborhood.",false,false,false,false,false,azure/o3,"local074,local056,local078,local059","station_counts: counts bike share stations per San Francisco neighborhood; crime_counts: counts crime incidents per neighborhood; neighborhood_totals: joins counts, keeps neighborhoods with both, outputs station and incident totals","station_counts: counts bike share stations per San Francisco neighborhood; crime_counts: counts crime incidents per neighborhood; neighborhood_totals: joins counts, keeps neighborhoods with both, outputs station and incident totals","{""target_db"": ""san_francisco_plus"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local074,local056,local078,local059""}",2025-10-31T09:49:59
bq025,"Provide a list of the top 10 countries for the year 2020, ordered by the highest percentage of their population under 20 years old. For each country, include the total population under 20 years old, the total midyear population, and the percentage of the population that is under 20 years old.",false,false,false,false,false,azure/o3,"local074,local157,local015,local283",filtered_2020: filters population table for year 2020; under20_pop: aggregates population under age 20 by country; total_pop: aggregates total midyear population by country; country_stats: joins aggregates and calculates percentage under 20; top10: selects top ten countries by percentage descending,filtered_2020: filters population table for year 2020; under20_pop: aggregates population under age 20 by country; total_pop: aggregates total midyear population by country; country_stats: joins aggregates and calculates percentage under 20; top10: selects top ten countries by percentage descending,"{""target_db"": ""census_bureau_international"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local074,local157,local015,local283""}",2025-10-31T09:50:10
bq115,Which country has the highest percentage of population under the age of 25 in 2017?,false,false,false,false,false,azure/o3,"local021,local067,local229,local077",age_2017: filters population dataset for 2017 records with age_group and population; under25_pop: sums population for age groups starting under 25 per country; total_pop_2017: sums total population across all ages per country; pct_under25: joins aggregates to compute under-25 percentage per country; top_country: selects country with highest under-25 percentage,age_2017: filters population dataset for 2017 records with age_group and population; under25_pop: sums population for age groups starting under 25 per country; total_pop_2017: sums total population across all ages per country; pct_under25: joins aggregates to compute under-25 percentage per country; top_country: selects country with highest under-25 percentage,"{""target_db"": ""census_bureau_international"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local021,local067,local229,local077""}",2025-10-31T09:50:26
bq030,"As of May 10, 2020, among all countries that had more than 50,000 confirmed COVID-19 cases, which three countries had the highest recovery rates based on the total number of recovered cases relative to their total confirmed cases, and what were their respective recovery rates expressed as percentages?",false,false,false,false,false,azure/o3,"local283,local077,local010,local074",date_stats: filters dataset to May 10 2020 snapshot; country_totals: sums confirmed and recovered cases per country; eligible_countries: selects countries with confirmed cases over 50000 and adds recovery_rate percentage; top_recovery: ranks eligible countries by recovery_rate and retains top three,date_stats: filters dataset to May 10 2020 snapshot; country_totals: sums confirmed and recovered cases per country; eligible_countries: selects countries with confirmed cases over 50000 and adds recovery_rate percentage; top_recovery: ranks eligible countries by recovery_rate and retains top three,"{""target_db"": ""covid19_open_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local283,local077,local010,local074""}",2025-10-31T09:50:33
bq018,Which day in March and April had the highest COVID-19 confirmed case growth rate in the United States? The format is MM-DD.,false,false,false,false,false,azure/o3,"local024,local219,local130,local059",us_daily_totals: aggregates total confirmed cases per date for United States; growth_rates: pairs each date with previous to calculate day-over-day growth rate; march_april: filters growth rates to March and April only; ranked_days: ranks filtered dates by growth rate descending to select top day,us_daily_totals: aggregates total confirmed cases per date for United States; growth_rates: pairs each date with previous to calculate day-over-day growth rate; march_april: filters growth rates to March and April only; ranked_days: ranks filtered dates by growth rate descending to select top day,"{""target_db"": ""covid19_open_data"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local024,local219,local130,local059""}",2025-10-31T09:50:41
bq086,"You need to calculate the percentage of each country's population that had been confirmed with COVID-19 by June 30, 2020. The population data for 2018 can be found in the World Bank dataset, and the cumulative COVID-19 confirmed cases data is available in the COVID-19 Open Data dataset. Calculate the percentage of each country's population, that was cumulatively confirmed to have COVID-19",false,false,false,false,false,azure/o3,"local015,local078,local037,local228","population_2018: pulls 2018 total population per country; covid_cases_jun30: extracts cumulative confirmed cases per country for 2020-06-30; country_aliases: aligns country identifiers between datasets; infection_percentage: joins cases and population, computes confirmed cases percent of population","population_2018: pulls 2018 total population per country; covid_cases_jun30: extracts cumulative confirmed cases per country for 2020-06-30; country_aliases: aligns country identifiers between datasets; infection_percentage: joins cases and population, computes confirmed cases percent of population","{""target_db"": ""covid19_open_world_bank"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local015,local078,local037,local228""}",2025-10-31T09:50:51
bq085,"Could you provide, for the United States, France, China, Italy, Spain, Germany, and Iran, the total number of confirmed COVID-19 cases as of April 20, 2020, along with the number of cases per 100,000 people based on their total 2020 populations calculated by summing all relevant population entries from the World Bank data",false,false,false,false,false,azure/o3,"local244,local060,local075,local010","target_countries: enumerates seven requested countries; covid_totals: confirmed cases on 2020-04-20 per target country; pop_totals_2020: total 2020 World Bank population per target country; country_metrics: joins cases and population, calculates cases_per_100k","target_countries: enumerates seven requested countries; covid_totals: confirmed cases on 2020-04-20 per target country; pop_totals_2020: total 2020 World Bank population per target country; country_metrics: joins cases and population, calculates cases_per_100k","{""target_db"": ""covid19_jhu_world_bank"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local244,local060,local075,local010""}",2025-10-31T09:51:04
bq130,"Analyze daily new COVID-19 case counts from March to May 2020, identifying the top five states by daily increases. Please compile a ranking based on how often each state appears in these daily top fives. Then, examine the state that ranks fourth overall and identify its top five counties based on their frequency of appearing in the daily top five new case counts.",false,false,false,false,false,azure/o3,"local199,local021,local219,local066","filtered_cases: filters covid case data to March–May 2020, keeping date, state, county, new_cases; state_daily_totals: sums new_cases per state and date from filtered_cases; daily_state_top5: ranks states by daily_new_cases and retains top 5 per date; state_rankings: counts appearances of each state in daily_state_top5 and identifies the 4th-ranked state; county_daily_totals: aggregates new_cases per county and date for the 4th-ranked state; daily_county_top5: ranks counties by daily_new_cases within the state and keeps top 5 per date; county_rankings: counts appearances per county in daily_county_top5 and orders to find top 5 counties","filtered_cases: filters covid case data to March–May 2020, keeping date, state, county, new_cases; state_daily_totals: sums new_cases per state and date from filtered_cases; daily_state_top5: ranks states by daily_new_cases and retains top 5 per date; state_rankings: counts appearances of each state in daily_state_top5 and identifies the 4th-ranked state; county_daily_totals: aggregates new_cases per county and date for the 4th-ranked state; daily_county_top5: ranks counties by daily_new_cases within the state and keeps top 5 per date; county_rankings: counts appearances per county in daily_county_top5 and orders to find top 5 counties","{""target_db"": ""covid19_nyt"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local199,local021,local219,local066""}",2025-10-31T09:51:29
bq087,"Please calculate the overall percentage change in the average weekly search frequency for the symptom 'Anosmia' across the five New York City counties—Bronx County, Queens County, Kings County, New York County, and Richmond County—by comparing the combined data from January 1, 2019, through December 31, 2019, with the combined data from January 1, 2020, through December 31, 2020.",false,false,false,false,false,azure/o3,"local310,local301,local010,local075",symptom_nyc: filters search data for 'Anosmia' in five NYC counties during 2019-2020; weekly_searches: sums filtered search frequency per ISO week across all counties; yearly_avg: calculates average weekly total for each year; pct_change: derives overall percentage change between 2019 and 2020 averages,symptom_nyc: filters search data for 'Anosmia' in five NYC counties during 2019-2020; weekly_searches: sums filtered search frequency per ISO week across all counties; yearly_avg: calculates average weekly total for each year; pct_change: derives overall percentage change between 2019 and 2020 averages,"{""target_db"": ""covid19_symptom_search"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local310,local301,local010,local075""}",2025-10-31T09:51:36
bq088,"Please calculate the average levels of anxiety and depression symptoms from the weekly country data for the United States during the periods from January 1, 2019, to January 1, 2020, and from January 1, 2020, to January 1, 2021. Then, compute the percentage increase in these average symptom levels from the 2019 period to the 2020 period.",false,false,false,false,false,azure/o3,"local015,local021,local064,local074",us_weekly_data: filters to United States rows dated 2019-01-01 to 2021-01-01; labeled_periods: tags each week as 2019 or 2020 period; period_avgs: computes average anxiety and depression per period; pct_change: calculates percentage increase from 2019 to 2020 averages,us_weekly_data: filters to United States rows dated 2019-01-01 to 2021-01-01; labeled_periods: tags each week as 2019 or 2020 period; period_avgs: computes average anxiety and depression per period; pct_change: calculates percentage increase from 2019 to 2020 averages,"{""target_db"": ""covid19_symptom_search"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local015,local021,local064,local074""}",2025-10-31T09:51:44
bq089,"Given the latest population estimates from the 2018 five-year American Community Survey, what is the number of vaccine sites per 1000 people for counties in California?",false,false,false,false,false,azure/o3,"local074,local075,local067,local201","ca_population_2018: pulls 2018 ACS 5-year total population for each California county; ca_vaccine_sites: selects vaccine site locations within California, with associated county identifiers; site_counts: aggregates count of vaccine sites per county; county_rates: joins site_counts to population to calculate sites per 1000 residents","ca_population_2018: pulls 2018 ACS 5-year total population for each California county; ca_vaccine_sites: selects vaccine site locations within California, with associated county identifiers; site_counts: aggregates count of vaccine sites per county; county_rates: joins site_counts to population to calculate sites per 1000 residents","{""target_db"": ""covid19_usa"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local074,local075,local067,local201""}",2025-10-31T09:51:52
bq407,"Find the top three counties with populations over 50,000, using the 2020 5-year census data, that had the highest COVID-19 case fatality rates on August 27, 2020. For these counties, provide the name, state, median age, total population, number of confirmed COVID-19 cases per 100,000 people, number of deaths per 100,000 people, and the case fatality rate as a percentage",false,false,false,false,false,azure/o3,"local077,local066,local074,local097","census_2020: filters 2020 ACS county demographics to pop>50000, keeping county_id, name, state, median_age, population; covid_aug27: extracts county confirmed cases and deaths for 2020-08-27; county_rates: joins census_2020 with covid_aug27, computes cases_per_100k, deaths_per_100k, case_fatality_pct; top3_cfr: selects top three counties by case_fatality_pct descending for final output","census_2020: filters 2020 ACS county demographics to pop>50000, keeping county_id, name, state, median_age, population; covid_aug27: extracts county confirmed cases and deaths for 2020-08-27; county_rates: joins census_2020 with covid_aug27, computes cases_per_100k, deaths_per_100k, case_fatality_pct; top3_cfr: selects top three counties by case_fatality_pct descending for final output","{""target_db"": ""covid19_usa"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local077,local066,local074,local097""}",2025-10-31T09:52:01
bq137,"Please find all zip code areas located within 10 kilometers of the coordinates (-122.3321, 47.6062) by joining the 2010 census population data (summing only male and female populations with no age constraints) and the zip code area information, and return each area’s polygon, land and water area in meters, latitude and longitude, state code, state name, city, county, and total population.",false,false,false,false,true,azure/o3,"local301,local017,local201,local074","ref_point: single-row CTE holding geography point; nearby_zips: zip polygons within 10km of ref_point; pop_totals_2010: sums 2010 male and female population per zip; zip_centroids: extracts centroid latitude and longitude for nearby_zips; enriched_zips: joins nearby_zips, pop_totals_2010, zip_centroids to output polygon, land_water_area, state, city, county, population","ref_point: single-row CTE holding geography point; nearby_zips: zip polygons within 10km of ref_point; pop_totals_2010: sums 2010 male and female population per zip; zip_centroids: extracts centroid latitude and longitude for nearby_zips; enriched_zips: joins nearby_zips, pop_totals_2010, zip_centroids to output polygon, land_water_area, state, city, county, population","{""target_db"": ""census_bureau_usa"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local301,local017,local201,local074""}",2025-10-31T09:52:18
bq060,Which top 3 countries had the highest net migration in 2017 among those with an area greater than 500 square kilometers? And what are their migration rates?,false,false,false,false,false,azure/o3,"local003,local024,local099,local026","stats_2017: selects 2017 country records with net_migration, population, area; area_eligible: filters to area greater than 500 sq km; with_rate: adds migration_rate as net_migration divided by population; top3_countries: selects top 3 countries by net_migration, returning rate","stats_2017: selects 2017 country records with net_migration, population, area; area_eligible: filters to area greater than 500 sq km; with_rate: adds migration_rate as net_migration divided by population; top3_countries: selects top 3 countries by net_migration, returning rate","{""target_db"": ""census_bureau_international"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local003,local024,local099,local026""}",2025-10-31T09:52:31
bq338,"Can you find the census tracts in the 36047 area that are among the top 20 for the largest percentage increases in population from 2011 to 2018, are also among the top 20 for the largest absolute increases in median income during the same period, and had over 1,000 residents in each of those years?",false,false,false,false,false,azure/o3,"local032,local329,local078,local066","base_stats: selects 2011 and 2018 population and median income for tracts in county 36047; population_growth: computes pop_2011, pop_2018, pct_growth and filters tracts with >1000 residents both years; income_growth: computes income_2011, income_2018, abs_income_change; top20_pct_pop: keeps 20 tracts with largest pct_growth; top20_abs_income: keeps 20 tracts with largest abs_income_change; qualifying_tracts: intersects both top lists, returning tracts meeting all criteria with growth metrics","base_stats: selects 2011 and 2018 population and median income for tracts in county 36047; population_growth: computes pop_2011, pop_2018, pct_growth and filters tracts with >1000 residents both years; income_growth: computes income_2011, income_2018, abs_income_change; top20_pct_pop: keeps 20 tracts with largest pct_growth; top20_abs_income: keeps 20 tracts with largest abs_income_change; qualifying_tracts: intersects both top lists, returning tracts meeting all criteria with growth metrics","{""target_db"": ""census_bureau_acs_1"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local032,local329,local078,local066""}",2025-10-31T09:52:49
bq061,Which census tract has witnessed the largest increase in median income between 2015 and 2018 in California? Tell me the tract code.,false,false,false,false,false,azure/o3,"local064,local075,local010,local099",ca_years: filters census income records for California and years 2015 and 2018; tract_year_income: aggregates median income per tract per year; income_change: pivots 2015 and 2018 incomes per tract and computes increase; top_tract: selects tract with largest positive median-income increase,ca_years: filters census income records for California and years 2015 and 2018; tract_year_income: aggregates median income per tract per year; income_change: pivots 2015 and 2018 incomes per tract and computes increase; top_tract: selects tract with largest positive median-income increase,"{""target_db"": ""census_bureau_acs_1"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local064,local075,local010,local099""}",2025-10-31T09:52:55
bq064,"Using the 2017 U.S. Census Tract data from the BigQuery public datasets, you need to proportionally allocate each tract's population and income to the zip codes based on the overlapping area between their geographic boundaries. Then, filter the results to include only those zip codes located within a 5-mile radius of a specific point in Washington State, with coordinates at latitude 47.685833°N and longitude -122.191667°W. Finally, calculate the total population and the average individual income for each zip code (rounded to one decimal place) and sort the results by the average individual income in descending order.",false,false,false,false,true,azure/o3,"local194,local199,local130,local003","census_tracts_2017: tract geometry, population, total income from 2017 Census dataset; zip_boundaries: zip code polygons and centroids from public boundary data; tract_zip_intersections: overlap area and proportion between tracts and zips; allocated_metrics: applies overlap proportion to allocate tract population and income to zips; nearby_zips: zips whose centroid lies within 5-mile radius of 47.685833 -122.191667; zip_level_stats: aggregates allocated values per zip, computes total population and rounded average income, sorted by income descending","census_tracts_2017: tract geometry, population, total income from 2017 Census dataset; zip_boundaries: zip code polygons and centroids from public boundary data; tract_zip_intersections: overlap area and proportion between tracts and zips; allocated_metrics: applies overlap proportion to allocate tract population and income to zips; nearby_zips: zips whose centroid lies within 5-mile radius of 47.685833 -122.191667; zip_level_stats: aggregates allocated values per zip, computes total population and rounded average income, sorted by income descending","{""target_db"": ""census_bureau_acs_1"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local194,local199,local130,local003""}",2025-10-31T09:53:16
bq461,"Please provide a chronological summary of all scoring plays from the 2014 season game where the Wildcats were the home team and the Fighting Irish were the away team. Include for each scoring event the game clock, cumulative scores for both teams (Wildcats and Fighting Irish), the team that scored, and a description of the event.",false,false,false,false,false,azure/o3,"local060,local283,local219,local196","team_ids: retrieves ids for Wildcats and Fighting Irish; selected_game: selects 2014 game_id with Wildcats home and Fighting Irish away; scoring_events: pulls scoring plays for that game with clock, scorer, points, description; cumulative_scores: computes running totals per team over ordered scoring events","team_ids: retrieves ids for Wildcats and Fighting Irish; selected_game: selects 2014 game_id with Wildcats home and Fighting Irish away; scoring_events: pulls scoring plays for that game with clock, scorer, points, description; cumulative_scores: computes running totals per team over ordered scoring events","{""target_db"": ""ncaa_basketball"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local060,local283,local219,local196""}",2025-10-31T09:53:28
bq198,"List the top 5 universities with the most seasons where they achieved the maximum wins in their respective NCAA basketball seasons between 1900-2000, showing each team's total number of such peak-performance seasons, while excluding entries with missing team names.",false,false,false,false,false,azure/o3,"local201,local024,local021,local311",filtered_seasons: selects 1900–2000 season records with non-null university names and win totals; season_max_wins: finds maximum wins per season; season_leaders: keeps universities matching each season's maximum wins; team_season_counts: counts leader seasons per university; ranked_universities: orders universities by season count desc and limits to top five,filtered_seasons: selects 1900–2000 season records with non-null university names and win totals; season_max_wins: finds maximum wins per season; season_leaders: keeps universities matching each season's maximum wins; team_season_counts: counts leader seasons per university; ranked_universities: orders universities by season count desc and limits to top five,"{""target_db"": ""ncaa_basketball"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local201,local024,local021,local311""}",2025-10-31T09:53:35
bq462,"Please generate a table from the NCAA basketball dataset that lists the top five records in each of these four categories: (1) Top Venues - the largest venues by seating capacity with Date shown as 'N/A'; (2) Biggest Championship Margins - National Championship games since the 2016 season (season > 2015) with the biggest point margin victories; (3) Highest Scoring Games - games since the 2011 season (season > 2010) with the highest total points scored by both teams combined; and (4) Total Threes - games since the 2011 season (season > 2010) with the highest total three-pointers made by both teams combined. The final table should be organized with columns for Category, Date, Matchup or Venue, and Key Metric, with each category's 5 records presented in descending order of their key metric.",false,false,false,false,false,azure/o3,"local056,local300,local077,local067","venues_top5: selects five largest venues by capacity, sets category and date 'N/A'; champ_margins_top5: grabs post-2015 national championship games, computes victory margin, keeps top five; games_since_2011: filters season>2010 games, adds total_points, total_threes, matchup text; high_scores_top5: selects five highest total_points games, tags category; high_threes_top5: selects five highest total_threes games, tags category; final_rows: union all category tables and project Category, Date, Matchup_or_Venue, Key_Metric ordered per category","venues_top5: selects five largest venues by capacity, sets category and date 'N/A'; champ_margins_top5: grabs post-2015 national championship games, computes victory margin, keeps top five; games_since_2011: filters season>2010 games, adds total_points, total_threes, matchup text; high_scores_top5: selects five highest total_points games, tags category; high_threes_top5: selects five highest total_threes games, tags category; final_rows: union all category tables and project Category, Date, Matchup_or_Venue, Key_Metric ordered per category","{""target_db"": ""ncaa_basketball"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local056,local300,local077,local067""}",2025-10-31T09:53:58
bq427,"Could you determine, for each shot type, the average x and y coordinates (adjusted to ensure consistency regarding the left or right basket), the average number of shot attempts, and the average number of successful shots, considering only shots taken before March 15, 2018, excluding those with null shot types or coordinates, ensuring the shots are on the correct side of the court based on the team's basket.",false,false,false,false,true,azure/o3,"local141,local329,local026,local099","pre_2018_shots: filters shots before 2018-03-15 with non-null shot_type and coordinates; correct_side: retains shots taken at team’s offensive basket side; adjusted_coords: computes basket-normalized x and y coordinates; game_level_counts: aggregates attempts and made counts per game and shot_type; shot_type_avgs: averages adjusted_x, adjusted_y, attempts, and made counts across games for each shot_type","pre_2018_shots: filters shots before 2018-03-15 with non-null shot_type and coordinates; correct_side: retains shots taken at team’s offensive basket side; adjusted_coords: computes basket-normalized x and y coordinates; game_level_counts: aggregates attempts and made counts per game and shot_type; shot_type_avgs: averages adjusted_x, adjusted_y, attempts, and made counts across games for each shot_type","{""target_db"": ""ncaa_basketball"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local141,local329,local026,local099""}",2025-10-31T09:54:17
bq428,"For the top five team markets with the highest number of distinct players who scored at least 15 points during the second period of games between 2010 and 2018, provide details of each game they played in NCAA basketball historical tournament matches during the same period, as specified in the data model document.",false,false,false,false,true,azure/o3,"local070,local017,local066,local194","period_scorers: selects 2010-2018 player stats with period=2 and points≥15, adding team market and player id; market_player_counts: counts distinct scorers per market; top_markets: keeps five markets with highest scorer counts; tourney_games: pulls NCAA tournament games from 2010-2018 with both team and opponent details; target_games: filters tourney_games where either team market is in top_markets","period_scorers: selects 2010-2018 player stats with period=2 and points≥15, adding team market and player id; market_player_counts: counts distinct scorers per market; top_markets: keeps five markets with highest scorer counts; tourney_games: pulls NCAA tournament games from 2010-2018 with both team and opponent details; target_games: filters tourney_games where either team market is in top_markets","{""target_db"": ""ncaa_basketball"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local070,local017,local066,local194""}",2025-10-31T09:54:26
bq144,"Create a dataset by combining NCAA men's basketball tournament game outcomes from the 2014 season onwards, including both the historical tournament games and the 2018 tournament results, with the corresponding pace and efficiency performance metrics for each team and their opponents from the feature_engineering data. The dataset should include the season, game outcome labels (win or loss), team and opponent seeds, school names, pace and efficiency rankings, statistical values, and the differences between the team's and the opponent's metrics to enable a comprehensive analysis of team and opponent dynamics.",false,false,false,false,true,azure/o3,"local300,local064,local078,local037","tourney_games: unions 2014-onward tournament match records including 2018 data with season, winners, losers, seeds, schools; expanded_outcomes: creates team-centric win/loss rows from each game with opponent info; team_metrics: pulls pace and efficiency stats per season and school from feature_engineering; games_with_stats: joins expanded outcomes with team and opponent metrics; feature_diffs: derives metric differences and outputs final analytical dataset","tourney_games: unions 2014-onward tournament match records including 2018 data with season, winners, losers, seeds, schools; expanded_outcomes: creates team-centric win/loss rows from each game with opponent info; team_metrics: pulls pace and efficiency stats per season and school from feature_engineering; games_with_stats: joins expanded outcomes with team and opponent metrics; feature_diffs: derives metric differences and outputs final analytical dataset","{""target_db"": ""ncaa_insights"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local300,local064,local078,local037""}",2025-10-31T09:54:45
bq113,"Which county in Utah experienced the greatest percentage increase in construction employment from 2000 to 2018, calculated by averaging the employment levels during the third month of each quarter in those years? What is the corresponding percentage increase?",false,false,false,false,false,azure/o3,"local130,local097,local264,local021",utah_construct_months: filter to Utah construction records for March June Sept Dec in 2000 and 2018; yearly_avg: average employment per county and year from quarterly third-month values; year_comparison: join 2018 and 2000 averages per county; pct_growth: calculate percentage increase and keep county with highest growth,utah_construct_months: filter to Utah construction records for March June Sept Dec in 2000 and 2018; yearly_avg: average employment per county and year from quarterly third-month values; year_comparison: join 2018 and 2000 averages per county; pct_growth: calculate percentage increase and keep county with highest growth,"{""target_db"": ""bls"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local130,local097,local264,local021""}",2025-10-31T09:54:54
bq112,"Between 1998 and 2017, for Allegheny County in the Pittsburgh area, did the average annual wages for all industries keep pace with the inflation of all consumer items, and what were the respective percentage growth rates (to two decimal places) for wages and the CPI over that period?",false,false,false,false,false,azure/o3,"local244,local021,local141,local075","wage_allegheny: Allegheny County average annual wage per year 1998-2017 for all industries; wage_growth: Selects 1998 and 2017 wage values, returning percent change rounded to two decimals; cpi_annual: Annual CPI All Items index values 1998-2017; cpi_growth: Selects 1998 and 2017 CPI values, returning percent change rounded to two decimals","wage_allegheny: Allegheny County average annual wage per year 1998-2017 for all industries; wage_growth: Selects 1998 and 2017 wage values, returning percent change rounded to two decimals; cpi_annual: Annual CPI All Items index values 1998-2017; cpi_growth: Selects 1998 and 2017 CPI values, returning percent change rounded to two decimals","{""target_db"": ""bls"", ""candidates_total"": 42, ""same_db_total"": 0, ""used_same_db_pool"": ""false"", ""chosen_ids"": ""local244,local021,local141,local075""}",2025-10-31T09:55:10
