mem_id,instance_id,db,scope,sql_operations,table,column,data_type,nulls,rule
47,local041,modern_data,db,aggregation;count;round;numeric_precision;where;division;percent;cte_definition,all,all,numeric,all,"REMEMBER: Ensure numerical results in financial or quantitative calculations using columns from [actual database tables, e.g., pricing, metrics] are rounded to match required decimal format | CONTEXT: Queries with columns such as amounts, averages, or calculated rates may produce excessive decimal precision leading to formatting mismatches | WHEN_TO_CHECK: When outputting computed values from numeric columns in tables such as pricing, finances, or scoring metrics | EXAMPLE_USAGE: If the question requires two decimal places, use 'ROUND(amount, 2)' in the SELECT clause. Without this, 'SELECT AVG(price)' might yield '78.153333...' instead of the required '78.15'."
48,local041,modern_data,generic,aggregation;round;numeric_precision,all,all,numeric,all,"ENSURE: Output numeric results are rounded to the required decimal precision as stated in the task | PRINCIPLE: SQL calculations may return high-precision values; missing explicit rounding can cause output mismatches even if the core calculation logic is correct | WHEN_TO_APPLY: Whenever computed numeric results are included in the SELECT output, especially for financial or reporting queries where a specific format is required | EXAMPLE_USAGE: When a query produces '78.153333...' but the required output is '78.15', wrap the expression with 'ROUND(expression, 2)' in the SELECT clause. Not doing this leads to mismatched formatting against the expected results."
49,local055,chinook,db,aggregation;round;abs;sum;avg;group by;order by;limit;join;where,all,all,numeric,all,"REMEMBER: If the logic requires numerical comparison or precision reporting on columns from your database tables, verify whether rounding is required to match specifications or to avoid floating-point discrepancies | CONTEXT: Numeric outputs derived from calculations on your database's number/decimal-type columns may produce more decimal places than needed, potentially causing mismatches against spec or GOLD output | WHEN_TO_CHECK: When SELECTing or computing values that require precise decimal formatting, such as calculated differences, averages, or ratios based on numeric columns | EXAMPLE_USAGE: If the final calculation is ABS(value1 - value2), make sure to wrap with ROUND(ABS(value1 - value2), 9) if expected output is to 9 decimal places. Not applying ROUND may result in outputs like 1.2333333333333334 instead of the required 1.233333333."
50,local055,chinook,generic,aggregation;round;abs;sum;avg;group by;order by;limit;join;where,all,all,numeric,all,"ENSURE: Numerical calculations in SELECT clauses are explicitly rounded to the required number of decimal places where output formatting or test exactness depends on it | PRINCIPLE: Floating-point arithmetic in SQL can produce results with imprecise or extra decimal digits; rounding ensures consistent, test-aligned results | WHEN_TO_APPLY: Whenever final SELECT statements output computed numeric values that must align with strict formatting or answer tolerances | EXAMPLE_USAGE: If a question requires output to 9 decimal places, use ROUND(expression, 9). For example, ROUND(ABS(a - b), 9) is correct; simply using ABS(a - b) may yield slight precision differences and cause answer mismatches."
51,local056,SQLITE_SAKILA,db,aggregation;avg;abs,customers,customers.change,numeric,all,"ENSURE: When calculating average monthly change using the 'change' column from the customers table, compute AVG(ABS(change)) rather than AVG(change) to get the average absolute change | CONTEXT: The 'customers' table stores per-month monetary 'change' amounts, which can be positive or negative; analyzing average customer volatility requires treating the change's magnitude, not its direction | WHEN_TO_CHECK: Whenever calculating customer average change over time using the 'change' column from the 'customers' table | EXAMPLE_USAGE: 'SELECT AVG(ABS(change)) FROM customers' is correct to find average month-to-month dollar change; 'SELECT AVG(change) FROM customers' incorrectly cancels out gains and losses, providing a misleadingly low value for volatility analysis."
52,local056,SQLITE_SAKILA,db,filter;where;null_handling,customers,customers.prev_month_amount,numeric,Yes,"VERIFY: Exclude months where no previous month value exists (i.e., prev_month_amount IS NULL) when analyzing month-over-month changes in the customers table | CONTEXT: The first available data month for a customer will have prev_month_amount as NULL, signaling no change should be computed for that record | WHEN_TO_CHECK: When computing average or total change metrics using 'change' and 'prev_month_amount' columns of the customers table | EXAMPLE_USAGE: 'WHERE prev_month_amount IS NOT NULL' ensures only valid month pairs are included; Omitting this filter (e.g., 'SELECT ... FROM customers') means the first month per customer could include NULL or misleading zero change, distorting averages."
53,local056,SQLITE_SAKILA,generic,aggregation;avg;abs,all,all,numeric,all,"VERIFY: When calculating average change over time, use AVG(ABS(value_difference)) if measuring volatility or typical size of change, not AVG(value_difference) | PRINCIPLE: The average of signed changes can net out gains and losses, understating actual volatility or change magnitude; the absolute average captures typical movement size regardless of direction | WHEN_TO_APPLY: Any time an average of change, delta, or difference is needed and the analysis cares about magnitude rather than direction | EXAMPLE_USAGE: In computing customer average monthly account changes, 'AVG(ABS(amount - prev_amount))' reflects gross activity; using 'AVG(amount - prev_amount)' could mask churn due to offsetting positive and negative changes."
54,local056,SQLITE_SAKILA,generic,filter;where;null_handling,all,all,all,Yes,"ENSURE: Rows without an appropriate prior period (i.e., no valid basis for difference calculation) are excluded from change/difference aggregations | PRINCIPLE: Including records with missing or NULL values in difference calculations leads to inaccurate results; differences require an existing prior value | WHEN_TO_APPLY: Whenever computing change between periods (dates, months, events), especially when the earliest record for each entity lacks a ""previous"" value | EXAMPLE_USAGE: When measuring month-to-month customer balance changes, filter out first month per customer (where prior balance is NULL); otherwise, averages and totals may reflect spurious or NULL values."
55,local059,education_business,db,where;filter;date;aggregation;group by,hardware_fact_sales_monthly,hardware_fact_sales_monthly.date,date,all,"ENSURE: When filtering for 2021 sales data in the sales table, use ""date LIKE '2021-%'"" on the date column rather than fiscal_year = 2021 | CONTEXT: The sales table contains both a fiscal_year column and a date column; fiscal_year may not always align with the actual calendar year dates, leading to potential inclusion of ineligible records in yearly aggregates if fiscal_year is used | WHEN_TO_CHECK: Whenever extracting or aggregating data for the 2021 calendar year from the sales table | EXAMPLE_USAGE: Correct—WHERE s.date LIKE '2021-%' ensures only sales with actual 2021 dates are included; Incorrect—WHERE s.fiscal_year = 2021 can include sales with transaction dates outside 2021 or exclude valid 2021 records if fiscal definitions differ from calendar years."
56,local059,education_business,generic,where;filter;date;aggregation;group by,all,all,all,all,"VERIFY: Date-based filters use precise date columns rather than fiscal or derived year columns unless fiscal/budget periods are explicitly required | PRINCIPLE: Direct filtering on date or timestamp columns ensures alignment with target calendar periods, whereas year or fiscal fields may have different definitions or shifts; this affects accuracy in period-based aggregates | WHEN_TO_APPLY: When queries need to extract data for an exact calendar period (e.g., the 2021 calendar year) and tables have multiple period/temporal columns (calendar date, fiscal_year, etc.) | EXAMPLE_USAGE: When restricting sales records to 2021, filtering with ""WHERE date_col LIKE '2021-%'"" or ""EXTRACT(YEAR FROM date_col) = 2021"" is correct for calendar-year aggregates; using ""WHERE fiscal_year = 2021"" may include records from adjacent years if fiscal definitions differ, resulting in over/under-counting."
57,local064,bank_sales_trading,db,cross join,customers,all,all,all,"ENSURE: Generate all required customer/month combinations by CROSS JOINing the customers table with a months table or series when calculating periodic balances, to cover periods with no transactions | CONTEXT: The customers table contains all customers, and periodic reporting must report for all months and all customers, even if no matching transaction rows exist in the transactions table | WHEN_TO_CHECK: When determining balances or activity summaries per customer per month from customers and transactions | EXAMPLE_USAGE: To produce month-end balances including zero-activity months, CROSS JOIN customers with a months table (e.g., generating all months for 2020) before joining with transactions. Failing to do this and directly filtering from transactions will exclude months where customers had no transactions."
58,local064,bank_sales_trading,db,cross join;left join;aggregation,customer_months,all,all,all,"VERIFY: Use a LEFT JOIN from the customer/month master set (built from customers CROSS JOIN months) to the transactions table when calculating sums, to ensure customers/months with no transactions are retained in results | CONTEXT: The transactions table may lack records for given customer-month pairs; LEFT JOIN preserves all pairs from the CROSS JOIN | WHEN_TO_CHECK: When relating customers/months to transactions data to compute balances or transactional aggregates | EXAMPLE_USAGE: Starting from all possible customer-month pairs, LEFT JOIN to transactions to allow months with no activity to show zero balances. Using INNER JOIN or filtering only on transactions drops such periods from results."
59,local064,bank_sales_trading,db,aggregation,customer_transactions,customer_transactions.txn_type,str,all,"ENSURE: Both 'deposit' and 'purchase' transaction types are included and correctly signed (add for deposits, subtract for purchases) when calculating net changes to balances from the transactions table | CONTEXT: The transactions table distinguishes transaction types; 'deposit' should count positively, 'purchase' negatively | WHEN_TO_CHECK: When aggregating or calculating balance changes from transactions | EXAMPLE_USAGE: When calculating balances, sum 'deposit' amounts as positive and 'purchase' amounts as negative. Omitting 'purchase' types leads to inflated end balances."
60,local064,bank_sales_trading,db,coalesce;aggregation;left join,month_end_balances,all,numeric,Yes,"REMEMBER: Null sums from months with no matching transactions must be converted to zero using COALESCE or similar functions to report correct balances | CONTEXT: Aggregating over LEFT JOINs between customer/months and transactions may yield NULLs where no transactions exist | WHEN_TO_CHECK: When reporting sums (e.g., SUM(amount)) after LEFT JOINs from customer/months to transactions | EXAMPLE_USAGE: Use COALESCE(SUM(...), 0) so customer-months with no transactions appear as zero instead of NULL; omitting COALESCE produces NULLs that are incorrect for financial reporting."
61,local064,bank_sales_trading,generic,cross join;left join,all,all,all,all,"ENSURE: For completeness in period-based reports, create a master set of all expected entity/time combinations (e.g., every user/month) prior to joining with events, using CROSS JOIN with a calendar or series table | PRINCIPLE: When calculating summaries over time (or other dimensions), events tables alone may be incomplete due to missing rows for inactive periods | WHEN_TO_APPLY: Whenever the desired output requires data for all entities and all time periods, not just those present in a fact table | EXAMPLE_USAGE: When producing a table of balances per user per month, first CROSS JOIN all users with all required months, then LEFT JOIN to the event or fact table (e.g., transactions). If you just select from events, users with no events in some months will be omitted."
62,local064,bank_sales_trading,generic,left join;aggregation,all,all,all,all,"VERIFY: Use LEFT JOIN from the entity/dimension set to event/fact tables when aggregating, to preserve all expected output rows—even those with no matching facts | PRINCIPLE: LEFT JOIN ensures inclusion of dimension entities with no associated facts, while INNER JOIN omits them | WHEN_TO_APPLY: When the output must list all entities/dimension values even if they have missing/missing facts | EXAMPLE_USAGE: LEFT JOIN a users/dates set to an events table to ensure inactive users or periods appear as zero/null counts; using INNER JOIN would drop these cases."
63,local064,bank_sales_trading,generic,aggregation,all,all,all,all,"CHECK: Assign correct positive or negative signs to different types of transactions or events when aggregating net value | PRINCIPLE: Transaction or event types may represent additions or deductions in aggregates and must be signed accordingly | WHEN_TO_APPLY: When an aggregation depends on the type of transaction/event to determine whether to add/subtract value | EXAMPLE_USAGE: When summing amounts to compute balances, ensure credits are added and debits/purchases are subtracted. Omitting/ignoring the sign distinction yields inflated or incorrect totals."
64,local064,bank_sales_trading,generic,coalesce;aggregation;left join,all,all,all,Yes,"ENSURE: Use COALESCE (or ISNULL) to convert NULLs to zero when aggregating after LEFT JOINs, to avoid NULLs in numerical results for missing facts | PRINCIPLE: Aggregates such as SUM on unmatched LEFT JOINs will return NULL rather than zero by default | WHEN_TO_APPLY: When reporting numeric aggregates in presence of possible missing values from an OUTER JOIN | EXAMPLE_USAGE: In a user/month aggregate, use COALESCE(SUM(amount), 0) to report zero when no data is present; omitting COALESCE leads to NULL, which is often undesirable."
65,local068,city_legislation,db,aggregation;window;round;filter;partition by,all,all,numeric,all,"REMEMBER: whenever presenting calculated year-over-year growth metrics, ensure the numeric precision matches expected output (e.g., 14 decimal places) and the value is formatted with a trailing '%' sign | CONTEXT: Year-over-year calculations often use ROUND() functions in SELECT statements or computed columns, and post-formatting is required for presentation; lacking the high precision or missing the '%' can cause validation failures against GOLD output | WHEN_TO_CHECK: When selecting or displaying calculated growth rate columns like year_over_year or total_year_over_year from aggregated/statistical results | EXAMPLE_USAGE: For a value like (new - old)/old * 100, use 'ROUND(..., 14) || '%'' to produce '6.976744186046512%' instead of just '6.98' or '6.98%' (missing required significant digits)."
66,local068,city_legislation,generic,round;aggregation,all,all,numeric,all,"ENSURE: numeric presentation precision and formatting exactly matches specification for calculated output columns | PRINCIPLE: Even small differences in rounding or formatting (such as omitting trailing zeros or symbols like '%') can yield validation differences, so output must match the required specification | WHEN_TO_APPLY: Whenever producing or displaying numerically derived columns intended for direct result consumption or comparison (such as ratios, growth rates, or percentages) | EXAMPLE_USAGE: If required to present a percentage value at 14 decimal places with a '%' sign, write ""ROUND(calc, 14) || '%'"", not just ROUND(calc, 2) or ROUND(calc, 14); omitting digits or symbols (e.g., '6.98' or '6.98%' for '6.976744186046512%') causes mismatches."
67,local071,world_cities,db,select;distinct;row_number;over;partition by;order by;group by;julianday;where;filter,cities,country_code_2;insert_date,date;id,all,"ENSURE: When computing the longest streak of consecutive insert_date values per country in the cities table, apply SELECT DISTINCT on (country_code_2, insert_date) before computing ROW_NUMBER() to avoid duplicate streak counts when multiple cities share the same insert date | CONTEXT: Multiple cities may be inserted on the same date in the same country; without DISTINCT the same date receives different row numbers, creating artificial gaps that break julianday-minus-row-number streak grouping | WHEN_TO_CHECK: When using the julianday(insert_date) - ROW_NUMBER() OVER (PARTITION BY country_code_2 ORDER BY insert_date) trick to group consecutive dates | EXAMPLE_USAGE: 'WITH deduped AS (SELECT DISTINCT country_code_2, insert_date FROM cities WHERE ...) SELECT country_code_2, julianday(insert_date) - ROW_NUMBER() OVER (PARTITION BY country_code_2 ORDER BY insert_date) AS grp ...'. Without the DISTINCT, two rows on the same date produce different grp values and get counted as separate streaks."
68,local071,world_cities,generic,select;distinct;row_number;over;partition by;julianday,all,all,date,all,"VERIFY: Deduplicate rows on (group_key, date_col) before applying the ROW_NUMBER()-based consecutive date streak trick | PRINCIPLE: The julianday(date) - ROW_NUMBER() method for grouping consecutive date runs requires exactly one row per (group, date); if the same date has multiple rows, they receive different row numbers making julianday(date)-N differ from julianday(date)-(N+1) and falsely breaking the streak | WHEN_TO_APPLY: Any time ROW_NUMBER() OVER (PARTITION BY ... ORDER BY date_col) is used to detect consecutive date sequences | EXAMPLE_USAGE: Always wrap in 'SELECT DISTINCT group_key, date_col FROM source_table' before the ROW_NUMBER() window. Failure to deduplicate is a silent correctness bug—the query runs without error but produces shorter streak lengths."
69,local075,bank_sales_trading,db,aggregation;sum;case;exists;not exists;filter;subquery;group by,user_event,user_event.event_type,int,all,"ENSURE: when calculating ""abandoned carts"" and ""completed purchases"" from user_event logs, event_type=2 should be paired with either a NOT EXISTS or EXISTS check for event_type=3 for the same cart context | CONTEXT: The user_event table uses event_type=2 for adding to cart and event_type=3 for purchases; distinguishing carts that were abandoned versus completed requires correct subquery logic referencing both event types | WHEN_TO_CHECK: When aggregating event counts for carts, purchases, or cart abandonment within the user_event table | EXAMPLE_USAGE: To count abandoned carts, use SUM(CASE WHEN event_type=2 AND NOT EXISTS (SELECT 1 FROM user_event AS t2 WHERE ... AND t2.event_type=3) THEN 1 ELSE 0 END). To count completed purchases, use SUM(CASE WHEN event_type=2 AND EXISTS (SELECT 1 FROM user_event AS t2 WHERE ... AND t2.event_type=3) THEN 1 ELSE 0 END). Failing to include the EXISTS/NOT EXISTS logic results in incorrect counts that cannot differentiate between abandoned and completed carts."
70,local075,bank_sales_trading,generic,aggregation;sum;case;exists;not exists;filter;subquery;group by,all,all,all,all,"VERIFY: Conditional aggregations on sequence or event tables use correlated EXISTS or NOT EXISTS subqueries to distinguish subsequent behaviors | PRINCIPLE: When different event_types in a log table represent related but sequential user actions (e.g., add-to-cart vs purchase), correlated subqueries checking for later events enable accurate ""funnel"" metrics like abandonment or completion | WHEN_TO_APPLY: When aggregating by event_type and needing to detect presence/absence of a downstream event for the same entity (e.g., user, cart, session) | EXAMPLE_USAGE: When counting how many added-to-cart actions did NOT lead to a purchase, structure aggregation as SUM(CASE WHEN event_type=2 AND NOT EXISTS (SELECT ... WHERE event_type=3 ...) THEN 1 ELSE 0 END). Simply summing event_type=2 leads to overcounting; omitting the correlated NOT EXISTS fails to exclude conversions."
71,local081,northwind,db,aggregation;count;division;multiplication;round;group by;order by,ordered_groups,ordered_groups.percentage,numeric,all,"ENSURE: ROUND precision for percentage calculations matches reporting requirements—increase to 8 decimal places where high numerical fidelity is necessary | CONTEXT: When calculating percentage values using aggregate functions and presenting results, insufficient decimal places may lead to mismatches with expected output and misinterpretation of data accuracy | WHEN_TO_CHECK: When presenting percentage results computed from aggregate expressions in any SELECT clause across tables in this database (e.g., division followed by multiplication by 100 and a ROUND function) | EXAMPLE_USAGE: Using 'ROUND(percentage, 2)' can output 33.33, but if 8 decimal places are required (as by gold output), 'ROUND(percentage, 8)' should be used for 33.33333333; insufficient precision will fail data validation even if underlying logic is otherwise correct."
72,local081,northwind,generic,aggregation;round,all,all,numeric,all,"VERIFY: Required decimal precision in numeric output matches the benchmark specification | PRINCIPLE: Output validation can fail if the number of decimal places retained in a computed value (e.g., a percentage in SELECT) does not strictly match the reference/gold standard, even if calculation methods are otherwise correct | WHEN_TO_APPLY: When query output includes rounded or formatted numeric values for display or matching reference results | EXAMPLE_USAGE: When required output is '42.85714286%' and the query uses 'ROUND(value, 2)' producing '42.86%', adjust to 'ROUND(value, 8)' or otherwise match the reference precision exactly. Always compare both underlying computation and output formatting to the standard."
73,local081,northwind,db,select;case;order by;group by;sum;filter;where,orders;order_details,orderid;orderdate;unitprice;quantity,numeric;date,all,"ENSURE: When presenting labeled spending-group categories (e.g., Low / Mid / High / Very High) in output, enforce the intended display sequence with an explicit CASE expression in ORDER BY—do NOT sort by MIN spend or alphabetically | CONTEXT: Alphabetical sort of labels ('High', 'Low', 'Mid', 'Very High') scrambles the logical order; MIN-spend sort produces unintended ordering depending on bucket boundary values | WHEN_TO_CHECK: When the final SELECT includes categorical spending or size group labels that must appear in a specific non-alphabetical sequence | EXAMPLE_USAGE: 'ORDER BY CASE group_label WHEN ''Low'' THEN 1 WHEN ''Mid'' THEN 2 WHEN ''High'' THEN 3 WHEN ''Very High'' THEN 4 END'. Also: do NOT apply ROUND() to group percentage values when the expected output is full-precision (e.g., 33.33333333...); rounding to 2 decimals will fail exact match validation."
74,local097,DB_IMDB,db,join;left join;cast;substr;filter;aggregation;group by;where;order by;limit;distinct,Movie,Movie.year,date,all,"ENSURE: when extracting the year from the 'movies.year' column, use CAST(SUBSTR(movies.year, -4, 4) AS INTEGER) for correct results | CONTEXT: 'movies.year' can contain non-integer or padded values, so extracting the last 4 digits and casting ensures alignment with year fields in other tables (for example, when joining with 'movie_cast') | WHEN_TO_CHECK: When using or joining on the 'movies.year' column, especially for year-based aggregation or filtering | EXAMPLE_USAGE: Correct: JOIN ... ON CAST(SUBSTR(m.year, -4, 4) AS INTEGER) = ...; Incorrect: JOIN ... ON CAST(m.year AS INTEGER) = ..., which may misinterpret year values that include extra text or formatting."
75,local097,DB_IMDB,generic,join;cast;substr;filter,all,all,date,all,"VERIFY: string-encoded date or year columns are consistently parsed/extracted before numeric comparison or joins | PRINCIPLE: When date or year data is stored as strings with potential prefixes, suffixes, or non-numeric characters, direct casting may give incorrect results—instead, explicitly extract the relevant numeric substring before casting | WHEN_TO_APPLY: When comparing or joining on textual year/date columns where the representation may include non-numeric characters or different formats | EXAMPLE_USAGE: If a table has a 'year' column like 'USA 2008' or 'Year: 1967', direct CAST(year AS INTEGER) returns unexpected results (e.g., 0 or fails). Instead, use SUBSTR(year, -4, 4) to extract the year, then CAST as INTEGER: CAST(SUBSTR(year, -4, 4) AS INTEGER) ensures correct and consistent year extraction across all rows."
76,local099,DB_IMDB,db,join;left join;aggregation;count;count distinct;distinct;group by;filter;coalesce;where;cte_definition,M_Cast,all,all,all,"REMEMBER: To count distinct actors who have acted in more films with a specific director, use the actor and director linkage within the cast and movie_direction tables | CONTEXT: The cast table connects actors to movies, and the movie_direction table connects directors to movies, enabling filtering for specific actor-director collaborations | WHEN_TO_CHECK: When comparing counts or occurrences of actors’ collaborations with different directors using cast and movie_direction | EXAMPLE_USAGE: To find actors who have acted in more movies with director_id corresponding to ‘Yash Chopra’ than with others, JOIN cast ON movie_id to movie_direction and filter on the director_id; missing this linkage may count incorrect collaborations."
77,local099,DB_IMDB,generic,join;left join;aggregation;count;count distinct;distinct;group by;filter;coalesce;where;cte_definition,all,all,all,all,"ENSURE: Aggregations involving counts of entities connected through indirect relationships use appropriate JOIN logic to avoid double-counting or missing matches | PRINCIPLE: When aggregating linked entities over multiple tables, precise JOIN conditions are necessary to accurately reflect the relationship being measured | WHEN_TO_APPLY: When counting occurrences of an entity’s involvement with another through an intermediate table (e.g., actors’ appearances in films by a director via a cast table) | EXAMPLE_USAGE: If counting how many films each actor made with a specific director, use JOINs through the connecting tables (e.g., actor->cast->movie->movie_direction->director), filtering for the target director each time; incorrect or missing JOINs could include films without the correct director or miss valid collaborations."
78,local141,AdventureWorks,db,aggregation;round;sum,annual_sales,annual_sales.TotalSales,numeric,all,"ENSURE: ROUND numeric calculations in the SELECT clause that produce Amt_Above_or_Below_Quota, TotalSales, and SalesQuota to 4 decimal places | CONTEXT: When calculating and reporting Amt_Above_or_Below_Quota, TotalSales from the Sales table, and SalesQuota from the SalesQuota table, the system expects results rounded to 4 decimal places for reporting consistency | WHEN_TO_CHECK: Whenever selecting or computing Amt_Above_or_Below_Quota, Sales.TotalSales, or SalesQuota.SalesQuota for presentation or output | EXAMPLE_USAGE: A correct usage is 'SELECT ROUND(S.TotalSales, 4), ROUND(Q.SalesQuota, 4), ROUND(S.TotalSales - Q.SalesQuota, 4) AS Amt_Above_or_Below_Quota ...'. An incorrect usage is omitting the ROUND: 'SELECT S.TotalSales, Q.SalesQuota, (S.TotalSales - Q.SalesQuota) AS Amt_Above_or_Below_Quota ...', which can yield excessive decimal places."
79,local141,AdventureWorks,db,aggregation;round;sum,annual_quotas,annual_quotas.SalesQuota,numeric,all,"ENSURE: ROUND numeric calculations in the SELECT clause that produce Amt_Above_or_Below_Quota, TotalSales, and SalesQuota to 4 decimal places | CONTEXT: When calculating and reporting Amt_Above_or_Below_Quota, TotalSales from the Sales table, and SalesQuota from the SalesQuota table, the system expects results rounded to 4 decimal places for reporting consistency | WHEN_TO_CHECK: Whenever selecting or computing Amt_Above_or_Below_Quota, Sales.TotalSales, or SalesQuota.SalesQuota for presentation or output | EXAMPLE_USAGE: A correct usage is 'SELECT ROUND(S.TotalSales, 4), ROUND(Q.SalesQuota, 4), ROUND(S.TotalSales - Q.SalesQuota, 4) AS Amt_Above_or_Below_Quota ...'. An incorrect usage is omitting the ROUND: 'SELECT S.TotalSales, Q.SalesQuota, (S.TotalSales - Q.SalesQuota) AS Amt_Above_or_Below_Quota ...', which can yield excessive decimal places."
80,local141,AdventureWorks,db,round;aggregation;sum,all,Amt_Above_or_Below_Quota,numeric,all,"ENSURE: ROUND numeric calculations in the SELECT clause that produce Amt_Above_or_Below_Quota, TotalSales, and SalesQuota to 4 decimal places | CONTEXT: When calculating and reporting Amt_Above_or_Below_Quota, TotalSales from the Sales table, and SalesQuota from the SalesQuota table, the system expects results rounded to 4 decimal places for reporting consistency | WHEN_TO_CHECK: Whenever selecting or computing Amt_Above_or_Below_Quota, Sales.TotalSales, or SalesQuota.SalesQuota for presentation or output | EXAMPLE_USAGE: A correct usage is 'SELECT ROUND(S.TotalSales, 4), ROUND(Q.SalesQuota, 4), ROUND(S.TotalSales - Q.SalesQuota, 4) AS Amt_Above_or_Below_Quota ...'. An incorrect usage is omitting the ROUND: 'SELECT S.TotalSales, Q.SalesQuota, (S.TotalSales - Q.SalesQuota) AS Amt_Above_or_Below_Quota ...', which can yield excessive decimal places."
81,local141,AdventureWorks,generic,round;aggregation,all,all,numeric,all,"ENSURE: Numeric measures in SELECT clauses are rounded to the required number of decimal places to match expected output format | PRINCIPLE: Aligning decimal precision of query outputs to the specification prevents false mismatches caused by cosmetic differences | WHEN_TO_APPLY: When a question or expected output mandates a specific decimal formatting or scale for computed numeric results | EXAMPLE_USAGE: If a computed value should show exactly 4 decimals (e.g., 123.4567), apply 'ROUND(calculation, 4)'. If omitted, output like 123.4567123 will cause format mismatches even when the values are otherwise correct."
82,local141,adventureworks,db,select;group by;strftime;cte;with;join,annual_sales;annual_quotas;salesorderheader;SalesPersonQuotaHistory,OrderDate;QuotaDate;salespersonid;BusinessEntityID,date;id,all,"ENSURE: In GROUP BY clauses inside CTEs that extract a year with strftime('%Y', date_col), always repeat the full strftime expression in GROUP BY—never use the SELECT-list alias | CONTEXT: SQLite does not resolve SELECT aliases within the same query's GROUP BY; using an alias like 'year' instead of the actual 'strftime(''%Y'', OrderDate)' causes incorrect grouping or a runtime error, preventing correct year-level aggregation and breaking the downstream JOIN between annual_sales and annual_quotas CTEs | WHEN_TO_CHECK: When writing CTEs that extract year from OrderDate or QuotaDate and then group by that year | EXAMPLE_USAGE: Correct: 'SELECT strftime(''%Y'', s.OrderDate) AS year, SUM(s.SubTotal) AS TotalSales FROM salesorderheader s WHERE s.salespersonid IS NOT NULL GROUP BY strftime(''%Y'', s.OrderDate)'. Incorrect: '... GROUP BY year' — the alias is not recognised in GROUP BY by SQLite."
83,local141,adventureworks,generic,select;group by;strftime,all,all,date,all,"VERIFY: GROUP BY clauses always repeat the original expression or function call—never a SELECT-list alias defined in the same query level | PRINCIPLE: SQL standard and SQLite do not allow a SELECT alias to be referenced in the GROUP BY of the same query; the alias is evaluated after grouping. Using an alias in GROUP BY silently groups on the literal alias string or raises an error, causing wrong aggregation results with no obvious error message | WHEN_TO_APPLY: Any time a computed or transformed column (strftime('%Y',...), CAST(...), date_trunc(...)) is aliased in SELECT and also used for grouping | EXAMPLE_USAGE: Always write 'GROUP BY strftime(''%Y'', date_col)' not 'GROUP BY yr' even when the SELECT says 'strftime(''%Y'', date_col) AS yr'. The same rule applies to CAST, arithmetic expressions, and any other computed column."
84,local157,bank_sales_trading,db,where;order by;filter;window,bitcoin_prices,bitcoin_prices.parsed_date,int,all,"ENSURE: Always use parsed_date (numeric/int) rather than market_date (string) for date filtering and ordering operations | CONTEXT: The main date of interest is represented in both market_date (string) and parsed_date (parsed integer), but numerical filtering and ordering requires parsed_date to ensure correct chronological sequence and proper range filtering | WHEN_TO_CHECK: When filtering or ordering rows by date, or when referencing 'previous' or 'next' rows based on date in the database | EXAMPLE_USAGE: Correct: WHERE parsed_date BETWEEN 20210801 AND 20210810; ORDER BY parsed_date. Incorrect: WHERE market_date BETWEEN '20210801' AND '20210810' or using ORDER BY market_date, which may sort lexicographically and give unexpected row order."
85,local157,bank_sales_trading,db,cast;aggregation;filter,bitcoin_prices,bitcoin_prices.parsed_volume,numeric,all,"ENSURE: When outputting the volume value, use parsed_volume (numeric/int) rather than the original string representation of volume | CONTEXT: The volume field exists in both a raw string format and a parsed numeric format; only parsed_volume should be used for accurate calculations and correct output formatting | WHEN_TO_CHECK: Whenever selecting or calculating with the volume column, or presenting volume in the output | EXAMPLE_USAGE: Correct: SELECT parsed_volume AS volume. Incorrect: SELECT volume as originally stored as a string (e.g., '1,000') which may cause aggregation or formatting errors."
86,local157,bank_sales_trading,generic,where;order by;filter;window,all,all,all,all,"VERIFY: All filtering, ordering, and logical windowing operations (like previous/next row lookups) are performed using type-consistent, parsed columns, not raw string or formatted versions | PRINCIPLE: Filtering or ordering on raw string columns that represent dates or numerics can cause subtle logical bugs, such as lexicographic ordering or incorrect numeric comparison; always use the correctly parsed type | WHEN_TO_APPLY: Whenever source columns are strings representing dates/numerics but type-correct parsed columns are available | EXAMPLE_USAGE: When filtering by date, ensure WHERE parsed_date >= 20210101 is used rather than WHERE market_date >= '20210101'. For ordering, ORDER BY parsed_date (integer date), not market_date (string), to avoid '20210110' being sorted before '2021012'."
87,local163,education_business,db,cte_definition;aggregation;avg;min;group by;join;abs;filter;order by,employees,employees.name,str,all,"REMEMBER: Ensure all necessary CTE or subquery results are actually defined and sourced from the correct base tables, such as using the employees table for names and salaries | CONTEXT: The employees table stores core columns like name and salary, which are frequently referenced or aggregated in CTEs for ranking or analysis | WHEN_TO_CHECK: When referencing or aggregating over employee data for analytical queries that output rankings, minimums, or differences based on salaries | EXAMPLE_USAGE: When writing a final SELECT on rankings or comparisons, verify that each intermediate CTE (e.g., calculating average salaries, ranking employees) starts from the employees table and all referenced CTEs are properly defined before the SELECT. If the chain is broken or a CTE is omitted, the query will fail or return no results."
