mem_id,instance_id,db,scope,sql_operations,table,column,data_type,nulls,rule
50,bq086,all,generic,all,all,all,all,all,"VERIFY: SELECT clauses must reference the specific source column that matches the required output representation | PRINCIPLE: Aliasing the wrong column can produce data in an unintended format (e.g., three-letter codes instead of two-letter) | WHEN_TO_APPLY: Whenever a table contains multiple representations of the same concept (like different code lengths) and one is required for reports | EXAMPLE_USAGE: Given a table codes(code_short, code_long): Correct: SELECT code_short AS code FROM codes; Incorrect: SELECT code_long AS code FROM codes; The former yields the expected short codes, the latter the wrong format."
51,bq086,all,generic,round;division;percent,all,all,numeric,all,"ENSURE: Numeric calculations for ratios or percentages are wrapped in ROUND to enforce a fixed decimal precision | PRINCIPLE: Floating-point results can have variable decimal lengths; rounding ensures consistent, readable output | WHEN_TO_APPLY: Whenever computing derived metrics (percentages, ratios) for display or comparison | EXAMPLE_USAGE: Correct: SELECT ROUND(sales / total_sales * 100,2) AS pct FROM sales_summary; Returns 23.45. Incorrect: SELECT sales / total_sales * 100 AS pct FROM sales_summary; Returns 23.456789 with too many decimals."
52,bq086,all,generic,order by,all,all,all,all,"CHECK: ORDER BY should reference the alias of a computed column when sorting by a derived metric | PRINCIPLE: Sorting needs to target the exact expression or its alias; using unrelated columns will misorder results | WHEN_TO_APPLY: When ordering by values that are calculated in the SELECT list | EXAMPLE_USAGE: After computing total_revenue as price * quantity: Correct: SELECT price * quantity AS total_revenue FROM sales ORDER BY total_revenue DESC; Incorrect: ORDER BY price; The correct sort ranks by revenue, not by individual price."
53,bq086,all,generic,aggregation;window;sum;average;computation,all,all,all,all,"CHECK: If a question mentions ""cumulative"" while performing sums, averages, or computing differences, pay careful attention to the scope and ordering of the computations | PRINCIPLE: Cumulative calculations require proper ordering (usually by date/time) and running totals via window functions (SUM OVER, AVG OVER) rather than simple GROUP BY aggregations; the term ""cumulative"" signals that each row should include all prior values | WHEN_TO_APPLY: When the question explicitly mentions cumulative totals, cumulative sums, cumulative averages, running totals, or ""by [date]"" with accumulation over time | EXAMPLE_USAGE: Incorrect: SELECT country, SUM(cases) FROM data GROUP BY country; Correct for cumulative: SELECT country, date, SUM(cases) OVER (PARTITION BY country ORDER BY date) AS cumulative_cases FROM data. The window function ensures each row contains the sum of all cases up to that date."
54,bq086,covid19_open_world_bank,question,NA,NA,NA,NA,NA,"The original query used three‐letter ISO codes, left percentages unrounded, and ordered by country code; switching to two‐letter codes, rounding percentages to two decimals, and ordering by descending case_percent resolves all discrepancies."
55,bq096,gbif,db,cte_definition;filter;aggregation;group by;having,tenplus,all,all,all,"ENSURE: Use a CTE to filter Sterna paradisaea observations north of latitude 40, in months after January, where sightings exceed 10 per day | CONTEXT: The tenplus CTE aggregates observations by year and eventdate and applies filters on species, latitude, and day-of-year, critical for selecting qualifying records | WHEN_TO_CHECK: When determining the earliest year with notable Sterna paradisaea presence based on filtered and aggregated sighting records | EXAMPLE_USAGE: Construct a CTE such as 'WITH tenplus AS (SELECT year, eventdate FROM sightings WHERE species = 'Sterna paradisaea' AND latitude > 40 AND EXTRACT(MONTH FROM eventdate) > 1 GROUP BY year, eventdate HAVING COUNT(*) > 10)' — omitting the CTE or failing to apply HAVING COUNT(*) > 10 would admit incorrect events."
56,bq096,gbif,db,where;order by;limit;min;filter,tenplus,year,int,all,"ENSURE: When filtering for years, apply the correct year restriction in the WHERE clause to match recent observations | CONTEXT: Limiting results to years greater than 2020 ensures relevance and consistency with current data trends | WHEN_TO_CHECK: When the logic requires selecting modern or post-2020 event years for analysis | EXAMPLE_USAGE: In a query such as 'SELECT year FROM tenplus WHERE year > 2020 ORDER BY MIN(dayofyear) LIMIT 1', verify the WHERE clause restricts years appropriately; neglecting this may produce outdated results."
57,bq096,all,generic,aggregation;group by;having,all,all,all,all,"VERIFY: Use aggregation and HAVING clauses for event frequency filters | PRINCIPLE: When filtering based on counts (such as sightings per day or event), aggregate records and apply HAVING to restrict qualifying groups | WHEN_TO_APPLY: Any time a query needs to filter groups (by date, user, region, etc.) according to count thresholds | EXAMPLE_USAGE: 'SELECT group_col FROM table GROUP BY group_col HAVING COUNT(*) > N' — omitting the HAVING clause or filtering pre-aggregation with WHERE on counts will not achieve the correct result."
58,bq096,all,generic,cte_definition;filter,all,all,all,all,"ENSURE: When deriving summary statistics across filtered records, use CTEs or subqueries to encapsulate filtering before aggregation | PRINCIPLE: Segregating filtering and aggregation logic improves readability and avoids mixing event-level and global aggregations | WHEN_TO_APPLY: When the query involves multiple filtering steps prior to summary or limiting operations | EXAMPLE_USAGE: 'WITH filtered_events AS (...) SELECT agg_func() FROM filtered_events'; not using a CTE or subquery may require duplicating filter logic or compromise clarity."
59,bq096,all,generic,order by;limit;aggregation;min,all,all,all,all,"CHECK: Use ORDER BY with LIMIT to select extremal values after aggregation | PRINCIPLE: To find minimum/maximum values (e.g., earliest date, highest count), aggregate and then use ORDER BY + LIMIT on the summary column | WHEN_TO_APPLY: Whenever a single extremal group (e.g., the first year, latest event) is desired after aggregation | EXAMPLE_USAGE: After aggregating, 'SELECT year FROM grouped_events ORDER BY MIN(eventdate) LIMIT 1'; omitting ORDER BY or LIMIT may yield nondeterministic results."
60,bq096,gbif,question,NA,NA,NA,NA,NA,"The ISSUE was using a static text response; FIX was replacing it with CTE filtering Sterna paradisaea observations after January, north of 40°, requiring >10 daily sightings, and restricting to years >2020 to match the GOLD year."
61,bq103,gnomAD,db,aggregation;unnest,region_variants,region_variants.region_id,int,all,"ENSURE: When aggregating variant counts in the counts_summary CTE, use COUNT(1) AS num_variants and SUM((SELECT alt.AC FROM UNNEST(alternate_bases) AS alt)) AS sum_AC | CONTEXT: counts_summary aggregates metrics directly from region_variants’s region_id and alternate_bases columns to compute total variants and allele counts | WHEN_TO_CHECK: When defining or validating the counts_summary CTE | EXAMPLE_USAGE:"
62,bq103,gnomAD,db,all,region_length,region_length.region_length,int,all,VERIFY: region_length CTE must calculate 55064852 - 55039447 (without +1) to match expected region span | CONTEXT: region_length defines region_length from fixed start_position and end_position values in a simple subtraction CTE | WHEN_TO_CHECK: When computing region_length in the region_length CTE | EXAMPLE_USAGE:
63,bq103,gnomAD,db,division;round,all,burden_of_mutation,numeric,all,"ENSURE: In final SELECT, wrap SAFE_DIVIDE(region_length.region_length, cs.num_variants) in ROUND(..., 3) to produce burden_of_mutation with three decimal places | CONTEXT: The final query calculates burden_of_mutation as a density metric requiring fixed precision | WHEN_TO_CHECK: When deriving ratio or density columns in the final SELECT | EXAMPLE_USAGE:"
64,bq103,gnomAD,db,aggregation;order by,all,genes,str,all,"ENSURE: Use STRING_AGG(gene_symbol, ', ' ORDER BY gene_symbol) for the genes column to produce a sorted, comma-separated string | CONTEXT: The final SELECT combines multiple gene_symbol values into one string field | WHEN_TO_CHECK: When concatenating gene_symbol values into a single output column | EXAMPLE_USAGE:"
65,bq103,all,generic,aggregation;unnest,all,all,all,all,"VERIFY: Include explicit UNNEST clauses when aggregating over array or repeated fields | PRINCIPLE: Aggregation functions cannot directly operate on arrays—UNNEST must expand elements first | WHEN_TO_APPLY: Whenever summing, counting, or averaging values stored in array or repeated columns | EXAMPLE_USAGE:"
66,bq103,all,generic,all,all,all,all,all,"ENSURE: Check off-by-one logic in range or length calculations—decide clearly whether endpoints are inclusive or exclusive | PRINCIPLE: Misplacing +1 leads to incorrect spans or counts | WHEN_TO_APPLY: When computing lengths, durations, or distances from start and end values | EXAMPLE_USAGE:"
67,bq103,all,generic,division;round,all,all,numeric,all,VERIFY: Wrap division operations in a rounding function when output demands fixed decimal precision | PRINCIPLE: Unrounded division yields floats with unpredictable decimal lengths | WHEN_TO_APPLY: When presenting numeric ratios or densities in reports or output tables | EXAMPLE_USAGE:
68,bq103,all,generic,aggregation;order by,all,all,str,all,"CHECK: Use string aggregation functions with explicit delimiters and ORDER BY clauses for consistent, reproducible lists | PRINCIPLE: Specifying ORDER and delimiter ensures predictable output and formatting | WHEN_TO_APPLY: When concatenating multiple text values into a single string field | EXAMPLE_USAGE:"
69,bq103,gnomAD,question,NA,NA,NA,NA,NA,"Fixed variant count and allele count aggregation by sourcing counts_summary from region_variants, corrected region_length to match GOLD’s formula, applied rounding to density, and formatted gene list as a comma-separated string."
70,bq112,bls,db,aggregation;avg;group by,bigquery-public-data.bls.cpi_u,bigquery-public-data.bls.cpi_u.value,numeric,all,"ENSURE: Annual CPI in the cpi_1998_2017 CTE is calculated using AVG(value) with GROUP BY year rather than selecting a single period | CONTEXT: bigquery-public-data.bls.cpi_u stores monthly CPI values (columns: year, period, value, area_code); using period='M13' returns a synthetic national index and omits area-specific monthly data | WHEN_TO_CHECK: When defining or reviewing the cpi_1998_2017 CTE for annual CPI metrics of a specific area | EXAMPLE_USAGE:"
71,bq112,bls,db,filter;subquery,bigquery-public-data.bls.cpi_u,bigquery-public-data.bls.cpi_u.area_code,int,all,ENSURE: Filter for Pittsburgh’s CPI series uses a subquery on area_name to select area_code instead of hard-coding '0' | CONTEXT: area_code='0' corresponds to the national CPI; Pittsburgh has its own area_code in cpi_u and must be looked up to avoid using the wrong series | WHEN_TO_CHECK: When filtering the CPI CTE or any query for Pittsburgh-specific data | EXAMPLE_USAGE:
72,bq112,all,generic,aggregation;avg;sum;count;group by,all,all,all,all,"VERIFY: Aggregate functions must be accompanied by a matching GROUP BY clause when summarizing by key fields | PRINCIPLE: Using AVG, SUM, COUNT etc. without grouping columns causes unintended results or reliance on a single row’s value instead of full-group aggregation | WHEN_TO_APPLY: Whenever you compute summary metrics across partitions (e.g., monthly→annual, item-level→order-level totals) | EXAMPLE_USAGE:"
73,bq112,all,generic,filter;subquery,all,all,all,all,"ENSURE: Avoid hard-coding identifier values; derive them via subqueries using descriptive fields | PRINCIPLE: Hard-coded IDs (area codes, category IDs, status codes) are brittle and may change; dynamic lookups based on human-readable names maintain query robustness | WHEN_TO_APPLY: Whenever filtering by coded identifiers that have an associated descriptive column | EXAMPLE_USAGE:"
74,bq112,bls,question,NA,NA,NA,NA,NA,"The CPI calculation was corrected from using the national M13 index to averaging all monthly CPI values for Pittsburgh, changing both the aggregation (AVG(value) with GROUP BY year) and the area_code filter to select the Pittsburgh series, which yields the matching 57.07% CPI growth."
75,bq112,bls,generic,aggregation;group by;time;granularity,all,all,date;timestamp,all,"CHECK: Verify the temporal granularity of source data before applying time-based GROUP BY operations; avoid unnecessary aggregation if data is already at the target granularity | PRINCIPLE: Tables with temporal aggregations in their schema (e.g., weekly_*, monthly_*, annual_*, or columns like 'week', 'month', 'year', 'avg_wkly_', 'monthly_total') already contain pre-aggregated data at that time unit; further grouping by the same unit is redundant and may produce incorrect results | WHEN_TO_APPLY: Before writing GROUP BY with temporal units (WEEK, MONTH, YEAR), examine table names and column names for temporal indicators (daily_, weekly_, monthly_, yearly_, annual_); check if columns already represent aggregated values (avg_wkly_, monthly_total, annual_sum) | EXAMPLE_USAGE: Incorrect: SELECT AVG(avg_wkly_wage) FROM weekly_wages GROUP BY week - the data is already weekly averages; Correct: SELECT avg_wkly_wage FROM weekly_wages WHERE week = '2023-01'. Similarly, if a table is named 'monthly_sales' or has 'monthly_revenue' column, don't GROUP BY month."
76,bq185,new_york_plus,db,filter,bigquery-public-data.new_york_taxi_trips.tlc_yellow_trips_2016,all,date,all,ENSURE: the target_week_trips CTE filters both pickup_datetime and dropoff_datetime within the same date bounds using BETWEEN | CONTEXT: target_week_trips CTE selects from trips table and must exclude trips that start or end outside the specified week to avoid skewed aggregates | WHEN_TO_CHECK: when defining the date window for weekly trip subsets | EXAMPLE_USAGE: Correct: WITH target_week_trips AS ( SELECT * FROM trips WHERE pickup_datetime BETWEEN '2016-02-01' AND '2016-02-07' AND dropoff_datetime BETWEEN '2016-02-01' AND '2016-02-07' Incorrect: WHERE pickup_datetime >= '2016-02-01' AND pickup_datetime < '2016-02-08'  -- missing dropoff filter
77,bq185,new_york_plus,db,division,bigquery-public-data.new_york_taxi_trips.tlc_yellow_trips_2016,all,numeric,all,"ENSURE: duration_minutes in trips_with_duration CTE uses seconds‐based diff divided by 60.0 to capture fractional minutes | CONTEXT: trips_with_duration CTE calculates ride durations and fractional minutes are needed for accurate average calculations | WHEN_TO_CHECK: when computing duration between dropoff_datetime and pickup_datetime | EXAMPLE_USAGE: Correct: SELECT TIMESTAMP_DIFF(dropoff_datetime, pickup_datetime, SECOND) / 60.0 AS duration_minutes FROM target_week_trips Incorrect: SELECT TIMESTAMP_DIFF(dropoff_datetime, pickup_datetime, MINUTE) AS duration_minutes  -- truncates fractions"
78,bq185,all,generic,filter,all,all,date,all,"ENSURE: filters on both start and end timestamps when selecting a date‐bounded subset | PRINCIPLE: Omitting the end‐time filter allows records that start inside but end outside the window, distorting aggregates | WHEN_TO_APPLY: any query that defines a record’s inclusion by a start‐and‐end timestamp range | EXAMPLE_USAGE: Correct pattern: WHERE start_ts BETWEEN @start_date AND @end_date AND end_ts BETWEEN @start_date AND @end_date Incorrect pattern: WHERE start_ts >= @start_date AND start_ts < DATE_ADD(@end_date, INTERVAL 1 DAY)  -- no end_ts condition"
79,bq185,all,generic,division,all,all,numeric,all,"ENSURE: selecting the appropriate unit and precision for timestamp differences to avoid unintended truncation | PRINCIPLE: Using higher‐unit diffs (e.g., MINUTE) drops fractional parts; computing in smaller units (e.g., SECOND) and scaling preserves precision | WHEN_TO_APPLY: when calculating durations where partial units matter for accuracy | EXAMPLE_USAGE: Correct pattern: SELECT TIMESTAMP_DIFF(end_ts, start_ts, SECOND) / 60.0 AS duration Incorrect pattern: SELECT TIMESTAMP_DIFF(end_ts, start_ts, MINUTE) AS duration  -- loses seconds fraction"
80,bq185,new_york_plus,question,NA,NA,NA,NA,NA,"The query originally truncated durations to whole minutes and only filtered by pickup_datetime; switching to seconds/60.0 for fractional minutes and adding a dropoff_datetime BETWEEN filter aligned the date range and fractional calculation, producing the correct average."
81,bq198,ncaa_basketball,db,filter;where;null_handling,filtered_seasons,filtered_seasons.wins,int,Yes,"ENSURE: when defining the filtered_seasons CTE, only apply “WHERE wins IS NOT NULL” and do not filter on fs.market or fs.name | CONTEXT: filtered_seasons contains season, market, name, wins; filtering on market or name here can prematurely exclude seasons with valid wins data | WHEN_TO_CHECK: When constructing the filtered_seasons CTE to capture all seasons with a wins value | EXAMPLE_USAGE: Incorrect: WITH filtered_seasons AS ( SELECT season, market, name, wins FROM seasons WHERE wins IS NOT NULL AND market IS NOT NULL AND market <> '' AND name IS NOT NULL Correct: WITH filtered_seasons AS ( SELECT season, market, name, wins FROM seasons WHERE wins IS NOT NULL ;"
82,bq198,ncaa_basketball,db,filter;where;concat;null_handling,season_leaders,season_leaders.team_name,str,Yes,"ENSURE: in the season_leaders CTE, select fs.market AS team_name and include “WHERE fs.market IS NOT NULL AND fs.market <> ''” instead of concatenating market and name | CONTEXT: season_leaders should present a clean team_name based solely on market; concatenation with name and missing market filtering led to mismatches with the gold output | WHEN_TO_CHECK: When building the season_leaders CTE for team performance | EXAMPLE_USAGE: Incorrect: SELECT season, CONCAT(fs.market, ' ', fs.name) AS team_name, wins FROM filtered_seasons fs; Correct: SELECT season, fs.market AS team_name, wins FROM filtered_seasons fs WHERE fs.market IS NOT NULL AND fs.market <> '';"
83,bq198,ncaa_basketball,db,aggregation;count distinct;group by,team_season_counts,team_season_counts.season,int,all,"ENSURE: in the team_season_counts CTE, use COUNT(DISTINCT season) instead of COUNT(*) to calculate the number of unique seasons per team_name | CONTEXT: team_season_counts aggregates season_leaders by team_name; counting all rows overcounts when a team appears multiple times in a season | WHEN_TO_CHECK: When aggregating season counts per team in team_season_counts | EXAMPLE_USAGE: Incorrect: SELECT team_name, COUNT(*) AS season_count FROM season_leaders GROUP BY team_name; Correct: SELECT team_name, COUNT(DISTINCT season) AS season_count FROM season_leaders GROUP BY team_name;"
84,bq198,all,generic,filter;where;null_handling,all,all,str,Yes,"VERIFY: exclude missing string values by applying both IS NOT NULL and <> '' filters | PRINCIPLE: NULL is distinct from empty string; to fully remove blank text entries you must filter out both | WHEN_TO_APPLY: Whenever filtering on text/varchar columns to drop missing or blank records | EXAMPLE_USAGE: Incorrect: SELECT user_id, username FROM users WHERE username IS NOT NULL; (returns rows where username = '') Correct: SELECT user_id, username FROM users WHERE username IS NOT NULL AND username <> '';"
85,bq198,all,generic,aggregation;count distinct,all,all,all,all,"ENSURE: use COUNT(DISTINCT column) when you need the number of unique values instead of COUNT(*) | PRINCIPLE: COUNT(*) counts all rows—including duplicates—whereas COUNT(DISTINCT x) counts only unique occurrences of x | WHEN_TO_APPLY: When the goal is to compute distinct-item counts rather than total record counts | EXAMPLE_USAGE: Incorrect: SELECT country, COUNT(*) AS num_countries FROM visits GROUP BY country; (This counts every visit row) Correct: SELECT country, COUNT(DISTINCT visitor_id) AS unique_visitors FROM visits GROUP BY country;"
86,bq198,all,generic,concat,all,all,all,all,"CHECK: avoid concatenating multiple fields for identifiers when a single field suffices and simplifies filtering | PRINCIPLE: Unnecessary concatenation can introduce blanks, complicate WHERE clauses, and cause mismatches; prefer using the single most appropriate column | WHEN_TO_APPLY: When forming labels or identifiers in SELECT clauses for reporting | EXAMPLE_USAGE: Incorrect: SELECT CONCAT(region, ' ', subregion) AS region_label, sales FROM sales_data; Correct: SELECT region AS region_label, sales FROM sales_data;"
87,bq198,ncaa_basketball,question,NA,NA,NA,NA,NA,"The core issue was concatenating nicknames and filtering out blanks too early; switching to only `market` as `team_name`, moving the market filter into season_leaders, and counting distinct seasons aligned the output with GOLD."
88,bq203,new_york_plus,db,aggregation;group by,stations,stations.station_name,str,all,"ENSURE: station_ada_entry CTE selects and groups by station_name instead of station_id | CONTEXT: The station_ada_entry CTE joins entrances_2017 to stations to count ADA entrances per station. Using station_id groups raw IDs which can misalign with display names and inflate counts when multiple IDs map to a single name | WHEN_TO_CHECK: When defining or reviewing the station_ada_entry CTE’s SELECT and GROUP BY clauses | EXAMPLE_USAGE: Correct: WITH station_ada_entry AS ( SELECT s.station_name, COUNT(*) AS ada_entrances FROM entrances_2017 e JOIN stations s ON e.station_id = s.station_id GROUP BY s.station_name Incorrect: WITH station_ada_entry AS ( SELECT e.station_id, COUNT(*) AS ada_entrances FROM entrances_2017 e JOIN stations s ON e.station_id = s.station_id GROUP BY e.station_id ;"
89,bq203,new_york_plus,db,join;left join,all,all,all,Yes,"ENSURE: station_ada_entry CTE uses an inner JOIN (JOIN) not a LEFT JOIN between entrances_2017 and stations | CONTEXT: A LEFT JOIN includes stations with zero ADA entrances as NULLs, inflating the borough-level station count when aggregated further | WHEN_TO_CHECK: When joining entrances_2017 to stations in station_ada_entry CTE | EXAMPLE_USAGE: Correct: FROM entrances_2017 e JOIN stations s ON e.station_id = s.station_id Incorrect: FROM entrances_2017 e LEFT JOIN stations s ON e.station_id = s.station_id"
90,bq203,new_york_plus,db,aggregation;group by;count distinct,stations,stations.station_name,str,all,"ENSURE: per_borough CTE counts distinct station_name rather than station_id | CONTEXT: At the borough level, station_name uniquely identifies each station for summary counts. Counting station_id can double-count if the same name appears under multiple IDs or if IDs appear multiple times | WHEN_TO_CHECK: When computing COUNT(DISTINCT…) in per_borough CTE | EXAMPLE_USAGE: Correct: SELECT s.borough, COUNT(DISTINCT s.station_name) AS ada_station_count FROM station_ada_entry sae JOIN stations s ON sae.station_name = s.station_name GROUP BY s.borough Incorrect: SELECT s.borough, COUNT(DISTINCT sae.station_id) AS ada_station_count FROM station_ada_entry sae JOIN stations s ON sae.station_id = s.station_id GROUP BY s.borough"
91,bq203,all,generic,join;inner join;left join,all,all,all,all,"VERIFY: Use INNER JOIN when you intend to exclude unmatched rows rather than include them with NULLs | PRINCIPLE: INNER JOIN returns only rows with matches in both tables; LEFT JOIN returns all rows from the left table and NULLs for non-matches, which can inflate or distort aggregates if unmatched rows are not intended | WHEN_TO_APPLY: Anytime filtering or counting only records that have related entries in a joined table | EXAMPLE_USAGE: Correct: SELECT u.user_id, COUNT(o.order_id) FROM users u JOIN orders o ON u.user_id = o.user_id GROUP BY u.user_id; Incorrect: SELECT u.user_id, COUNT(o.order_id) FROM users u LEFT JOIN orders o ON u.user_id = o.user_id GROUP BY u.user_id;  -- includes users with zero orders if not filtered out"
92,bq203,all,generic,group by,all,all,all,all,"VERIFY: GROUP BY and SELECT must reference the same display-level column to avoid splitting or misaligning aggregates | PRINCIPLE: The columns listed in SELECT and GROUP BY define the aggregation buckets; mixing an internal key in GROUP BY with a display name in SELECT can lead to SQL errors or unintended grouping | WHEN_TO_APPLY: Whenever you aggregate data and want to display human-readable columns instead of surrogate keys | EXAMPLE_USAGE: Correct: SELECT department_name, SUM(salary) FROM employees GROUP BY department_name; Incorrect: SELECT department_name, SUM(salary) FROM employees GROUP BY department_id;  -- groups by ID but displays name, may error or misaggregate"
93,bq203,all,generic,aggregation;count distinct,all,all,all,all,"VERIFY: COUNT(DISTINCT field) should target the true unique identifier of the entity being counted, not an event or transaction key | PRINCIPLE: COUNT(DISTINCT) counts unique values of the specified column; using an event-level key counts events, not entities, which misrepresents distinct entity counts | WHEN_TO_APPLY: When counting unique entities (e.g., users, products, stations) in aggregated results involving multiple rows per entity | EXAMPLE_USAGE: Correct: SELECT region, COUNT(DISTINCT product_id) FROM sales GROUP BY region; Incorrect: SELECT region, COUNT(DISTINCT sale_id) FROM sales GROUP BY region;  -- counts individual sales instead of unique products sold"
94,bq203,new_york_plus,question,NA,NA,NA,NA,NA,"The query originally counted all station_ids (including those with no entrances) via a LEFT JOIN, inflating totals. Switching to an inner JOIN on station_name and aggregating by station_name aligns with the GOLD logic, producing correct per-borough station counts and percentages."
95,bq234,all,db,aggregation,bigquery-public-data.cms_medicare.part_d_prescriber_2014,bigquery-public-data.cms_medicare.part_d_prescriber_2014.generic_name,str,all,"ENSURE: in the state_med_counts CTE, select generic_name AS drug_name and GROUP BY generic_name instead of drug_name | CONTEXT: state_med_counts CTE aggregates total_claim_count by drug; grouping by the brand-level drug_name can split counts across brand variants, while generic_name consolidates all variants correctly | WHEN_TO_CHECK: When defining the state_med_counts CTE for per-state prescription aggregation | EXAMPLE_USAGE: - Incorrect: WITH state_med_counts AS ( SELECT state, drug_name, SUM(total_claim_count) AS total_claims FROM prescriptions GROUP BY state, drug_name … - Correct: WITH state_med_counts AS ( SELECT state, generic_name AS drug_name, SUM(total_claim_count) AS total_claim_count FROM prescriptions GROUP BY state, generic_name …"
96,bq234,all,db,aggregation;join,state_med_counts,state_med_counts.total_claim_count,int,all,"ENSURE: alias SUM(total_claim_count) AS total_claim_count in state_med_counts CTE to match downstream joins | CONTEXT: max_per_state CTE and final join reference total_claim_count; misnaming the alias causes join failures or NULL results | WHEN_TO_CHECK: When aggregating total_claim_count in state_med_counts for use by subsequent CTEs or joins | EXAMPLE_USAGE: - Incorrect: SELECT state, generic_name AS drug_name, SUM(total_claim_count) AS total_claims … JOIN max_per_state USING (state, total_claim_count)  -- fails because total_claim_count doesn’t exist - Correct: SELECT state, generic_name AS drug_name, SUM(total_claim_count) AS total_claim_count … JOIN max_per_state USING (state, total_claim_count)"
97,bq234,all,db,join,all,all,all,all,"ENSURE: join max_per_state to state_med_counts on both state and total_claim_count to correctly identify each state’s top drug | CONTEXT: max_per_state CTE returns state and MAX(total_claim_count) (aliased e.g. max_total_claim_count); joining on state alone can match multiple drugs or incorrect counts | WHEN_TO_CHECK: When performing the final SELECT to pull each state’s most prescribed medication | EXAMPLE_USAGE: - Incorrect: SELECT s.state, s.drug_name FROM state_med_counts s JOIN max_per_state m ON s.state = m.state; - May return multiple rows per state if counts tie - Correct: SELECT s.state, s.drug_name FROM state_med_counts s JOIN max_per_state m ON s.state = m.state AND s.total_claim_count = m.max_total_claim_count;"
98,bq234,all,generic,aggregation;cte_definition,all,all,all,all,"VERIFY: aggregated CTE column aliases must match all downstream references | PRINCIPLE: When chaining CTEs or subqueries, using inconsistent aliases for derived columns leads to join failures or unexpected NULLs | WHEN_TO_APPLY: Whenever you define a CTE or subquery with an aggregate or expression and then reference that column later | EXAMPLE_USAGE: - Incorrect: WITH sums AS (SELECT id, SUM(amount) AS total_amt FROM sales GROUP BY id) SELECT s.id, s.total_amount  -- total_amount doesn’t exist FROM sums s; - Correct: WITH sums AS (SELECT id, SUM(amount) AS total_amt FROM sales GROUP BY id) SELECT s.id, s.total_amt FROM sums s;"
99,bq234,all,generic,aggregation;join,all,all,all,all,"ENSURE: use MAX() plus a join to pick the highest-value record per group instead of defaulting to window functions when only one top record is needed | PRINCIPLE: A two-CTE pattern (aggregate by group, then select max and join back) is often clearer and more performant for retrieving the single largest value per category | WHEN_TO_APPLY: When you need only the record(s) with the maximum aggregated metric per group | EXAMPLE_USAGE: - Window function approach (valid but more complex): WITH totals AS ( SELECT category, item, SUM(score) AS total_score FROM data GROUP BY category, item , ranked AS ( SELECT *, ROW_NUMBER() OVER (PARTITION BY category ORDER BY total_score DESC) AS rn FROM totals SELECT category, item FROM ranked WHERE rn = 1; - Aggregate + join approach (clearer for single top record): WITH totals AS ( SELECT category, item, SUM(score) AS total_score FROM data GROUP BY category, item , max_totals AS ( SELECT category, MAX(total_score) AS max_score FROM totals GROUP BY category SELECT t.category, t.item FROM totals t JOIN max_totals m ON t.category = m.category AND t.total_score = m.max_score;"
100,bq234,all,generic,all,all,all,unspecified,all,"CHECK: GROUP BY clauses must reference the actual columns used in SELECT, not their aliases | PRINCIPLE: Many SQL dialects require grouping on original column names, so aliasing in SELECT does not carry into GROUP BY | WHEN_TO_APPLY: Whenever you use GROUP BY alongside SELECT column aliases | EXAMPLE_USAGE:, - Incorrect:, SELECT user_id AS uid, COUNT(*) AS cnt, FROM events, GROUP BY uid;  -- uid not recognized in GROUP BY in most dialects, - Correct:, SELECT user_id AS uid, COUNT(*) AS cnt, FROM events, GROUP BY user_id;"
101,bq234,cms_data,question,NA,NA,NA,NA,NA,"The query was using the wrong field (drug_name) and row-number ranking, so switching to generic_name with a MAX aggregation CTE and join corrected the counts to match the GOLD output."
102,bq234,cms_data,db,column;select,all,all,all,all,"ENSURE: Use column names that are directly referenced in queries or schema, do not substitute with synonyms | PRINCIPLE: If a query requirement directly references a column name (e.g., 'drug_name') or the schema shows a specific column (e.g., 'generic_name'), use that exact column; do not change it to a synonym even if semantically similar, as direct references are safer and more accurate | WHEN_TO_APPLY: When a column is explicitly named in requirements or visible in schema, use that exact column name; avoid mapping to semantically similar columns unless explicitly required | EXAMPLE_USAGE: If requirement says 'for each drug_name in NY' and table has drug_name column, use 'drug_name' directly; do not substitute with 'generic_name' even if they seem equivalent. Conversely, if schema has 'generic_name' but not 'drug_name', use 'generic_name' directly (you can alias as drug_name for output). In cms_medicare data: the table has 'generic_name' column, so use 'generic_name' in WHERE/GROUP BY, not a different name - direct schema references are safest."
103,bq234,cms_data,generic,all,all,all,all,all,"ENSURE: Do not map or normalize state codes/categorical values unless explicitly required; trust the data as-is | PRINCIPLE: Attempting to map raw state codes to standard abbreviations with partial CASE statements only maps some values and misses others, causing incorrect results; if data needs normalization, it should be complete or not done at all | WHEN_TO_APPLY: When querying state codes, region codes, or similar categorical data, use values directly from the table; only apply mapping/normalization if requirement explicitly asks for it AND you can map ALL possible values completely | EXAMPLE_USAGE: For state column in prescriber data, use 'nppes_provider_state AS state' directly is correct; incorrect: using 'CASE WHEN state = ''TX'' THEN ''TX'' WHEN state = ''CA'' THEN ''CA'' ... ELSE NULL END' which only maps partial values and misses others. Similarly for region, country, or category codes - use the raw column unless explicit mapping is required."
